lasso_0.01_0,lasso_0.01_1,lasso_0.01_2,lasso_0.01_3,lasso_0.01_4,lasso_0.01_5,lasso_0.01_6,lasso_0.01_7,lasso_0.01_8,lasso_0.01_9,lasso_0.05_0,lasso_0.05_1,lasso_0.05_2,lasso_0.05_3,lasso_0.05_4,lasso_0.05_5,lasso_0.05_6,lasso_0.05_7,lasso_0.05_8,lasso_0.05_9,lasso_0.1_0,lasso_0.1_1,lasso_0.1_2,lasso_0.1_3,lasso_0.1_4,lasso_0.1_5,lasso_0.1_6,lasso_0.1_7,lasso_0.1_8,lasso_0.1_9,lasso_0.3_0,lasso_0.3_1,lasso_0.3_2,lasso_0.3_3,lasso_0.3_4,lasso_0.3_5,lasso_0.3_6,lasso_0.3_7,lasso_0.3_8,lasso_0.3_9,lasso_0.5_0,lasso_0.5_1,lasso_0.5_2,lasso_0.5_3,lasso_0.5_4,lasso_0.5_5,lasso_0.5_6,lasso_0.5_7,lasso_0.5_8,lasso_0.5_9,ID,y
112.049114319,112.131554084,112.281122683,112.172330975,111.980278348,111.508645487,112.006241065,111.885276789,112.386959805,112.061605483,110.799746623,111.168117045,111.406881711,110.999774735,110.828644437,111.459043483,111.066349971,111.147119937,111.200819665,110.942645535,110.569595981,110.136871176,110.152752166,110.709092877,110.183341214,109.896526491,110.30628396,110.251723801,110.254714696,110.602162737,108.751335007,109.150378378,109.317015004,108.875837326,109.211496545,109.362629734,109.187649439,108.952001654,109.253787913,109.21520786,109.517622687,109.209348464,109.33614817,108.87916143,109.498096416,109.47790895,109.535300634,109.203704551,109.192770792,109.277045157,1195,108.53
112.297425184,110.988710438,111.005855841,111.705026891,111.973828149,112.026574941,110.940253232,111.580715586,111.797665585,112.11731876,111.352740046,111.009125948,111.213428229,111.172885092,111.445593191,111.183473536,111.443781705,111.259671478,110.957596668,111.214241984,110.573558103,110.641102213,110.94963801,110.95590899,110.537590666,110.577192799,110.587098108,110.696844386,110.562918466,110.6502045,109.967287169,110.009372299,109.889011696,109.83226643,110.061479206,109.801392905,109.833110521,109.908455834,109.915037695,110.117156042,109.470914586,109.527909391,109.481085562,109.497315119,109.679415141,109.422253397,109.569594984,109.638974424,109.241746696,109.61322372,2904,109.7
96.1387215874,95.8663134612,95.8684802299,93.2698030796,96.2435218745,95.3949708137,95.9651984966,96.0295945511,93.8163027493,93.7738079444,95.0580973558,94.9441628596,94.6389509642,94.6302811782,94.8005555474,94.4405102477,94.3878441119,94.9020903415,94.3797440117,94.4045238009,95.0741430298,94.8100017389,94.5403265244,94.7345972626,95.0895084716,94.8168804704,94.987376901,94.7589974354,94.2513214624,94.7537059729,94.6056343131,94.5148636824,94.7166899552,94.6355373528,94.7143612148,94.7341820676,94.6561101522,94.5776112194,94.4845343778,94.4455193004,95.0782983143,94.8387121027,94.984558743,94.8543994558,95.0039119577,94.7066401393,95.026911945,94.7706585686,94.8411149839,95.2479542183,6313,96.74
93.9026797046,93.6166035503,93.899805191,94.111573549,93.5714260284,93.3552684576,94.3513591933,93.8605903112,93.8995138732,93.6199725603,95.099337988,94.8469640507,94.5131683375,94.7846757199,95.040953606,94.7552409656,95.2579157692,94.8239844739,94.3205431779,95.1262751506,95.1267698903,95.1723224945,95.2525491171,95.7128870347,95.5692203723,95.240512666,95.474153361,95.267071178,95.2187249436,95.7071338146,95.6254317927,95.7457997381,95.7257493313,95.6648089254,95.5418076202,95.6162508522,95.7816096672,95.5313148417,95.877789336,95.8617747501,95.5870740012,95.6948577953,95.455206072,95.6062907908,95.4344934367,95.2338517129,95.5844329547,95.1870222762,95.6572992066,95.5333189867,744,99.48
103.765269851,103.378117185,104.343754067,103.825722245,103.773570286,103.882890404,104.49226431,103.630730713,104.661865458,104.28480606,104.869239912,104.79770055,104.207583434,104.62284134,104.372242932,104.43593881,104.401495227,104.689871768,104.578989764,104.601959369,105.182541727,105.874535684,105.607027425,105.055806772,105.00436182,104.875589929,105.075697743,105.197300473,105.059646596,105.125553145,107.014543415,107.182163207,107.174032217,106.976042457,106.782370928,107.157310661,106.921502329,107.121626015,107.105693242,106.998219172,106.830942799,106.637592668,106.552578052,106.898248837,106.531772787,106.951827007,106.667482183,106.779512861,106.748861849,106.607281624,5669,116.46
92.7729635224,92.9178997759,92.2068476586,93.2454263494,92.8399177809,92.6311484489,93.2612721411,92.6741909462,92.6307483517,92.5520204938,93.9583693279,93.2577354718,93.4981783854,93.137064437,93.6334558715,93.5499149606,93.8284509693,93.4381344401,93.5744481278,93.6709301287,94.5502704043,94.3631812991,94.3417611352,93.9541258049,94.2134541482,93.8406318494,94.0201498225,94.2638107007,94.3360501055,94.4741955099,95.4398786208,95.1535573127,95.4062449413,95.2857999283,95.6143815035,95.4087176606,95.3229355951,95.4921967594,95.3060829071,95.3022478333,95.6730604147,95.8648833146,95.6243600799,95.581316702,95.8969647739,95.8912932311,95.6000520753,95.7716272054,95.6936044995,95.9058190777,6960,89.94
93.0972114362,92.9910618737,93.3964736646,93.2216001229,93.0708373911,93.2039359165,93.8877620546,93.1319188386,93.0974376177,92.77596762,92.4595141519,92.2329126364,92.1830814063,92.2956359679,92.0720205915,92.406470075,92.0072647618,91.9112824321,92.3388239954,92.4439791889,91.8098303775,91.3779759531,91.5797818954,91.7852434939,92.2019882639,91.7514298642,91.7091594142,91.7709323621,91.6127458788,91.657404923,90.9728406462,91.2121484058,91.0332919053,91.130933261,91.2638673902,91.0939070982,91.0978702709,91.1926066663,91.1216785118,90.9178356025,91.6792291951,91.8233975571,91.7828685898,92.0254335095,91.6598893619,91.7205538537,91.8703912246,91.7899708619,91.7856439472,91.7679632124,1449,94.36
94.5648991801,93.3620001386,93.74051123,94.0170746097,93.9033750107,92.8806639235,92.9184173897,93.3969496738,93.8016169751,93.39136212,91.9851571679,92.034447331,92.5521786094,91.3855788836,91.9173141804,91.9265090041,92.2885179577,92.135604351,91.9193121378,91.9025214895,91.2883512401,90.7854002972,91.0932513018,91.4513678429,91.0791881093,91.1985756283,91.1473509141,91.5367984739,91.1990617843,91.3871052514,90.7735880055,90.9569835211,90.7594745797,90.8107935195,90.9746491294,90.6828075435,90.5465383137,90.5615894464,90.5929743452,91.0279838953,91.2300777664,91.022707516,91.1738662959,91.000574326,90.926533599,91.2745974414,91.0878758153,90.9801133157,90.8970936702,90.9730057289,6958,84.76
94.6313076936,94.8941904684,95.360755556,95.0222952822,94.8731289723,95.0869787507,94.7407617541,94.796459474,94.934588109,94.3241247629,95.1536336742,95.2224489952,95.0714814353,94.6592664227,95.2274504351,94.9966654051,94.8940477801,95.3933370673,94.9737361784,94.8958682339,94.8617468395,95.1998039721,95.7095150006,95.2469896517,95.3526330595,95.4195869656,95.4722585899,95.1784551143,95.2016938168,95.0392590188,95.3489096372,95.3422278431,95.223703275,95.6835648818,95.4275405146,95.7179901297,95.5838133872,95.6050977515,95.4613661071,95.5538095689,95.7318786634,95.7503168775,95.700246382,95.5319822391,95.5205936307,95.5467257231,95.6534561325,95.4262785508,95.503362054,95.6559770884,640,92.92
91.8565549176,92.912790376,91.5190923779,92.5690049029,92.6788744099,91.6578083382,92.1419554928,93.4358129401,92.6531108572,92.5155421999,92.1237186749,91.1832808016,90.5757331708,91.5261548385,91.5865639175,91.4199789824,90.7452567715,91.6632687421,90.8072541111,91.46543164,90.3217997364,90.4643765444,90.5830328256,90.2645574513,90.7352297078,90.1817561697,90.5773450737,90.5289115618,90.6593701813,90.2175438445,90.1614944491,90.0222736921,90.2913908703,90.0632694743,90.1242601987,90.4313392685,90.3288646648,90.2915953689,90.1650107668,90.5069001538,90.4985852077,90.9206998808,90.8053678268,90.6903659867,90.7733815451,90.6565378101,90.5912999798,90.6690841034,90.753920637,90.8003827507,7290,91.4
103.149784903,101.898327316,101.484706886,101.250795935,101.607896132,101.934656321,100.92726345,102.303326032,101.934968799,100.898115236,103.766865807,103.712976653,104.055994017,103.511174383,104.121534058,103.743303394,103.810790735,103.842107262,104.026776713,104.144317689,104.612912031,104.658916928,104.838398316,104.47078525,104.604865472,104.550543099,104.82293297,104.976358812,104.555557305,104.499844326,106.077981349,106.041987696,105.805447544,106.010663877,105.879361364,105.894790529,105.770509765,105.770543305,105.93620944,105.851294434,105.595609132,105.191963373,105.255168525,105.334138107,105.550166922,105.289461306,105.449172714,105.393760524,105.430410703,105.318293344,5681,96.91
93.011324205,93.2193869706,94.5221064083,92.6581665463,93.2872387881,93.145116054,92.8302649434,92.3475847539,93.160197542,92.7741574186,96.375055838,96.1844471652,95.7552560363,96.0750514542,96.1011770922,95.7115757072,96.023588777,96.7899342587,96.1448176026,96.0364490597,96.1407786128,96.5213566611,96.7480531388,96.3025520694,96.4636431278,96.5187989302,96.7827549995,96.402568268,96.471379353,96.8493047183,97.4291427878,97.0143018845,97.4594853015,97.3746922938,97.2423960897,97.2799102268,97.4324516409,97.2297653415,97.191387378,97.2968686101,97.0302706268,96.8518525433,96.802323736,96.8711472348,96.8527162534,97.0131320149,96.9618494816,96.931682743,96.9055939717,96.7865685141,3513,101.45
78.7931697802,79.6050961179,78.0550494201,79.1184110809,78.670350732,79.2816856476,79.6221151651,79.620721526,79.5168637859,78.9002155175,77.6428410267,78.0972057478,78.2356386624,78.0052750918,78.0191934749,77.895766658,78.1970087564,78.048148593,77.7728499761,77.7861215116,77.1276233534,77.6842163108,77.4076511511,77.53193651,77.5681268481,77.7199501309,77.0395763356,77.7486762185,77.4385457601,77.5280617655,78.6261605344,78.7972046925,79.0755455062,78.6092953418,78.5107707939,78.7952741486,79.0889402589,78.6138101904,78.9950815278,78.8174859449,80.3800905152,80.5939780209,80.2884655259,80.5053500273,80.4114907591,80.2513917114,80.4804376178,80.2982581443,80.4178203611,80.0907933355,4900,91.74
105.777198938,104.958884584,104.71601139,105.126611362,104.701483489,103.872130754,105.602502038,104.643824798,104.109395234,104.886745121,103.106181987,102.167575769,102.495196034,102.353264775,102.823183369,102.327327744,102.784127667,103.002814811,102.73104859,102.686002496,102.361497898,102.033107293,102.723732406,102.877411954,102.555165152,102.656683273,102.726237198,102.317377422,102.548761237,102.456095155,103.040692813,103.040672352,102.929247101,102.869672778,102.794737398,102.879210503,102.635049404,102.77325568,102.756812963,102.785747653,102.415077996,102.375483481,102.515697428,102.551909848,102.572332044,102.50179914,102.213072416,102.46631778,102.467827083,102.290101745,6683,101.62
102.115483695,102.294584533,101.84516162,102.222457047,102.93567994,101.771259642,102.251222829,102.115122339,102.438394641,103.055267241,104.080655682,103.903914842,103.878463744,103.731815365,103.849322025,103.669599608,103.844671337,103.572747176,103.953164557,104.072906454,104.737070095,104.965965839,104.756025434,104.889023012,104.730793547,104.716078905,104.526345535,105.140967455,104.633482514,105.00818282,106.307663384,106.48110374,106.085589079,106.01262758,106.540348022,106.148344481,106.411942049,106.340615442,106.434987756,106.367974107,105.961094253,106.055459582,106.084483143,105.980494368,106.064419708,106.019413451,105.843945512,106.21004645,106.216917631,106.156099595,3458,104.6
91.9207268441,90.7784683884,91.113199248,91.5476449945,92.5566368244,92.161247157,92.0198392245,92.4911500046,91.8547717748,91.8126641807,92.7526938244,93.2061707774,93.2510238093,93.2092122692,92.9378548364,93.0693768588,92.6134997351,93.2826753452,93.1788676809,93.4695772276,92.2466034985,92.5860949189,92.7341423037,92.6358184455,92.633505495,92.4939314782,92.4684480113,92.5352860319,92.7311471879,92.4520105227,91.8538302751,91.7300301937,91.7430882046,91.6038834347,91.7402850673,91.8742642335,91.7099827294,91.9811720454,91.8740491055,91.8656359113,91.8464813682,92.0124600656,91.9732146458,91.8301491409,91.9938880813,91.8863234847,91.9398094777,91.9583399741,91.7748903838,91.8364495253,2770,94.57
95.0299293139,94.3731730249,93.8927538779,95.2523766212,94.2096444447,93.4399301766,94.8718836473,94.3640431897,94.3749292389,94.8411780396,95.5169806984,95.4672856788,96.0655083009,95.6457618676,96.2341453712,95.7655196738,95.5701778829,95.7979009017,95.6308473345,96.1187605213,96.2135152883,96.1567543836,96.190837733,96.6666345458,96.3021660654,96.3108388402,96.7208596763,96.291490414,96.423819001,96.6722073854,97.1057754566,96.6343573617,96.8096562265,96.8132355861,96.6751004982,96.5941560683,96.6217706279,97.0035193173,96.8124598348,96.926323458,97.17815652,96.8848984269,97.4221720636,97.5369471925,97.0489276266,97.1197302272,97.2684860549,97.1843921326,97.124822975,97.1151150231,5945,91.22
95.1416608105,95.0243322242,94.1831013697,94.7431546261,94.7322157887,94.208662191,94.011927714,94.4136774893,94.8597947967,95.3281965828,94.7116890214,94.4795539757,95.0622866207,95.0246355483,95.3064191956,94.9302490348,95.0753465841,95.0291107196,94.8327989579,94.7185743115,95.699053173,95.7432034651,95.7625766415,95.9675367095,95.8333657877,95.8007256699,96.2452293615,95.6022868935,95.5656312006,96.5012162842,97.0609586449,97.2789303476,97.1491485021,97.2083622502,97.3127172481,97.3908117751,97.2005066237,97.6029119699,97.4279517329,97.1955785356,97.5836575683,97.4432267839,97.7664352124,97.4701110936,97.3008010128,97.560587526,97.5568987309,97.585631666,97.1952538625,97.4281102396,4413,102.04
94.0985959544,94.4253061009,93.7087093535,94.2456118548,93.4177058607,93.2351956746,93.3625215788,94.3630133783,94.4427898417,93.4289072513,94.3977529956,94.491379953,93.6162952326,94.453212237,94.0290395305,94.2821262228,94.7186017691,94.2881999248,94.1502729141,94.3162497339,94.2729122963,94.5967001625,94.3232992071,94.3283399438,94.4904726266,94.6632203649,94.2434767607,94.5538563083,94.7990300486,94.656208837,94.5585805437,94.2105627547,94.5616417537,94.7083421737,94.6876758727,94.4506317473,94.5150133148,94.6901565721,94.4671227455,94.5390600068,95.0156196406,94.8955817151,95.0720321734,95.2289068396,95.0502304506,95.137156758,95.124861096,95.0781160499,94.8559879241,95.069707491,2295,88.51
101.001830399,101.568750987,101.317953718,101.640206604,100.707784782,100.631896866,100.790508925,101.112541431,100.586144284,101.100219427,103.531886052,102.993716968,104.59111257,103.861439906,104.139600646,103.0396005,103.594142806,103.921509234,103.580484181,103.922056854,105.483149449,106.029714787,105.559414256,105.434101718,105.674268568,105.612198164,105.229159034,105.975630383,105.043266991,105.524259284,105.368596113,105.428792584,105.609505911,105.647663772,105.656732537,105.749266873,105.347463202,105.335759067,105.200864787,105.638449294,105.644161969,105.735732356,105.643956907,105.465174652,105.474766386,105.670978424,105.424448569,105.584570891,105.219194004,105.66965006,8005,103.08
113.860229206,113.287336865,113.62893273,113.7559183,113.7791114,113.571581195,113.73724923,113.973633254,113.450937347,113.972210569,112.963437312,112.557087379,112.346601366,112.679955237,112.342582383,112.113797482,112.757539755,112.406131903,112.666086528,112.702202666,111.62221422,111.417204979,111.834710146,111.83414742,111.74202152,111.634084641,111.321441612,111.544376424,111.293791775,111.317757652,110.008979369,109.834796765,109.906151874,109.940324401,109.758013239,109.786082758,110.059101083,109.987711486,109.917056097,109.887621305,109.53374867,109.214208366,109.158579722,109.300019991,109.212221082,109.390622376,109.389129949,109.44395108,109.478361274,109.56844601,3367,107.54
110.757843038,111.416550952,110.449946697,111.921744421,110.802684055,110.233726859,110.483312576,110.591796009,110.141047138,111.323458932,110.251242491,110.03480125,109.912431816,110.041785988,110.002407567,110.152626933,109.875237438,110.00853572,110.242410021,110.203905254,108.924101544,108.886245779,108.426095994,108.83748252,108.746022161,109.019981303,108.867690813,108.483009618,109.040745878,108.649571901,107.366892652,107.257748083,107.303760411,107.211737916,107.100593822,107.356570838,107.300840103,107.235061006,107.311722862,107.2849365,107.043083029,106.991074754,106.847827224,106.996094562,107.098946775,106.989474336,106.847008724,106.918321153,107.147229381,107.040163152,4300,109.1
94.9221643608,94.1256629295,93.6543011495,94.2823363284,94.1372251684,93.181490624,94.7705078716,94.5150076661,93.4968114931,93.7333304203,92.4514872644,92.3180099883,91.9343377608,93.0947143811,92.2066855176,92.2956016085,92.66684821,92.9680449761,91.8131196648,92.4360196842,92.0004790735,92.207936516,91.6366300835,91.7358987008,91.8539548234,91.9714329821,91.9061368597,91.1834235101,91.6093471732,91.765540185,93.5983692155,93.1707484578,93.310538124,92.9360713857,93.5460893609,93.3544011326,93.2815584285,93.1685893594,93.3711935517,93.1477005432,94.15804283,94.2330648832,94.2882900211,94.3685134722,94.0228972335,94.3707207769,93.7372436977,93.9585444371,94.315359284,94.1523475716,1356,87.07
103.694449519,103.529524804,104.094060307,104.065478229,104.429766834,103.753588236,103.841983218,104.161724699,103.595067135,103.97003307,105.675265266,105.522442289,105.78195734,105.337499979,105.20084481,105.597189027,105.672945058,105.670441012,105.524964418,105.700597285,106.554802857,106.436196256,106.675043781,106.648742236,106.852202215,106.661664924,107.024912868,106.561170636,106.940164874,106.841875231,108.729736662,108.763902525,109.116643626,108.803859993,108.918236717,108.188433546,109.074603421,108.81881263,108.99379635,108.875431475,108.72658396,108.75066362,108.788301366,108.723483804,108.750947927,108.99383257,108.860741937,108.633187254,108.8639539,109.035157308,2767,98.44
97.358362107,96.4936955053,97.1679432961,96.8216974007,96.6894635094,96.7060236161,97.1668125696,96.3057430239,96.8238434078,97.0528378515,95.541138566,96.1169490538,95.939461367,95.9625829193,96.0863922136,95.2547344093,95.2794393794,96.105580674,95.8974868818,95.4745991651,96.4501273435,96.2945705354,96.4301383191,96.6777863768,96.1547042643,96.4959241547,96.535784891,96.3900512696,96.5203102979,96.6589745353,97.2861459063,96.6054912524,97.0297753263,97.0267025685,97.0717072816,96.90749426,96.9557462409,97.2746334019,96.7611241068,96.9308714087,96.9427400935,96.8379626442,96.909870655,97.3462257096,97.1993755709,97.4752536681,97.2570634491,97.3516389183,97.0110572698,97.37749342,4432,92.52
111.461010967,110.610857821,111.072482443,112.191597679,111.520451414,110.942512464,111.130126508,111.506637075,109.818903577,111.813292663,110.604596099,110.140408746,111.319994425,110.899756487,110.474275271,110.36341422,110.205109676,110.37669182,110.429635237,110.803605632,111.143670896,110.975061606,110.718927379,110.703773877,111.160579806,111.325312883,111.423094001,111.059293445,111.141868995,110.956785123,110.451161246,110.27623261,110.373162272,110.357926198,110.097144719,110.381878856,110.324414363,110.274079319,110.080163597,110.224718438,109.425322101,109.348273402,109.641396288,109.411296988,109.450812362,109.252104007,109.407249364,109.445849706,109.485868972,109.43814143,6224,111.49
76.5094098234,77.1697618342,77.7373245754,77.3531090664,77.1464787335,77.7996419555,78.0662353746,77.0426264172,77.8482227255,77.4511803202,81.4525128001,81.3817055931,80.6990028469,81.1009121458,81.2573029399,80.8528513273,80.8112224724,81.4107666602,81.1485743399,81.1168992201,83.8338666678,83.6968845538,83.9854525364,83.961665236,84.0717098026,84.1455464201,84.0624729634,83.4761963224,83.8777506652,83.4645348554,87.3360514667,87.2401182799,87.1765572598,87.3638220821,87.5008707807,87.0808881879,87.2995971033,87.2953500134,87.0693693123,87.3512183587,88.1065149011,87.5375084904,88.3721888476,87.895991108,88.2198371482,88.2499873354,88.032504621,88.0553631025,87.8354050075,88.3925933642,2863,80.53
97.1265340932,97.1137007978,97.3240434045,96.3855426481,96.9948056252,97.2123649694,97.8408826037,96.6268859294,96.5882623852,96.906224987,96.5936095272,96.6135711288,96.7154518401,96.7194366014,96.6692856508,96.629682352,96.6138549172,97.0345541198,96.6770653673,96.8124304403,97.8267019418,97.5988817061,97.8994958076,97.7013873707,97.3543919271,97.5729961103,97.5433973415,97.3481436308,97.5717173617,97.7575271313,98.5212662533,98.5805891479,98.586852144,98.1415750797,98.7365428526,98.4244632304,98.5223848198,98.4175551813,98.4890888103,98.5665763389,98.4699284206,98.4603066874,98.3147185294,98.4547011548,98.2424969442,98.0803021068,98.2355859696,98.5066385145,98.1009433272,98.4589484967,3020,91.32
