ID,y,xMSE23_0,xMSE23_1,xMSE23_2,xMSE23_3,xMSE23_4,xMSE23_5,xMSE23_6,xMSE23_7,xMSE23_8,xMSE23_9,xMSE24_0,xMSE24_1,xMSE24_2,xMSE24_3,xMSE24_4,xMSE24_5,xMSE24_6,xMSE24_7,xMSE24_8,xMSE24_9,xMSE25_0,xMSE25_1,xMSE25_2,xMSE25_3,xMSE25_4,xMSE25_5,xMSE25_6,xMSE25_7,xMSE25_8,xMSE25_9,xMSE26_0,xMSE26_1,xMSE26_2,xMSE26_3,xMSE26_4,xMSE26_5,xMSE26_6,xMSE26_7,xMSE26_8,xMSE26_9
6212.0,98.22,95.3451385498,97.1058197021,98.9338531494,97.7283096313,94.7716369629,97.494758606,97.1994171143,98.3411178589,97.3977508545,95.9378890991,95.7717971802,94.6717071533,97.4043807983,95.3076324463,97.1590194702,93.4292449951,96.8230743408,97.3268661499,94.1249465942,93.4645462036,99.1522445679,95.2166824341,98.4304351807,96.3336257935,96.6391525269,98.2736358643,98.3877716064,98.3941268921,95.8737411499,102.658927917,97.2028274536,96.4218292236,99.1155776978,101.535736084,99.208190918,99.2035751343,98.1188049316,99.5458908081,99.9089431763,98.1639175415
5235.0,79.97,78.5777893066,78.959487915,78.7102584839,78.477355957,78.8764724731,78.783241272,78.4615631104,78.7731704712,78.7920379639,78.735534668,78.2742462158,78.2042617798,78.7417831421,78.5489959717,78.2372207642,78.384979248,78.5703125,78.6772537231,77.9350891113,78.2011795044,78.050239563,78.2734298706,78.3662872314,78.0351791382,77.8352966309,77.9802932739,77.9034042358,78.2005462646,78.3625335693,78.1964263916,77.7426071167,78.1107711792,77.8420333862,78.2115707397,78.2635955811,78.1474533081,77.9879379272,78.4354400635,78.1014862061,77.9725723267
478.0,118.45,93.3442993164,93.8869171143,94.020942688,93.7509384155,93.9443893433,94.0442199707,94.2490463257,94.3551864624,93.8502578735,94.2994766235,93.7564468384,92.8412704468,94.1876296997,93.4678192139,93.8448638916,93.1268386841,93.1128616333,93.450302124,93.5437774658,93.4403457642,93.4120101929,93.5503158569,93.5450820923,93.50050354,93.1269073486,93.1338806152,92.5741119385,93.279258728,92.7385025024,93.7348327637,92.6072845459,93.381439209,93.3960342407,92.7315444946,93.4829101562,91.8151397705,93.6156463623,92.1237106323,92.9295196533,92.728767395
6667.0,110.14,111.718910217,110.845756531,111.610397339,110.515350342,111.038536072,111.687171936,111.580726624,110.791862488,111.432922363,111.329673767,110.315628052,110.705291748,110.079330444,111.472251892,111.162643433,110.898017883,110.564178467,111.601669312,112.998825073,110.743431091,111.221809387,110.616340637,111.040206909,110.765205383,109.874389648,109.813186646,110.492446899,110.643203735,109.806785583,112.253967285,112.248321533,109.939315796,111.345367432,109.646156311,110.717132568,111.698417664,111.017402649,111.356178284,110.946723938,111.331436157
7310.0,110.5,109.888923645,109.706855774,110.121131897,109.764450073,110.044044495,110.290794373,109.847595215,109.566932678,110.004821777,110.153533936,110.040893555,110.017814636,109.583305359,110.021713257,109.898643494,110.091590881,109.97756958,110.035346985,109.369316101,109.675590515,109.444313049,109.590614319,109.888618469,109.31350708,109.368934631,109.241653442,109.693527222,109.864379883,109.938285828,109.753677368,109.47240448,110.001930237,109.669616699,109.836120605,108.93170166,109.918083191,109.659927368,110.254646301,109.39617157,109.811553955
4621.0,109.01,111.637062073,111.778419495,112.043708801,111.644889832,111.560165405,111.405464172,111.667938232,111.519294739,111.604011536,111.781723022,111.530189514,111.197357178,111.923057556,111.39415741,111.486587524,111.666801453,111.51700592,111.378250122,111.325637817,111.494010925,111.32195282,110.97315979,111.27822876,111.270233154,111.264450073,111.197769165,110.725357056,111.091491699,111.256462097,111.187606812,111.072547913,111.316291809,111.285102844,110.674766541,111.119514465,111.220855713,111.197723389,111.146949768,111.252326965,110.918067932
1632.0,105.3,103.589332581,103.458564758,103.835357666,103.792907715,103.54801178,103.959106445,103.536483765,103.529891968,103.73613739,103.796516418,103.47870636,102.92755127,103.341842651,103.972694397,103.599533081,103.54813385,103.73299408,103.462203979,103.722702026,103.711051941,103.863540649,103.420173645,104.026306152,104.06816864,103.031288147,103.722740173,103.537498474,103.468383789,103.366172791,104.066238403,103.815422058,104.008522034,103.996147156,103.821090698,103.69846344,104.523513794,103.858818054,103.898582458,103.982818604,103.919403076
8103.0,99.66,103.118492126,102.96685791,103.349075317,103.58152771,103.146255493,104.276130676,102.969223022,103.384719849,103.301193237,102.986793518,102.72959137,101.795677185,103.196136475,103.215560913,103.446990967,102.745979309,102.600112915,103.065750122,103.179588318,102.231796265,102.675003052,103.704811096,102.714912415,102.8801651,102.919403076,102.651550293,102.840698242,102.347564697,102.280921936,103.163619995,101.992759705,103.047904968,102.567680359,101.322914124,103.001464844,101.816421509,102.798606873,102.010391235,102.578872681,102.511810303
5668.0,114.07,112.923164368,112.79586792,112.603767395,111.931137085,111.781791687,112.06578064,111.847541809,113.105461121,112.175720215,112.268333435,112.120010376,111.578315735,111.72870636,112.585403442,111.972831726,111.917686462,111.883331299,111.717216492,111.890434265,111.769866943,112.016769409,112.876976013,111.377090454,112.012672424,111.809875488,111.289001465,111.530189514,112.469963074,112.012496948,111.501350403,111.597915649,111.464805603,112.302383423,111.486320496,111.316589355,111.431518555,112.090545654,111.244903564,112.318778992,111.548690796
3513.0,101.45,94.537109375,94.6588592529,94.3089294434,94.6600952148,94.526008606,94.7549591064,94.7748718262,94.5221481323,94.6804885864,94.7750701904,94.4122543335,94.3945388794,94.3085632324,94.8901519775,94.0832977295,94.4551086426,94.6110916138,94.2052993774,94.4594268799,94.0788955688,94.3030014038,94.3020477295,94.3895568848,94.6735305786,94.0831298828,93.9952697754,94.2939071655,94.2734298706,94.0427398682,93.8208389282,93.9608383179,93.9096755981,93.9744415283,93.7054901123,94.1716079712,93.8133621216,93.8549575806,94.3209381104,94.206451416,94.2310943604
3552.0,108.26,103.167381287,103.28792572,102.969276428,103.177680969,103.321037292,103.378623962,102.928527832,102.761283875,103.348930359,103.253158569,102.558334351,102.723228455,103.062339783,102.321273804,102.463012695,102.593193054,102.911323547,102.739280701,103.064155579,103.078315735,102.527412415,103.064865112,102.535972595,102.46786499,102.728691101,102.672355652,102.441398621,103.068809509,102.67766571,103.34462738,102.032348633,102.471244812,102.64616394,102.058189392,102.110099792,101.966697693,102.950447083,102.665687561,102.532424927,102.638809204
2195.0,90.64,93.4334716797,93.4404067993,93.5493240356,93.6488647461,93.7050018311,93.3713912964,94.1209869385,93.6229476929,93.5653610229,93.9341888428,93.3735656738,93.2548217773,93.2166519165,93.3224945068,93.5561065674,93.2705230713,93.0216140747,93.2379074097,93.4890670776,92.8474349976,93.3665008545,93.1314620972,93.6940689087,92.8452453613,92.7446060181,93.6535797119,93.3590011597,93.4071350098,93.3327636719,93.569519043,93.3082046509,93.6251296997,93.5823898315,93.398727417,93.0097122192,93.9771575928,93.1472244263,93.5983581543,92.6998901367,92.974861145
846.0,99.98,92.2193222046,93.3139877319,92.0984954834,92.6938476562,92.5155258179,93.6460876465,92.8897018433,92.2868652344,92.8184814453,92.1407546997,93.0888748169,92.5673370361,92.7654495239,93.7221679688,90.7934341431,93.6693496704,90.6098937988,92.6426239014,92.7881164551,92.5934524536,92.6641693115,92.6176681519,93.10912323,91.8641738892,92.4589385986,93.9367904663,92.1708602905,93.2189788818,92.7025604248,93.7106246948,92.1292724609,92.755821228,92.7028503418,93.7507400513,91.2252731323,92.8419570923,92.3122406006,92.737121582,93.4534454346,93.6155700684
5701.0,100.11,104.531105042,105.862083435,104.095329285,104.527687073,104.601768494,104.566596985,103.971679688,104.947563171,104.438308716,104.212615967,104.519393921,104.541633606,103.705886841,103.568504333,104.047866821,104.699745178,105.089614868,104.077384949,104.355964661,104.266067505,104.107963562,104.312934875,104.892082214,103.406219482,104.842071533,104.735076904,104.033256531,104.660385132,104.850402832,104.774230957,104.294197083,105.157051086,104.915756226,104.242950439,103.225593567,103.778564453,104.75113678,103.389434814,104.788719177,104.285812378
7769.0,99.86,101.365242004,101.394714355,101.450057983,100.963882446,101.596679688,101.484817505,100.976844788,101.655197144,101.06829834,101.624305725,101.001358032,101.15750885,101.148551941,100.74760437,101.11277771,101.117218018,101.304466248,101.192955017,101.394813538,101.379653931,100.546707153,101.105499268,100.666351318,100.776275635,101.172599792,101.000701904,101.305633545,100.954978943,100.871315002,101.481742859,101.921058655,101.387832642,101.236053467,100.907287598,101.271308899,101.902893066,101.099983215,101.576072693,101.812896729,101.693840027
7343.0,92.59,92.9426116943,92.8389511108,93.3739776611,93.6967391968,92.9967727661,93.8172836304,95.9017181396,92.4306411743,92.0418395996,92.9307098389,91.8824005127,92.0744094849,92.7665786743,92.1840209961,94.1292877197,93.3767547607,94.6734542847,92.1372070312,92.6924438477,91.8626785278,92.3721694946,91.8963699341,92.8814315796,92.282623291,91.3764572144,91.7363967896,92.7768249512,95.2234115601,92.6503067017,93.121673584,92.5832061768,93.6307754517,92.8586654663,92.5763549805,92.1489486694,92.2303924561,93.1144180298,92.5801925659,93.8741760254,93.0282363892
8014.0,108.82,109.303924561,108.515190125,109.060493469,109.147239685,109.004493713,109.354942322,109.356628418,108.879753113,109.423233032,108.922080994,109.276847839,109.414924622,108.398536682,108.405784607,109.26738739,109.229049683,109.171821594,108.991386414,108.791183472,108.999832153,108.522644043,108.686279297,108.718711853,108.788566589,108.922767639,108.208396912,108.208839417,108.924194336,109.554649353,108.117736816,108.17325592,107.342460632,108.881385803,108.66771698,108.369972229,108.592834473,108.477966309,108.084022522,108.922836304,108.467391968
2755.0,90.13,94.2865982056,94.2462463379,94.2484130859,94.1053390503,94.5048675537,94.0515441895,94.6859588623,94.2646789551,94.363822937,94.3840866089,93.9932937622,94.780456543,94.0924987793,94.1002655029,94.2385864258,93.7857666016,93.6674346924,94.0653762817,93.9678649902,93.5675048828,94.3801498413,93.5504379272,93.487197876,93.963180542,94.2839889526,94.3284988403,94.2875289917,93.1315917969,93.2198181152,93.724105835,94.3597564697,92.9553756714,93.2787475586,93.5542755127,93.5552215576,94.1773681641,94.6529769897,93.4168548584,93.4710006714,93.3091125488
2476.0,88.15,94.1658096313,93.6545944214,93.30443573,93.9645233154,93.6164474487,93.8438415527,93.7621002197,93.3412780762,93.7929763794,93.8804397583,93.3464508057,93.7904434204,93.5078659058,93.9175720215,93.5785064697,93.1943588257,93.328086853,93.4238739014,93.5176696777,93.6607055664,93.1286773682,93.4338531494,92.6472320557,92.903503418,93.6761856079,93.2937545776,93.3594207764,93.0892333984,93.5528793335,93.3141021729,93.0088272095,92.9722976685,92.7607650757,93.4737243652,93.2233047485,93.1588745117,93.5117111206,93.1308059692,93.2698059082,93.1871414185
7007.0,100.01,103.277252197,101.888458252,102.391975403,102.33618927,102.05191803,101.885826111,102.610824585,102.871429443,102.148147583,101.927047729,101.640159607,102.273742676,102.501266479,102.527923584,102.114448547,102.52230072,102.265686035,102.241607666,102.553573608,103.055419922,103.764305115,101.217407227,101.512062073,102.071380615,101.88697052,101.897697449,102.068443298,102.326591492,102.166893005,101.797096252,101.218093872,100.923423767,101.245628357,101.380233765,102.043861389,101.329849243,101.732467651,101.698539734,102.375488281,101.616416931
6115.0,85.99,93.1608657837,93.5054168701,93.5421142578,92.935508728,93.4483032227,93.5008392334,93.6170730591,93.5241088867,93.0749130249,93.6327362061,93.0807189941,93.5430984497,93.286026001,93.1204681396,93.4605407715,93.0077667236,93.4409561157,93.0746917725,93.4862365723,92.7272186279,93.1225738525,93.1853561401,93.462677002,93.8336639404,93.7730331421,92.9424972534,93.0730895996,93.6020431519,93.1016540527,92.7391662598,92.3937759399,93.1030044556,93.1819534302,93.3147354126,93.2383270264,92.7474060059,92.7051010132,93.0204086304,93.2646484375,93.1500930786
5406.0,91.79,94.6206283569,94.4729766846,95.0705947876,94.8841018677,94.7385787964,94.0987167358,94.5035247803,94.5771408081,94.9308929443,95.2672119141,94.4913406372,94.135383606,94.7553863525,94.1752319336,94.727722168,94.2873001099,94.4232177734,94.9317245483,94.3587341309,95.0452575684,94.6305847168,93.8284301758,94.008934021,94.0032424927,94.5895385742,94.0964736938,94.6634597778,94.3451080322,93.8133087158,94.5269775391,93.9314117432,94.3163833618,95.1028289795,93.8810348511,94.1820602417,94.0456008911,94.0900802612,94.0306549072,94.96144104,93.9107437134
5175.0,99.49,95.6710662842,94.9512252808,95.3170318604,95.6649169922,95.9664077759,94.9176712036,95.1566543579,96.6841812134,96.2234725952,95.1929168701,94.9212722778,95.4742507935,95.2689056396,95.1282730103,94.9271697998,94.3854827881,95.0413742065,95.4109802246,95.4324645996,95.6632080078,95.2757492065,94.6376876831,95.3693618774,94.8800964355,94.5978012085,94.9600753784,95.1233444214,95.489944458,95.8351593018,93.828163147,95.0389709473,95.6660461426,95.0486068726,94.7750778198,96.1949157715,94.5822296143,96.7341690063,94.7783508301,94.9311904907,95.7260437012
3650.0,86.34,94.3430175781,94.819519043,94.6536407471,94.6278762817,94.3243560791,94.5433044434,94.379486084,94.4173355103,93.9748077393,94.3502502441,93.7940597534,93.4817657471,94.4954910278,94.1889572144,94.4573135376,94.0665054321,94.0935440063,94.1966094971,94.3356018066,93.8736572266,93.8034973145,93.9116897583,93.928817749,93.5916061401,94.1491928101,94.1929626465,93.8364868164,93.3282699585,93.4521789551,94.0910415649,93.4350967407,93.8048782349,93.9286117554,93.929901123,93.6703872681,94.1931991577,94.1766357422,93.467918396,93.5140838623,93.5708770752
3905.0,100.71,103.306945801,102.911865234,103.122322083,103.296379089,103.143829346,103.266639709,103.108428955,103.264755249,102.798454285,103.053375244,103.288970947,102.465255737,102.694572449,102.687690735,102.209098816,102.475738525,102.724372864,102.734352112,102.819168091,102.547546387,102.032676697,101.981010437,102.695671082,102.274642944,102.386238098,102.472541809,102.186157227,102.525634766,102.364372253,102.0338974,102.216819763,102.190475464,101.971290588,102.103866577,102.124168396,102.220039368,101.855491638,102.1929245,102.061035156,101.640090942
355.0,90.17,93.55834198,93.8734130859,94.2238311768,94.3122024536,94.0201568604,94.6457519531,94.1757278442,94.0734786987,94.3333969116,94.1339874268,93.8731842041,93.5208969116,93.680557251,94.2659988403,93.5971221924,94.0718154907,94.0300827026,93.9148483276,94.2702713013,93.6248931885,94.4629592896,94.1151885986,94.035949707,93.6625061035,94.4100799561,93.5338897705,94.1022567749,93.9038009644,93.8615036011,93.77759552,93.7419204712,93.2914123535,93.8527679443,93.8607177734,93.8042831421,93.4689178467,93.9441680908,93.7218933105,94.1161422729,93.4241027832
4911.0,107.61,112.818992615,113.39389801,112.727500916,113.003257751,113.243011475,113.365066528,113.071563721,113.11013031,113.131782532,113.40070343,112.606834412,112.418434143,112.715873718,112.403427124,112.391418457,112.269203186,112.97403717,112.008903503,112.877128601,112.701957703,112.854904175,112.723564148,111.54788208,111.740280151,111.922576904,112.015441895,112.647155762,112.180969238,112.332740784,111.724594116,112.494544983,112.64025116,111.991142273,111.280738831,112.378921509,112.133399963,111.760437012,112.075912476,112.103820801,112.483947754
4687.0,84.56,93.2543792725,93.2434387207,93.3129348755,93.2791900635,93.1605529785,92.60912323,93.243057251,93.4274520874,93.5936737061,92.8799133301,92.917350769,91.8853759766,93.2120742798,93.0161209106,93.4489440918,92.8665618896,93.1201858521,93.3172225952,93.2514648438,92.9629974365,93.202255249,92.9996337891,92.8563690186,93.1351928711,92.6915664673,92.7108383179,92.580406189,92.7005233765,93.3605728149,92.6707305908,93.1547393799,93.0650634766,93.2810592651,93.1068649292,92.8960876465,92.7130432129,92.2702026367,92.6345977783,92.7761383057,92.8194885254
3027.0,116.57,112.027908325,112.218681335,111.636505127,111.752922058,111.804191589,112.174285889,112.078651428,111.930038452,111.768196106,111.521995544,111.356765747,110.977592468,111.120323181,111.573547363,111.389335632,111.449050903,111.424858093,111.234771729,111.351623535,111.903999329,110.871360779,111.36870575,111.136810303,111.322952271,111.504493713,111.359222412,110.880439758,111.341514587,111.162864685,111.300491333,111.390579224,111.061088562,111.204231262,111.211585999,111.160003662,111.565254211,110.450637817,111.064704895,111.137428284,111.615318298
5346.0,95.23,94.0500106812,94.0637512207,93.5977554321,94.3626403809,93.9972381592,93.8812484741,94.4275741577,94.0114059448,93.9577178955,93.9224014282,94.1495285034,93.7754745483,93.9344711304,93.9850311279,93.5209960938,94.2628707886,93.5785369873,93.811706543,93.9760513306,93.9674758911,93.717338562,93.9424667358,93.7921981812,93.5586624146,93.2003860474,93.5398712158,94.0533065796,94.2174758911,93.6470184326,94.0707626343,93.6814346313,94.2161941528,94.063117981,93.760559082,93.3998947144,94.1057128906,93.6633605957,93.593132019,93.4389190674,94.0585174561
7278.0,88.34,92.7971801758,93.3100967407,92.6883087158,92.4207077026,92.9982299805,92.7410049438,92.6110305786,93.2269210815,92.8042984009,92.9977035522,92.0682983398,92.8630828857,92.8158035278,92.671333313,93.1163024902,92.7835464478,92.5804138184,92.1196289062,92.7110443115,92.348526001,92.4083023071,92.320274353,92.5983657837,92.2063598633,92.44947052,92.453125,92.665184021,91.8255691528,92.6548461914,92.587852478,92.0581283569,93.4307174683,92.4585342407,91.9116134644,92.0951004028,92.0856933594,92.5844421387,92.1885070801,92.2469787598,92.0901031494
732.0,73.34,78.7378234863,78.7172317505,79.3788223267,78.6286239624,78.8552246094,78.9061431885,78.4518661499,78.758102417,78.6711502075,79.0141372681,78.2394332886,78.5003738403,78.1870422363,78.4748764038,78.7334136963,78.4860076904,78.327545166,78.7051239014,78.7067489624,78.3139648438,78.3851089478,78.2808914185,77.8973617554,78.2346878052,78.1281661987,78.4870529175,78.1898880005,78.2988357544,78.4856109619,78.0540847778,78.2478027344,77.9488143921,78.3888244629,77.9403610229,78.3004608154,77.9371261597,78.2190551758,78.282913208,78.0759429932,77.9698791504
2341.0,106.19,112.995285034,112.753425598,112.595954895,112.23575592,111.774085999,112.412483215,112.80116272,112.69026947,112.997245789,112.137687683,111.857498169,112.726028442,112.634803772,112.471328735,111.850982666,112.373832703,113.016677856,111.67363739,113.140380859,111.966072083,112.561027527,112.322975159,113.142967224,112.630439758,112.6118927,112.684364319,113.157615662,112.395454407,113.136810303,112.900886536,112.877799988,112.957199097,112.835403442,112.988540649,113.055854797,112.424331665,112.747871399,112.886367798,112.679771423,113.301124573
3996.0,88.12,92.6664505005,92.9352722168,92.1718978882,92.4426956177,92.5371246338,92.9245300293,92.444519043,93.0243377686,92.6871948242,93.0160369873,92.2857055664,91.6537246704,92.2935562134,92.2460098267,92.3700485229,92.1731796265,92.2438049316,91.8858642578,92.4758453369,92.6390380859,91.7045135498,91.169708252,91.6781845093,91.8396606445,91.3237686157,92.0791168213,91.9482727051,91.9481811523,92.2065505981,91.7356414795,91.4491424561,91.4078826904,90.9036712646,91.8095703125,91.7428207397,91.7467041016,91.1242523193,91.418586731,91.328918457,91.4504165649
4421.0,97.72,94.1219100952,94.4035186768,94.0080032349,93.8518600464,94.3571243286,93.916305542,95.0912399292,93.008644104,93.2615737915,93.5593338013,93.691116333,92.3941650391,95.340965271,93.4715499878,93.6482467651,93.9848327637,93.382774353,93.9033660889,94.1018829346,93.5158309937,92.4633560181,93.78540802,92.4265899658,92.8208236694,92.1053314209,92.5495834351,92.3844070435,92.5820617676,93.2409362793,92.7464447021,92.924407959,94.270980835,91.8971176147,93.5061264038,93.3048553467,92.1144638062,92.9108963013,93.5963745117,94.7552871704,94.6645126343
568.0,88.45,93.0664520264,93.7896728516,93.7589035034,93.8028793335,93.4113693237,93.7905578613,93.7944412231,93.3177032471,93.763053894,93.446685791,93.0895080566,93.1890487671,93.3321685791,93.1279220581,93.1855926514,93.2392730713,92.9344329834,93.501373291,92.8268203735,92.9572143555,92.9207305908,92.9199752808,92.7710418701,92.6222305298,92.6964797974,92.8116760254,93.0456848145,92.8014144897,92.0630950928,92.5731811523,91.857635498,92.1803131104,91.9172058105,91.5937194824,92.0854034424,92.7881546021,92.2676620483,92.5333557129,92.5328445435,91.935295105
5332.0,91.48,94.403213501,93.8930282593,94.2518920898,94.2305908203,94.6123504639,94.6020202637,94.7196350098,94.4490890503,94.5537414551,94.2063827515,93.9915008545,94.7638168335,94.8060913086,95.120223999,95.0295257568,95.0610122681,94.316444397,94.8956832886,94.0492019653,94.7461624146,95.833190918,94.9095001221,93.7377548218,94.5113220215,94.8653335571,95.2412261963,94.9936752319,94.9950332642,94.8794784546,94.9359054565,95.0318603516,95.5305709839,95.1964950562,95.3119812012,95.2683410645,96.067489624,94.3581008911,94.9320068359,94.9963684082,94.1448669434
1345.0,109.53,111.983047485,111.78276062,111.840553284,112.031387329,112.274513245,111.883483887,112.159637451,112.001617432,111.908561707,111.966156006,112.060150146,111.475723267,111.536010742,112.186439514,111.788658142,111.326423645,111.961303711,111.79977417,112.370674133,111.574371338,111.579704285,111.48311615,110.96672821,111.717056274,111.968139648,111.141899109,111.792289734,111.706916809,111.372154236,111.587203979,111.598831177,111.812019348,111.04511261,111.218109131,111.602508545,111.948547363,111.009849548,111.959793091,111.502403259,111.625816345
4966.0,99.84,94.6980056763,94.667175293,94.064239502,94.5189361572,95.0345687866,94.2552108765,94.6059646606,94.8163604736,95.1100158691,95.2964859009,95.2077407837,94.6544265747,95.5358276367,94.8237915039,94.6704711914,94.5481567383,94.6782608032,94.0850982666,94.715133667,94.2683181763,95.0955047607,95.1012191772,94.4485626221,94.662147522,95.3494415283,94.3309936523,95.0536804199,94.4785385132,94.7573623657,94.3686218262,95.1157608032,95.0104675293,94.5177078247,95.3141479492,94.5758361816,94.3933639526,94.791015625,95.1428070068,95.3598632812,95.4447555542
