keras_r2_relu0,keras_r2_relu1,keras_r2_relu2,keras_r2_relu3,keras_r2_relu4,keras_r2_relu5,keras_r2_relu6,keras_r2_relu7,keras_r2_relu8,keras_r2_relu9,keras_r2_relu10,keras_r2_relu11,keras_r2_relu12,keras_r2_relu13,keras_r2_relu14,keras_r2_relu15,keras_r2_relu16,keras_r2_relu17,keras_r2_relu18,keras_r2_relu19,keras_r2_relu20,keras_r2_relu21,keras_r2_relu22,keras_r2_relu23,keras_r2_relu24,keras_r2_relu25,keras_r2_relu26,keras_r2_relu27,keras_r2_relu28,keras_r2_relu29,ID,y
114.743293762,110.757530212,115.974861145,117.539855957,114.160827637,113.954719543,115.467857361,110.556640625,107.272697449,120.043388367,108.55014801,116.352256775,114.662498474,110.693733215,109.342727661,115.779983521,110.789054871,113.689331055,115.977355957,117.752578735,115.222251892,114.33543396,111.058189392,116.263847351,112.189285278,112.130638123,110.374481201,116.515457153,114.305786133,112.47568512,4802,118.73
95.053817749,95.6470794678,96.1528320312,94.9383010864,92.6918029785,93.8810958862,93.8402481079,92.4321212769,90.9310302734,97.5981140137,93.5249328613,89.8002624512,96.571434021,90.7931137085,89.260345459,95.0573043823,93.4052963257,93.7333984375,96.530632019,95.2896652222,92.9021530151,94.113319397,96.0539321899,99.0352401733,92.150604248,91.2303085327,92.8724975586,97.3895950317,88.4925918579,91.7989349365,4241,89.38
94.6393966675,92.5531463623,89.5239334106,90.5076293945,94.3061752319,90.7464675903,92.3721542358,92.3006362915,92.2707824707,96.3553237915,91.6929550171,93.5656814575,93.4582748413,92.0829696655,97.1383056641,88.248260498,92.7457504272,94.4137954712,90.7388687134,95.9077911377,96.3183746338,96.0958023071,97.8963851929,96.5620956421,93.3589553833,93.7566833496,91.3186264038,94.8242721558,88.2176971436,93.7276611328,6982,90.2
97.4010238647,97.5808029175,102.162719727,99.6345901489,98.671333313,102.592880249,104.705413818,98.7005844116,102.090744019,105.571014404,107.106498718,101.693275452,98.5658416748,96.8773498535,93.9579238892,93.3522338867,100.836074829,102.303276062,100.483055115,100.618034363,103.694030762,99.5446014404,98.7869567871,99.9752578735,98.4729003906,102.460708618,105.870643616,98.9815139771,99.618522644,99.0147781372,6730,103.19
76.1480102539,80.4601593018,74.9471893311,80.4313659668,77.4196243286,79.2465820312,81.7782974243,75.106803894,76.7288513184,79.2993545532,76.5586166382,74.2323608398,75.8039474487,77.2719192505,76.6562805176,76.9735412598,77.8451690674,74.8119888306,82.3554534912,80.2542114258,75.9468078613,78.8237609863,78.3756713867,77.5345687866,76.2725753784,82.4700241089,79.6863708496,79.638961792,73.6338119507,76.6829833984,6539,74.27
100.543785095,101.055618286,105.17766571,102.182243347,99.5058517456,102.210441589,100.221405029,103.626594543,103.975219727,103.893486023,97.3435440063,97.6508483887,101.543518066,101.750144958,104.737854004,108.781944275,104.684768677,101.550857544,101.723350525,102.785011292,107.115745544,96.8025817871,101.824562073,101.307685852,107.103858948,107.148330688,101.938964844,100.544555664,101.677047729,103.274276733,5387,112.8
106.158927917,107.263717651,99.6030502319,105.24697876,109.801734924,106.791809082,103.250816345,109.878173828,106.373291016,104.976821899,111.727806091,106.084617615,100.692527771,102.012329102,105.985488892,101.035919189,107.561248779,100.569923401,106.384132385,103.699150085,107.592002869,104.302963257,112.866630554,109.763465881,102.893867493,111.396324158,103.592216492,108.977874756,106.523841858,106.393043518,2161,99.52
110.143310547,108.080291748,108.337623596,111.76121521,112.278923035,113.414016724,106.172103882,109.222564697,111.383415222,107.185691833,110.851257324,111.529960632,111.080093384,110.337783813,113.191177368,105.223449707,113.63948822,108.725379944,113.495903015,111.972160339,108.639678955,115.059455872,106.254966736,112.287796021,111.012451172,112.404937744,110.090774536,113.492050171,113.445220947,118.15096283,6232,110.0
112.998306274,116.880058289,113.43157959,117.394462585,113.726303101,116.143890381,118.422164917,116.801712036,109.371765137,114.142448425,111.159339905,119.720161438,116.504455566,115.900398254,115.960136414,117.009864807,109.679969788,116.34085083,118.704330444,114.334312439,113.368545532,116.537223816,113.489959717,112.291915894,117.416908264,114.884765625,117.493347168,113.535606384,117.178756714,117.535552979,2310,111.74
115.24836731,115.605278015,113.010452271,114.885223389,107.295684814,114.374153137,109.05255127,110.114128113,111.859024048,114.852233887,109.814239502,114.865188599,103.355621338,112.268989563,108.239646912,113.221511841,110.081329346,111.172943115,112.401954651,111.484634399,111.422279358,115.64465332,115.318466187,110.620597839,112.130844116,108.78237915,113.375862122,113.593444824,110.340820312,109.539451599,3107,125.91
96.3090820312,93.6692581177,95.0423965454,92.3993148804,94.4163589478,88.8363723755,92.5847015381,96.447555542,92.5069274902,94.007484436,97.3509750366,96.9100189209,92.0442733765,90.8315429688,88.9178771973,92.271987915,89.6631393433,96.4883270264,91.4703369141,87.7878646851,89.8114013672,90.510925293,97.0784683228,90.9161682129,88.8670272827,96.2389373779,95.5150680542,94.63256073,96.4148178101,96.5813217163,4430,86.95
93.5281219482,92.7115249634,88.3406600952,89.7641220093,94.2917938232,91.1388778687,89.3234939575,90.7108230591,89.5637664795,98.9680633545,93.1250686646,91.0251922607,88.6835174561,90.8933181763,90.8588790894,91.1473617554,91.8420410156,95.6930923462,92.0429000854,90.0504455566,92.8997879028,90.9238586426,90.4437026978,94.6356048584,91.1465377808,91.1513671875,91.697517395,93.1294403076,88.8235778809,91.858039856,6459,111.46
91.3242492676,92.7537841797,91.3490219116,92.8484649658,93.505027771,92.455947876,92.8593521118,93.4242401123,93.9511184692,94.2161636353,93.2623519897,91.4475784302,92.073928833,94.1275405884,96.0178146362,96.8828964233,91.6729507446,93.834602356,92.496055603,95.018951416,91.1166000366,95.565032959,96.8597717285,100.942619324,95.4443740845,91.4342956543,95.5104827881,96.3974075317,92.8056564331,91.3270568848,3477,91.78
113.0730896,116.422271729,116.423904419,111.476264954,104.338119507,111.039520264,111.915809631,112.868797302,106.529296875,116.211898804,109.480270386,113.108520508,106.215164185,109.900733948,107.239006042,112.391548157,111.994064331,110.420761108,110.107215881,110.811882019,109.4478302,108.966560364,114.145004272,116.3804245,107.385757446,111.781845093,109.372634888,113.047615051,109.918373108,117.867149353,1202,109.36
101.199287415,92.3251724243,98.5799026489,91.0528717041,90.2334289551,92.1849441528,92.889755249,92.5461730957,89.2147293091,95.4428253174,94.9518280029,91.9457778931,92.3936538696,92.4164505005,87.7057723999,97.0163726807,90.6246109009,94.6190261841,92.2092285156,98.0867843628,94.8748397827,95.6079483032,96.1459884644,91.6901550293,93.3289642334,92.8133087158,91.0313339233,96.676612854,86.955696106,95.7900848389,1728,95.1
105.125518799,99.6083145142,105.473930359,104.765426636,99.3778762817,107.34815979,101.173469543,100.607254028,102.185432434,102.42943573,107.421554565,109.690193176,100.487075806,101.063819885,101.204696655,106.338119507,102.988601685,104.50415802,98.7464141846,104.963439941,103.544418335,106.01902771,103.184150696,97.6789169312,105.637069702,108.821670532,105.813697815,100.057739258,107.020988464,102.101638794,481,116.5
112.856758118,108.748519897,116.414726257,112.611175537,116.357780457,112.29410553,111.605308533,106.950653076,108.773384094,112.053878784,104.952934265,114.016784668,113.071662903,109.371818542,111.301513672,116.322540283,115.099006653,111.795013428,110.115600586,115.789787292,109.167663574,116.671340942,110.042564392,111.345664978,109.473480225,108.947738647,113.498176575,110.877113342,112.998039246,110.77897644,5121,133.09
106.868797302,97.2413253784,101.608589172,103.901947021,105.328186035,102.411170959,102.575393677,99.9623184204,100.721679688,102.227149963,100.510215759,101.479957581,100.437858582,101.754722595,98.3518295288,100.211647034,101.974266052,103.346923828,100.572807312,101.862342834,104.282951355,95.8708953857,99.6797103882,101.278160095,99.919670105,103.996582031,102.984733582,105.085472107,102.898017883,106.977050781,5753,101.96
107.565422058,115.86807251,112.70198822,106.901786804,105.112892151,108.324729919,106.04183197,104.557495117,114.318817139,109.225898743,115.621902466,111.80708313,113.410728455,110.339363098,107.663604736,102.560768127,105.975410461,107.903045654,104.62197876,108.551338196,105.510719299,112.270706177,113.881439209,107.711921692,107.761505127,111.048980713,108.87915802,110.387428284,111.419837952,106.881973267,6476,107.46
100.942726135,95.7659988403,98.6126556396,98.7563247681,94.0608596802,91.4348297119,98.4104690552,92.9025421143,91.1245574951,89.4641876221,94.0877761841,89.4071350098,95.1775894165,93.0416717529,93.4805755615,92.4768981934,94.7995834351,97.1254730225,95.0325317383,98.470741272,91.1705245972,95.8859024048,100.012313843,98.8172149658,99.6875686646,92.305480957,93.293182373,95.9740219116,94.6345214844,94.6710586548,4581,88.75
95.146774292,92.3361282349,91.5281906128,96.1354064941,92.8691253662,92.3108596802,89.3944091797,92.4542617798,86.682975769,93.4233627319,94.5421676636,93.9735107422,89.6208648682,91.2573776245,96.3479614258,90.5680999756,95.4804840088,96.9604721069,94.167175293,96.2942886353,98.0599975586,90.9756622314,90.4270095825,95.1066741943,92.6191635132,91.9077377319,92.8747558594,96.8511886597,96.7500457764,96.5518341064,1548,85.98
109.670570374,107.580619812,114.984008789,114.321517944,111.676750183,112.116264343,110.488769531,105.200172424,107.878265381,111.141944885,116.169059753,112.282989502,107.543731689,110.266853333,107.385551453,105.331817627,111.590888977,110.949829102,108.341331482,116.546447754,105.625617981,111.672981262,113.270217896,112.452575684,111.416160583,111.220603943,109.936485291,112.943115234,107.311607361,108.097068787,5960,110.66
97.3969573975,89.21144104,96.2211151123,93.2567214966,90.510017395,90.6731567383,91.1386413574,93.5821838379,93.1040802002,93.50390625,91.0656356812,92.4446105957,97.659866333,89.9753494263,93.7480545044,92.4089355469,92.7826309204,94.9149551392,90.0824432373,91.5849609375,92.6094436646,91.2450714111,92.4540786743,93.898979187,92.2691879272,90.1020431519,93.8493041992,91.9140625,88.7526779175,90.5859680176,4614,89.07
95.4130020142,94.5084762573,92.7702560425,95.3413391113,97.1771621704,99.1491470337,91.0517654419,92.7448654175,100.409484863,97.2338943481,99.2812347412,96.5982666016,96.1468582153,95.5703277588,93.5780792236,100.735084534,94.8068237305,94.200881958,98.9426803589,92.7258911133,93.3151397705,96.3224029541,97.0458526611,96.886428833,96.0512619019,97.1309890747,93.9114379883,93.3334884644,96.2917556763,94.7629394531,1290,90.52
94.3649902344,89.0707473755,93.746925354,93.2882156372,92.8681335449,96.647567749,93.7968444824,92.4547042847,92.6893920898,91.9485092163,92.0438308716,93.1823959351,90.7663345337,88.965675354,91.6392593384,85.2402038574,89.6192474365,94.7868270874,89.9775924683,92.7938690186,91.4014358521,91.9607849121,90.1872940063,90.8471450806,91.9200134277,91.1475753784,93.5425491333,95.8731536865,95.4428329468,90.0967636108,5434,99.84
93.6142883301,92.1289291382,89.5323944092,93.2484512329,92.8067703247,89.8718338013,89.9389724731,91.4059371948,95.2421340942,88.1133117676,98.922164917,92.6398086548,93.119354248,92.3003463745,96.6823196411,97.7290115356,92.8483657837,96.0913619995,92.1259841919,97.2627868652,91.3759613037,90.7019195557,92.0305633545,99.0382843018,91.7728652954,98.1279907227,92.932144165,93.7743682861,96.3019332886,92.8707733154,1163,97.9
81.2836532593,81.094543457,78.1608276367,83.3774642944,79.0299758911,77.4885559082,76.644744873,74.7501296997,76.0531311035,77.4949569702,76.1975631714,73.5670928955,82.5879745483,77.105140686,72.505065918,77.6202163696,77.7009124756,82.4745330811,77.7409210205,76.4753799438,76.7711715698,75.9695053101,77.340423584,78.466796875,75.5689086914,78.3196563721,76.8325119019,78.0709991455,77.6471481323,76.2738189697,5865,73.02
91.3608093262,92.5047302246,91.5956420898,93.8761825562,94.6879043579,90.6515960693,91.2996063232,94.2768096924,95.1480865479,94.0487365723,91.744102478,94.3781509399,87.1874542236,89.6130523682,92.2484817505,85.2586517334,92.7606735229,89.7839431763,89.1105728149,90.1425552368,90.5656280518,89.2643814087,91.6194534302,93.3259429932,88.9091491699,93.0086517334,92.0462493896,91.2730789185,93.664680481,89.2668762207,2086,91.07
79.891708374,81.7806472778,76.3541641235,80.8951339722,78.1650009155,80.6944046021,81.421081543,79.6835021973,78.4094161987,84.0447616577,76.3394088745,80.1317062378,76.2211532593,77.3900222778,76.7499008179,79.1385574341,79.5902175903,81.6950912476,79.2058105469,78.510597229,76.3137893677,77.3366851807,81.1364593506,79.8545532227,75.6735610962,78.6355895996,76.6919784546,78.8694458008,74.8647384644,76.2381134033,5666,76.22
78.9124450684,78.1161499023,72.0146713257,80.5225067139,75.4354629517,77.7256088257,77.9909591675,74.9149627686,77.2891998291,76.4419631958,79.0110015869,78.641784668,82.3057327271,76.8956375122,74.7793807983,79.541053772,78.433921814,74.5983047485,82.9072647095,75.7228851318,75.8348083496,76.5407562256,76.4787750244,76.7370834351,75.8447570801,80.9781570435,77.3446044922,74.5668182373,72.1933441162,77.1979064941,7035,73.24
110.284286499,111.635299683,113.13483429,109.954940796,107.57183075,112.9793396,110.418434143,108.7970047,109.417381287,107.056625366,106.815757751,113.29889679,108.971382141,107.32484436,106.646026611,113.691291809,109.857543945,109.090011597,110.217636108,114.382324219,106.612937927,112.971099854,109.357055664,106.830757141,107.469764709,110.477119446,110.124130249,110.618476868,113.999763489,110.040611267,8253,106.79
91.4748153687,87.5998153687,88.333656311,93.0886230469,89.0982437134,87.8710021973,92.3063049316,88.3957824707,90.2401046753,91.6066818237,90.1166763306,91.2832260132,89.9651565552,88.6230926514,89.9248046875,89.172744751,91.3759765625,96.7416763306,90.0148773193,93.774055481,88.1761245728,88.6675491333,92.5077056885,92.9771118164,91.2627182007,87.5840530396,92.5393981934,90.9804840088,90.4868469238,88.4134063721,2651,88.57
90.8981399536,89.0425186157,90.1913757324,90.948097229,90.1177902222,89.3645553589,91.0594863892,90.3051223755,87.1814498901,90.6817779541,92.2653198242,90.3702316284,97.3945846558,90.7474212646,91.0291671753,92.1816864014,92.015296936,94.9389724731,96.2710494995,90.5307998657,94.9281845093,88.5450286865,89.2407989502,92.9540252686,89.8366165161,97.8579025269,89.3270797729,89.2121582031,89.4156951904,93.6846542358,7098,90.85
107.353263855,109.893562317,111.519142151,106.345039368,108.141830444,113.15007019,112.073608398,109.787017822,110.709327698,107.333778381,110.150291443,113.887184143,108.478118896,107.629852295,107.766410828,113.355682373,108.278366089,111.615463257,107.357177734,113.380241394,107.522338867,114.792556763,111.216430664,114.190979004,109.276039124,111.591629028,111.481513977,107.905639648,109.549041748,115.477676392,2433,107.35
114.220848083,113.688232422,112.489089966,118.609863281,115.272972107,115.613754272,117.390609741,111.461265564,107.519203186,113.066642761,115.446899414,117.083511353,119.650894165,111.935447693,114.36050415,116.699378967,115.19506073,116.673599243,118.337097168,116.434005737,114.235847473,118.621185303,113.356323242,109.897987366,119.001098633,114.233734131,116.867111206,113.382499695,115.529373169,115.340118408,2773,123.17
100.984596252,98.1857376099,100.775764465,95.5650558472,103.28540802,109.884124756,106.054161072,99.7166976929,98.5115661621,103.994499207,103.704612732,102.14994812,102.102493286,103.05027771,103.220237732,105.225845337,101.65838623,102.726524353,103.305603027,97.9465026855,103.953903198,107.655143738,99.1837158203,101.549804688,102.594940186,105.132553101,107.430084229,105.319313049,105.643981934,103.764724731,1849,99.0
94.604133606,92.9407043457,93.1271209717,89.7004013062,91.9805221558,93.1123199463,94.1427688599,91.7365264893,91.1472320557,91.1716384888,92.3232803345,92.7172088623,92.0565109253,97.2457122803,94.9594192505,94.6706771851,92.7728805542,98.8121185303,92.7050704956,94.6154785156,95.3494110107,90.1562957764,92.8567733765,101.824806213,92.6447372437,94.1305770874,92.1958389282,97.7976226807,89.9835357666,90.2860107422,3080,89.97
87.9585952759,93.1236114502,92.5978775024,91.2200088501,90.6429748535,91.1132888794,92.5571517944,90.4142990112,89.5627975464,96.5324478149,91.0354995728,92.5303039551,91.5919494629,90.5777053833,92.0703582764,91.0733795166,92.2040176392,92.5532608032,89.2129058838,92.3605651855,92.9420547485,94.2332611084,91.2799530029,99.1652450562,97.908996582,90.838722229,93.540145874,90.6746520996,94.148399353,90.5274734497,8266,96.11
98.3540878296,95.7339630127,95.5519866943,92.5957870483,92.2563323975,91.9978485107,92.6468505859,92.8492355347,94.3118896484,96.5039367676,96.5957565308,88.103515625,91.0248260498,90.949432373,91.4216842651,88.1569061279,91.5169830322,94.0615005493,96.9652252197,96.5559005737,95.9291381836,93.6218566895,93.0855178833,98.9591369629,94.6713943481,93.7188644409,94.549697876,89.1145553589,89.6704406738,94.0694122314,4753,88.2
102.610954285,104.422599792,100.104896545,104.700813293,102.480636597,101.560462952,104.160629272,100.703094482,105.328071594,106.381698608,97.8294677734,105.699859619,101.521514893,100.329071045,101.964248657,104.963508606,104.565368652,103.467308044,97.8133087158,107.76361084,104.916717529,102.867782593,100.634384155,104.070617676,104.859207153,107.113792419,99.1011962891,105.548606873,99.0095672607,104.37046814,3494,114.18
96.7577209473,94.4579620361,95.268447876,88.5103683472,89.3699188232,96.2367935181,91.8488235474,91.3190231323,90.4296417236,92.5481185913,93.0880203247,90.0386352539,90.7363510132,92.4792327881,89.3772888184,88.9307174683,93.0357971191,98.6633148193,95.035697937,90.8244094849,94.8218536377,93.2215042114,92.9036483765,93.1148147583,91.8170928955,91.2245025635,92.0497741699,93.3958816528,93.4808273315,94.6298217773,6652,89.19
104.371505737,97.7082748413,103.746398926,106.187774658,100.694755554,108.738685608,101.353889465,97.747795105,103.642662048,102.593154907,102.42791748,101.177337646,106.887802124,101.797943115,101.724700928,104.606887817,99.854927063,110.157966614,103.321006775,105.274032593,101.496833801,102.824020386,109.345359802,97.4335403442,104.987602234,103.001998901,105.941253662,108.678970337,101.656471252,108.475708008,2729,97.86
92.7920303345,95.959564209,90.7149734497,92.6597671509,94.026260376,94.5160827637,92.4392852783,92.7045822144,91.9659957886,92.5394744873,90.4442596436,86.7049255371,96.6811752319,89.2861633301,90.7074432373,94.8307037354,95.4048690796,94.2047424316,89.9808731079,90.3399429321,93.4395141602,94.2478561401,92.2860641479,91.1309509277,91.5204162598,95.1498947144,91.6094818115,95.3606033325,91.6259994507,95.4581375122,3101,93.6
100.544418335,97.5515518188,105.603759766,110.547492981,104.368461609,90.5315704346,105.634796143,102.094841003,93.9404449463,104.254348755,109.074577332,98.7557067871,106.321182251,88.7766647339,100.598434448,96.9279785156,92.3363800049,104.653114319,100.864814758,104.769477844,98.5137939453,95.5230102539,96.8862457275,109.581428528,101.906494141,106.493164062,93.5763244629,100.509246826,92.7671203613,102.405471802,1385,91.61
92.4281005859,91.1555480957,91.1350479126,93.7958221436,97.4180221558,91.3502426147,94.8385467529,94.4906311035,92.0543518066,92.494392395,94.7410354614,86.9247283936,92.6353378296,91.5820770264,87.8673934937,90.0425872803,94.8231735229,93.0249099731,91.8117980957,91.9550247192,92.1946029663,91.5812911987,93.0640182495,95.3324432373,99.4437026978,92.4538116455,94.9704589844,94.7041702271,91.6966171265,94.5650787354,355,90.17
95.8558731079,90.0894470215,93.0118103027,86.2943572998,92.5268478394,89.9170150757,90.8143768311,92.2071075439,91.0369415283,95.9431381226,93.0322647095,91.3617782593,91.5531692505,90.812210083,91.0954360962,85.2952194214,89.1069869995,95.7770996094,89.7967758179,88.2176437378,91.9695739746,90.0426330566,93.7609024048,91.419090271,91.2539291382,96.9396438599,91.3871154785,94.3164749146,88.8902664185,89.703414917,6356,88.4
94.0428161621,88.0501480103,86.0153427124,85.7397994995,87.8736724854,89.3286209106,91.6907119751,91.0550537109,87.6750640869,83.5998153687,87.657989502,89.9249572754,91.550491333,90.3390350342,87.3157272339,90.3733215332,90.8600234985,92.8366546631,92.3268737793,94.8271484375,90.6904602051,89.3993759155,93.0797653198,88.9419021606,91.4191207886,97.4805526733,90.5724105835,94.6481246948,87.5816421509,88.1376190186,3071,106.62
112.487960815,110.644195557,111.553840637,114.251106262,112.549758911,108.431045532,108.82094574,109.9010849,112.863418579,111.146072388,106.402160645,115.829963684,112.698898315,114.284484863,108.246131897,114.932556152,107.553794861,111.96081543,110.568214417,110.333686829,110.405975342,107.105125427,111.673934937,116.813903809,117.242729187,109.568405151,111.973060608,113.452255249,111.494468689,115.582893372,1005,107.12
92.1499862671,89.1689910889,92.14478302,87.4341583252,93.0406570435,92.9960784912,90.1321029663,98.9586639404,89.7423095703,89.2089996338,90.5151519775,88.4395599365,95.8426895142,90.093536377,92.3199768066,84.2524185181,92.9279403687,92.9394378662,90.9417800903,87.3002243042,92.3854598999,91.9486312866,94.2376708984,97.3071517944,89.9297103882,91.3151779175,92.3614120483,92.7321853638,93.9356155396,91.2943649292,5358,90.6
91.3897018433,96.2838745117,98.6363677979,94.8131790161,99.0508346558,93.2957763672,94.9769744873,90.9110870361,92.9833145142,92.819984436,92.2279586792,93.924621582,98.0914916992,91.9477157593,94.9968566895,89.7334518433,96.3724594116,99.8884277344,89.607673645,89.710899353,86.0326385498,96.2476654053,95.4071502686,90.218788147,96.1162796021,96.4862518311,91.1698150635,95.9931945801,89.0631561279,98.4673461914,8362,90.38
91.6806411743,92.4194412231,91.9332962036,91.0329208374,98.6194763184,92.3621673584,90.1428070068,90.3272018433,92.1476593018,92.2403945923,91.3205566406,92.2210769653,97.2662734985,91.3902053833,85.4973373413,91.0535812378,95.6587524414,92.6133270264,91.18019104,93.1631774902,86.0364456177,93.4635848999,98.7825775146,95.982460022,91.4094619751,94.6609802246,94.421836853,96.693939209,89.0515823364,95.6050491333,8245,90.82
92.0279312134,87.9174423218,89.0470123291,92.5840759277,89.7266082764,91.1522750854,92.0140304565,93.3374557495,95.150390625,89.9614715576,89.8887786865,91.3483047485,91.5083847046,90.8139038086,91.5300216675,82.8928985596,88.3110427856,89.6853637695,90.4570846558,93.6773300171,94.7996444702,91.5303726196,93.924987793,91.1878585815,91.7764587402,89.2707519531,92.338104248,92.8859329224,93.0557632446,89.2857513428,5390,130.6
97.1711425781,92.5689620972,93.2973098755,91.4415435791,89.0353240967,95.0924072266,89.0709762573,92.4949188232,91.7346496582,94.0439376831,91.6813583374,93.0000305176,90.1197967529,91.8425827026,93.2895126343,94.9626617432,97.1182937622,91.0421218872,95.1877365112,97.6408691406,87.0508499146,97.5911254883,93.2462005615,93.8746414185,90.6908950806,97.1089248657,94.6080932617,95.0002822876,92.6634674072,90.2624740601,6572,90.7
95.3704681396,97.2345809937,99.7124633789,93.9710235596,102.418174744,97.6197662354,100.311820984,89.763168335,98.7910995483,95.2925796509,90.2268447876,99.4493408203,94.5164260864,95.7347869873,91.6921691895,98.3956451416,93.8410415649,98.5741729736,93.640083313,92.5384063721,93.5324401855,92.1872406006,93.8634414673,95.6454544067,102.477119446,97.0243911743,97.6348342896,102.090126038,93.1966705322,96.9101028442,2042,89.83
88.8093643188,88.6358261108,92.0520858765,91.5167999268,90.0601501465,89.0683746338,92.5328598022,91.6759338379,93.4596862793,92.1108627319,89.818572998,88.8946762085,92.7704391479,90.387298584,93.1619720459,89.2748947144,93.0543060303,98.5819549561,90.2070999146,94.1151885986,95.2964248657,92.1538543701,93.9782409668,95.8250045776,88.3226623535,91.7165908813,90.1485595703,91.5572433472,92.0541763306,86.4464187622,7830,84.72
