ID,y,x_mselgY3_0,x_mselgY3_1,x_mselgY3_2,x_mselgY3_3,x_mselgY3_4,x_mselgY4_0,x_mselgY4_1,x_mselgY4_2,x_mselgY4_3,x_mselgY4_4,x_mselgY5_0,x_mselgY5_1,x_mselgY5_2,x_mselgY5_3,x_mselgY5_4,x_mselgY6_0,x_mselgY6_1,x_mselgY6_2,x_mselgY6_3,x_mselgY6_4
916,108.53,111.583572388,111.629776001,111.776947021,111.538986206,111.721611023,111.92640686,111.492034912,111.33416748,111.927879333,111.732406616,111.554786682,111.953079224,111.508132935,111.548904419,111.817024231,111.175125122,111.52129364,111.75528717,111.075561523,112.026908875
2716,118.06,111.704681396,111.696281433,111.456726074,111.608932495,111.559440613,111.383323669,111.430107117,111.484382629,111.707015991,111.607040405,111.475570679,111.554908752,111.343948364,111.451095581,111.182815552,110.779602051,111.183425903,110.994979858,111.04069519,111.318283081
8232,106.38,110.39440155,110.747253418,110.775650024,111.10849762,110.509185791,109.601051331,111.028686523,110.611763,110.142883301,110.797241211,110.857475281,110.680160522,110.196647644,110.683807373,109.916603088,111.801124573,112.083694458,110.231315613,110.703918457,110.26423645
3450,90.26,93.6025390625,93.6773071289,94.553604126,94.1358184814,93.8144836426,94.4794006348,93.9367218018,94.5413513184,94.2607269287,93.9825820923,94.5842285156,93.8770751953,93.5206298828,94.0545806885,94.1841430664,93.1865158081,93.5923309326,93.1731643677,94.0623321533,93.7467041016
4959,108.03,113.066825867,113.692054749,113.514312744,113.404121399,113.470817566,114.429115295,112.472015381,113.493560791,113.570716858,113.158729553,113.143447876,112.707199097,113.02784729,114.343460083,113.118103027,112.255867004,113.437683105,113.730506897,113.794517517,113.031074524
6465,95.65,92.4551925659,92.2943878174,92.4003677368,92.544128418,92.7237243652,92.7025756836,92.3078842163,92.2063446045,92.2533721924,92.6408615112,92.2295532227,91.9247970581,92.2775115967,92.3773117065,92.6766967773,92.3357849121,92.0888214111,92.0426559448,91.6961975098,91.9721450806
1631,87.47,94.5010604858,94.5775604248,94.2078018188,94.2975769043,94.7869873047,94.5621948242,94.6246948242,94.4295730591,94.6178131104,94.2994918823,94.8777008057,94.2249526978,94.3823318481,94.4961547852,94.0830383301,94.1646270752,94.4787063599,94.615814209,94.4777450562,94.6427993774
1305,90.39,93.8192977905,93.8864898682,93.9245300293,94.2587585449,94.2677383423,94.0696640015,94.2373962402,93.8093566895,94.1950531006,94.0998840332,93.8246307373,94.393989563,93.8793716431,94.6133422852,93.9028015137,93.7224731445,94.1301269531,94.1839675903,93.3954467773,94.5120391846
3777,108.07,113.834259033,113.803642273,113.067687988,113.076507568,112.909706116,112.814720154,111.776580811,112.092056274,113.764915466,112.977973938,114.075546265,113.947860718,113.758666992,111.878730774,110.875862122,111.821258545,113.099601746,112.123512268,112.417816162,112.193824768
1891,90.71,92.9211578369,92.5596542358,92.5828552246,93.0270996094,92.7498397827,92.2049255371,92.1426315308,92.5042877197,92.4167785645,92.540397644,91.9308776855,92.2956008911,91.9381713867,92.2846298218,92.3362426758,91.4288024902,91.7198867798,91.9555053711,91.4871749878,91.7744293213
2763,89.38,93.2920074463,93.82762146,93.4212646484,93.2134094238,93.4700012207,93.4376068115,93.0542449951,93.5666732788,93.6507949829,93.7274627686,93.3130111694,93.0091934204,92.6299057007,93.4740600586,93.0984649658,92.8375854492,93.120010376,93.1959838867,93.265838623,93.0619506836
5124,109.02,111.035079956,111.280639648,111.142051697,111.26915741,111.238006592,111.731361389,111.172134399,111.18989563,111.300437927,111.282470703,111.231414795,111.118011475,111.175796509,111.041305542,111.500419617,111.611022949,110.754066467,111.205093384,111.389434814,110.897529602
1878,101.2,94.4115066528,94.4481811523,94.4222640991,94.5476608276,94.7023620605,94.5396652222,94.6227722168,94.5784759521,94.2246170044,94.372467041,94.2444763184,94.0508117676,94.2695007324,94.1530456543,94.3701324463,94.0194244385,93.7389602661,94.7699966431,94.4414215088,94.4718551636
6231,95.51,93.485244751,92.972366333,93.087020874,93.219619751,93.1741104126,93.6341171265,93.5245361328,92.4976348877,93.2344360352,93.1953125,94.0747756958,93.4554290771,92.9663391113,93.0895233154,92.6617965698,93.0445404053,93.0856399536,92.4131240845,92.3273010254,92.2259521484
494,122.69,113.106742859,112.803695679,112.958992004,112.234054565,112.382270813,113.02796936,113.234786987,113.670021057,114.863578796,113.994354248,113.592041016,112.970153809,113.766845703,115.443023682,114.282714844,113.731193542,115.088973999,114.151916504,113.763916016,113.122138977
7957,84.12,93.0809631348,92.5804443359,92.8613433838,93.0291900635,92.9755020142,93.1700439453,93.1229248047,93.2602844238,93.0134277344,92.5393295288,93.0861206055,93.1011734009,93.518196106,93.1744995117,93.027885437,92.3584289551,93.1087341309,92.1182556152,92.2450408936,92.4831085205
8001,121.84,109.397445679,109.0417099,109.343170166,109.112190247,109.166412354,108.888275146,109.628967285,108.415863037,109.778266907,110.148498535,108.82976532,109.634147644,109.869674683,109.956680298,109.723861694,108.459320068,108.996284485,109.631919861,108.776428223,108.747528076
5685,101.74,104.317756653,103.821792603,104.076705933,103.915138245,104.399223328,103.629608154,104.576469421,104.022094727,104.085388184,104.020500183,103.124969482,103.680366516,103.658058167,103.878005981,104.66468811,104.615631104,103.763786316,103.549194336,103.499526978,103.840087891
4949,94.32,93.3020782471,94.0880737305,93.5219955444,94.151473999,93.8789596558,94.2671432495,93.2779846191,93.5007476807,93.0222625732,94.0199737549,93.3406524658,93.1531219482,94.1608276367,94.4281234741,95.6425247192,93.172958374,93.0671386719,94.6982574463,94.3062744141,94.3963470459
2397,94.16,93.9083099365,93.8418579102,94.2421569824,93.9988861084,93.4250869751,94.4985198975,93.5551147461,94.521270752,93.8285217285,94.0363616943,93.4565048218,93.0618286133,93.8153610229,94.0212554932,93.9537200928,93.2909851074,94.0007705688,94.0083618164,93.827255249,93.2484588623
5800,112.67,112.219268799,112.550643921,112.090087891,113.382896423,112.435340881,112.630371094,112.977905273,113.181152344,112.151580811,112.814476013,112.897865295,112.544647217,112.66129303,112.806671143,112.556259155,112.127883911,111.992965698,112.470779419,112.155708313,112.823394775
5620,105.97,110.540008545,111.215049744,111.002418518,110.817382812,110.761489868,111.22543335,110.81098938,111.038375854,110.891319275,110.887969971,110.891868591,110.948318481,110.659988403,110.497543335,110.766960144,110.116638184,110.672805786,110.093063354,110.998641968,110.532241821
7820,85.59,91.079284668,91.0690612793,90.8677978516,91.5467605591,90.731842041,90.8255844116,90.5655059814,91.0633392334,90.8188018799,90.6930999756,91.076133728,90.8517456055,91.2651748657,90.9329986572,90.672744751,90.6287460327,90.6907348633,90.8717956543,90.3285598755,90.9544677734
5409,102.77,108.015686035,107.427574158,108.287796021,107.332015991,108.9429245,108.577156067,107.128807068,106.922813416,108.974029541,108.200439453,105.00718689,106.923866272,106.362190247,106.518096924,107.327537537,108.362487793,106.37147522,107.014190674,106.778747559,108.682655334
3037,86.83,92.7888031006,92.8492126465,92.9472808838,92.6384429932,93.0349884033,92.525894165,92.7934417725,92.7990112305,92.6916046143,92.9302368164,92.6314544678,92.649230957,92.9175643921,92.9352111816,92.5125350952,92.5578231812,92.927154541,92.5750274658,92.0947875977,92.9281463623
7880,85.82,92.4469909668,92.3504638672,92.6371459961,92.5307235718,92.4635162354,91.7665481567,92.3670425415,92.7898712158,91.6394805908,91.7297286987,92.8015365601,91.4387664795,92.279335022,92.2384643555,92.4614105225,93.1519470215,90.9438095093,90.7598419189,92.9897689819,93.1921691895
1864,100.35,104.267486572,104.929046631,105.043914795,105.329406738,104.833755493,104.493598938,105.264312744,105.023963928,105.15272522,105.153305054,104.043571472,105.983329773,105.340042114,104.50415802,104.883605957,104.738265991,104.582672119,104.347938538,104.302864075,104.779785156
3730,100.71,94.3494644165,94.5899505615,94.2961273193,94.4330444336,94.6591110229,93.951499939,94.1573181152,94.3531417847,94.1236190796,94.03565979,94.5014038086,93.9240112305,94.4798431396,94.2938995361,94.3737792969,94.0442352295,94.4345245361,94.0863647461,94.1075286865,94.0706481934
970,112.59,111.493560791,111.611694336,111.542785645,111.735229492,111.739273071,111.461982727,111.036178589,111.384056091,111.834762573,111.527481079,111.066177368,111.602508545,111.53225708,111.439590454,111.413345337,111.265365601,111.005096436,111.480712891,111.01058197,111.478752136
1538,98.04,94.2766113281,94.290145874,93.9764175415,93.9039306641,94.4699630737,93.9800796509,94.1973266602,94.1710968018,93.8143768311,93.8378143311,94.0084381104,93.5962142944,93.990737915,94.0043029785,93.9065856934,93.9306945801,93.135093689,93.7997589111,93.6701812744,93.0744171143
131,94.83,102.865493774,103.351104736,103.106964111,102.927864075,103.873840332,103.068031311,102.914474487,102.953796387,103.20980835,103.308731079,102.656036377,102.37008667,103.010055542,102.741508484,103.151580811,102.764404297,102.88520813,102.826828003,102.64944458,102.383972168
6792,88.28,92.8479309082,92.718963623,92.9952850342,93.5213775635,93.2385864258,92.7626495361,92.9981155396,93.1360168457,93.0025024414,93.3886260986,92.1966705322,93.1033935547,93.3372497559,93.0162963867,92.975402832,92.3963317871,92.81300354,92.677154541,92.7232666016,93.5440750122
6490,108.12,111.770812988,111.396408081,111.380447388,111.819297791,111.638656616,111.816101074,111.308990479,111.574630737,111.754364014,111.588844299,110.672866821,111.107765198,110.664909363,111.826293945,110.619415283,110.415374756,110.126312256,110.675048828,111.107093811,110.779602051
1288,91.3,93.2493286133,92.8897094727,93.1346282959,93.2012481689,93.2370986938,93.3525161743,93.3509063721,93.275138855,93.5149841309,93.5019226074,92.9255447388,93.7740325928,93.5102920532,93.7078094482,93.4048843384,94.0980682373,93.7988052368,93.6991119385,94.0935516357,93.6572494507
2227,121.03,115.666763306,115.97807312,115.494812012,115.680603027,115.419189453,115.780097961,115.286018372,115.949546814,115.794845581,116.198066711,115.400878906,115.842407227,115.853408813,116.313774109,115.545478821,115.765861511,115.701057434,115.972976685,115.327857971,115.673110962
6842,112.83,110.382888794,110.048355103,110.519317627,109.811965942,110.212432861,110.82711792,110.188117981,110.117370605,110.500938416,110.370407104,110.149108887,109.84349823,109.893554688,110.607757568,110.42489624,109.808647156,109.615188599,110.241546631,110.191627502,110.745979309
1011,91.02,93.5553741455,93.3893432617,93.6466369629,93.3566436768,93.8652038574,93.0023498535,93.3193664551,93.3497238159,92.8123626709,93.2778320312,92.6371231079,92.6665267944,92.9140930176,92.7618331909,92.9161071777,92.4373474121,92.37059021,93.2807769775,92.2228927612,92.9437866211
5852,109.11,115.780479431,116.050102234,116.318244934,115.885025024,116.024177551,115.824729919,115.855888367,116.28868103,116.387290955,116.925048828,116.028060913,116.633224487,115.472366333,115.334503174,116.508369446,116.332992554,115.173034668,116.55443573,116.627914429,115.608108521
8344,149.52,109.275115967,109.745246887,109.669723511,109.745849609,109.313156128,109.306678772,109.610855103,110.018630981,109.638778687,109.456077576,109.883422852,109.362617493,109.105239868,109.247886658,110.08291626,109.283157349,109.167007446,109.19152832,109.646484375,109.649734497
6456,74.22,77.9027709961,78.2815856934,78.1210403442,78.0726776123,78.2305908203,77.6940078735,77.9556121826,77.3806762695,77.8857116699,77.9677886963,78.019744873,77.773147583,77.8651275635,77.8506774902,77.7150421143,77.7629699707,77.5854721069,77.4608383179,77.6908340454,77.6089477539
5173,88.79,93.8702774048,93.7626876831,93.8395996094,93.5968322754,93.6075744629,93.5547332764,93.7218475342,93.5494155884,93.5268707275,93.5626983643,93.2150115967,93.6341171265,93.6398468018,93.8757400513,93.1358032227,92.9284057617,93.2486114502,92.8077011108,93.5614624023,93.292678833
6623,107.05,110.874885559,111.173721313,110.798950195,111.121795654,110.378097534,110.736557007,110.765625,110.699111938,110.598770142,111.250953674,109.678634644,110.656463623,110.678817749,111.208023071,110.749565125,110.082794189,111.195266724,111.334655762,110.786659241,111.736083984
3047,91.07,94.6037597656,94.809753418,94.7002563477,94.2992630005,94.9998474121,94.9336853027,94.6593475342,94.314453125,94.5633621216,95.1521759033,94.3190917969,95.262008667,95.6474304199,94.238861084,94.6353149414,94.6831817627,95.5500793457,94.4222412109,95.1879882812,94.9349060059
2959,101.79,103.699150085,103.351333618,103.76965332,103.634841919,103.27532959,103.967636108,103.647705078,103.790275574,103.369377136,103.648612976,103.270118713,103.004570007,103.242004395,103.468505859,102.680496216,103.570457458,103.104248047,103.133575439,103.304138184,103.338287354
2188,79.22,78.8126525879,78.6798706055,78.6472473145,78.9262237549,78.5491256714,78.5250701904,78.5847091675,78.7729644775,78.5468826294,78.4830932617,78.2904815674,78.3929901123,78.2830886841,78.5016860962,77.9591827393,78.3829193115,77.9909667969,78.4571838379,77.9320755005,78.1377944946
7288,105.06,110.829727173,110.455200195,110.240028381,110.287246704,110.116455078,110.621902466,110.685256958,109.973220825,110.609451294,110.230712891,110.627792358,110.069862366,109.963317871,110.920791626,109.667434692,111.241790771,110.498023987,109.928611755,110.976272583,109.901039124
7826,83.96,92.1062469482,91.8130569458,92.1431121826,92.5210723877,92.2797698975,91.823638916,91.8216018677,92.2447662354,92.1749572754,92.2741394043,92.4695587158,92.0677947998,91.9379882812,91.907409668,91.6488342285,91.4788665771,91.962677002,92.2055053711,91.5340957642,91.6990661621
161,92.47,93.5986557007,93.770072937,93.5935974121,93.8817901611,93.44190979,93.4626159668,93.2070617676,93.6205444336,93.2133789062,92.9844589233,92.7270812988,92.7912216187,93.2742919922,93.4992523193,93.1310806274,92.5846099854,92.2308197021,92.8746490479,93.219619751,92.8715667725
2083,109.45,112.010246277,111.788604736,111.696411133,111.94115448,111.916267395,111.786827087,112.266342163,111.980361938,112.191856384,111.923332214,111.807571411,112.174362183,111.704071045,111.936416626,111.761978149,111.515296936,111.611816406,111.820465088,111.667221069,111.521110535
3199,118.78,111.965553284,111.862518311,112.071014404,112.069419861,112.16783905,112.138404846,112.201957703,112.23626709,112.645278931,111.866577148,111.588348389,111.98399353,111.665809631,111.964996338,111.880142212,111.707626343,111.926345825,111.793945312,112.204727173,111.779647827
168,108.57,112.238121033,111.989341736,111.827522278,111.806892395,111.873878479,112.165557861,111.893043518,111.827339172,112.322441101,111.612426758,111.624130249,111.875411987,111.705177307,111.76222229,111.788482666,111.292739868,111.985404968,111.608261108,111.495277405,111.810394287
3158,111.31,111.695732117,111.646194458,111.854782104,111.830963135,111.978645325,112.066467285,111.857727051,112.45602417,111.931808472,112.128494263,112.011108398,111.695487976,112.833679199,111.547195435,112.101539612,112.016769409,112.207435608,113.130279541,112.124801636,112.967308044
3575,77.45,78.5663986206,79.1599578857,78.3134994507,78.8388824463,79.048828125,78.3497467041,78.243927002,78.7577209473,78.3993988037,78.4684448242,78.3404769897,78.3305892944,78.7617645264,78.0054626465,79.5045394897,79.1982116699,78.4036865234,78.4781799316,78.3131713867,79.1502914429
4066,119.89,112.060188293,111.791366577,111.746086121,111.848831177,111.764984131,111.649017334,111.6743927,111.417999268,111.909942627,111.526130676,111.893966675,112.127632141,111.84753418,111.912399292,111.582595825,111.223472595,111.515785217,111.666793823,111.206619263,111.769950867
2319,89.19,78.4932861328,78.3457717896,78.3286132812,78.2240829468,78.409362793,78.1779708862,78.1767501831,78.3445892334,78.2211151123,78.4632110596,78.5956497192,78.1932754517,78.2477493286,78.1252670288,77.9706726074,78.1501235962,78.0566558838,78.3575973511,77.9114151001,78.0758972168
6489,86.86,92.7968292236,92.6447753906,92.4951171875,92.3375091553,93.2385101318,92.1275634766,91.5611114502,92.4957733154,91.7000961304,92.090927124,92.1726074219,91.7646331787,92.2199554443,91.7506027222,91.4502639771,91.8084259033,91.0207214355,91.4339523315,91.2106018066,90.9621810913
1908,108.49,112.535133362,112.385726929,112.275222778,112.007789612,112.167282104,112.990875244,112.352783203,112.622955322,112.836647034,113.338088989,112.310050964,112.401031494,112.860931396,111.662254333,112.101409912,112.317756653,112.331817627,112.919807434,113.133132935,111.817825317
4317,99.54,94.2975006104,94.3677215576,94.1518859863,93.9687347412,94.5189590454,94.0015716553,93.9940643311,93.8861541748,94.1739044189,94.2989807129,93.8042907715,93.6865844727,94.1808319092,94.1930389404,94.0766067505,93.4432983398,93.4206542969,94.1195373535,94.0961608887,94.4525146484
7609,87.14,92.5026550293,92.4796066284,92.4604492188,92.3450622559,92.7938461304,92.7136993408,92.6515197754,92.1898345947,92.467300415,92.9402923584,92.0805664062,92.8022003174,92.3980560303,92.6061096191,92.1156234741,92.506111145,92.4107666016,92.5071029663,92.2572250366,92.6974105835
5427,113.95,110.81111145,111.381240845,111.403503418,111.117767334,111.354827881,112.078765869,111.965492249,111.579956055,111.455070496,111.370788574,110.561248779,111.116912842,111.747131348,111.879959106,111.887451172,111.107032776,111.318405151,111.994812012,111.712348938,112.110771179
6352,89.62,91.8319625854,92.0463943481,92.1100616455,92.3863372803,92.3006439209,91.7621154785,92.0645370483,91.5561065674,91.9497528076,91.9048614502,91.3628997803,92.1471328735,91.9336013794,91.9580383301,91.8962554932,91.2371520996,91.4408798218,91.477355957,91.7386932373,91.4969482422
6221,91.41,92.4496612549,92.7411804199,92.2266387939,92.3626098633,92.0161056519,91.9520721436,92.4844512939,92.4171295166,91.8572692871,92.2757110596,91.9975662231,92.1664886475,92.6066665649,92.3640289307,92.2210235596,92.2157821655,92.0520324707,91.9938354492,92.60496521,92.1364898682
1428,109.93,111.88192749,112.306655884,112.049850464,112.006126404,112.004096985,112.182678223,112.101661682,112.291122437,112.384925842,112.241203308,112.26159668,112.353775024,112.590003967,112.361854553,112.320838928,112.498130798,112.508323669,112.657211304,111.974281311,112.600448608
1526,108.54,103.741455078,103.691238403,103.670921326,103.647644043,104.270576477,103.705184937,103.458961487,103.659309387,103.789138794,103.511573792,103.707008362,102.946281433,104.122993469,103.386627197,104.449615479,103.630065918,103.542945862,103.18964386,103.159118652,103.291152954
4706,87.8,94.6811523438,94.8120422363,94.6803436279,94.4172058105,95.0263671875,95.3243713379,94.8712463379,94.8557739258,94.1342163086,94.5863647461,94.606590271,94.1796264648,93.9088821411,93.8051147461,94.3803405762,94.0646514893,94.6863479614,93.7305221558,94.1784591675,94.1141357422
4302,91.88,93.2905807495,93.5293884277,93.589050293,93.4270935059,94.0004577637,93.3948287964,93.0688476562,93.2579040527,93.7238616943,93.5249481201,93.5381469727,93.7888946533,93.9789962769,93.1810913086,93.8760528564,94.0467834473,93.4626159668,93.1402053833,93.4686126709,93.9952545166
6355,112.47,111.507644653,111.550132751,111.475326538,111.452072144,112.033798218,111.826904297,111.340530396,111.507766724,111.729705811,111.414268494,111.437759399,111.166213989,111.050384521,111.233978271,111.198379517,111.443817139,111.219932556,111.140830994,110.848594666,112.161743164
112,91.44,92.7904510498,93.144859314,92.6473464966,92.7316436768,93.1251983643,92.9999542236,92.8503570557,92.7359161377,92.6281280518,92.9415893555,92.5604171753,93.1863861084,93.1130371094,92.2818450928,92.3500823975,91.8186798096,93.1988677979,93.3155517578,92.1056671143,92.5534057617
6249,93.45,94.130569458,93.8122177124,94.7885131836,94.6369018555,94.0604705811,93.3814544678,94.0851821899,94.3344116211,95.6443328857,94.1299438477,96.7796783447,93.9588775635,93.8506164551,93.5656738281,95.0042724609,95.0414123535,96.381362915,93.581237793,94.5638275146,95.6951751709
1723,126.52,104.121681213,104.160957336,103.5520401,104.071105957,103.754730225,103.74823761,103.804862976,103.826522827,104.451156616,104.193611145,103.840660095,103.701538086,103.868484497,103.648612976,103.934188843,103.488555908,103.276237488,103.45589447,103.551986694,104.717796326
150,93.67,92.0966110229,92.1526031494,91.9991836548,92.3611602783,92.5406265259,92.1894073486,91.8905334473,92.0462417603,91.7031936646,91.7235107422,91.7261047363,91.4558868408,91.4883575439,91.5964279175,91.6745529175,91.628692627,91.3712768555,90.5012207031,91.0398712158,91.0814819336
4453,93.1,94.2001800537,93.8737335205,93.6552734375,93.818862915,94.1003417969,93.6318283081,93.4380111694,93.5437469482,93.674911499,93.3082733154,93.1441192627,92.8654708862,93.2609558105,93.141998291,93.5736846924,92.9978103638,93.555809021,93.4926834106,93.1939620972,92.9625701904
5917,75.1,78.7842788696,78.4452514648,78.1159362793,78.612953186,78.8626861572,78.6285552979,78.4985809326,78.3282470703,78.589302063,78.6232452393,78.6064147949,77.6884460449,77.8819503784,78.3115386963,77.7772903442,77.8639755249,77.7138061523,77.7987060547,78.6223831177,78.4616165161
2064,89.75,92.8836669922,92.973739624,92.8985137939,92.6704177856,92.7831726074,92.9765777588,92.6421585083,92.8552474976,92.5693359375,92.8749771118,92.5328826904,92.8267364502,92.6234207153,92.6215362549,92.4080276489,92.8156280518,92.4758300781,92.2197799683,92.905090332,92.5961456299
6359,92.08,94.235244751,94.4261550903,94.4558105469,94.1758728027,94.3336181641,94.751083374,94.3023376465,93.8577270508,93.6231994629,93.673500061,94.2404937744,92.8903503418,93.6837844849,93.4342193604,94.1163635254,93.1080245972,94.1616821289,93.4396514893,93.6753997803,93.80909729
3775,106.79,103.75415802,103.93989563,104.113166809,104.208770752,104.033752441,103.993087769,103.967063904,104.040603638,103.813072205,103.777282715,103.907493591,103.603782654,104.192070007,104.164390564,103.583763123,103.658401489,103.862670898,104.018440247,103.435455322,103.876464844
922,116.6,116.381797791,117.411201477,115.559753418,116.332038879,117.446334839,118.149673462,117.518058777,117.828910828,118.076400757,119.130142212,114.531738281,119.888572693,118.28868866,118.35987854,117.879638672,117.903457642,117.406242371,118.867401123,114.670532227,119.093261719
1705,88.88,94.1928100586,93.7922363281,93.8883666992,93.8358306885,93.7467041016,93.9086227417,94.1747894287,93.7888183594,93.9645996094,93.6378479004,94.4922485352,94.5190124512,94.0348815918,93.9594726562,93.9473495483,93.9852905273,94.2305145264,94.6817016602,93.7807769775,93.6224212646
2247,88.8,94.2411193848,94.116645813,94.3283843994,94.1827545166,94.4595413208,94.1398925781,94.0973968506,94.2685928345,94.2178878784,94.2170562744,93.7712860107,94.1008911133,93.9375305176,94.1242675781,94.2976074219,93.7095489502,93.5016937256,94.1008148193,93.9114608765,93.6042022705
405,87.65,92.7617797852,92.9876251221,92.8017883301,93.1506881714,92.9067993164,92.6053237915,92.9498062134,92.4995117188,92.6604003906,92.6237030029,92.4556503296,92.1216659546,92.5295562744,92.0117645264,92.4172592163,92.6581344604,92.1987915039,92.1807250977,92.4701690674,92.359085083
4724,122.65,111.810394287,112.420219421,112.109169006,112.325401306,112.334220886,112.127693176,111.945022583,112.244094849,112.275466919,112.190193176,111.979751587,112.469604492,112.241569519,111.905639648,111.811187744,112.72996521,111.922348022,112.789825439,113.300079346,111.652206421
5267,109.49,112.001205444,113.736747742,112.447319031,111.978401184,112.18119812,112.242675781,111.998687744,112.692657471,112.322563171,112.138900757,112.451515198,111.708114624,112.31035614,112.369750977,112.481521606,112.132926941,111.992721558,112.031646729,111.952827454,112.493499756
441,115.67,106.100227356,106.564529419,107.16809845,106.993621826,106.061088562,107.343444824,107.00995636,106.679611206,106.562774658,106.836791992,107.496536255,107.676086426,107.127807617,106.140365601,106.422119141,106.524879456,105.789756775,107.178573608,106.437423706,106.922927856
1085,97.3,93.9451599121,94.7613067627,94.1069564819,93.8084564209,93.8137893677,94.1792907715,93.9436340332,93.8179321289,94.3546142578,94.6859283447,93.6901397705,93.8191452026,93.708732605,94.0642700195,93.9283447266,94.0208740234,93.7515182495,94.4776687622,92.969329834,93.532623291
3669,88.36,94.3525238037,94.1509094238,94.1066436768,93.9251556396,93.9185791016,94.9647979736,93.9413909912,95.0392227173,94.3645935059,93.6887512207,94.5957641602,93.2724990845,94.3844833374,93.3903503418,94.8461685181,94.6314697266,94.2249755859,95.1475753784,94.1235961914,95.8901672363
3160,110.33,111.875663757,112.038902283,111.518539429,111.426132202,111.617332458,110.965614319,111.662071228,111.341506958,111.670837402,111.417022705,111.351593018,111.140586853,111.337409973,111.588043213,111.00668335,110.407554626,110.802658081,110.328422546,110.419067383,110.823036194
7506,99.8,103.490722656,103.854682922,102.81942749,102.664657593,102.886451721,103.235084534,103.23576355,103.359786987,102.958770752,104.104362488,102.283859253,102.461677551,102.810340881,102.915489197,102.808311462,103.492477417,102.241920471,103.436302185,103.83164978,102.851325989
1926,115.73,118.55770874,115.802474976,118.246612549,116.297241211,115.687973022,114.653411865,115.950500488,116.740142822,116.324951172,116.66645813,116.72719574,115.29120636,115.906906128,116.204574585,115.66758728,116.084449768,116.508758545,116.287536621,115.193717957,116.856582642
3767,87.4,92.5158615112,93.1087188721,92.9967880249,93.427444458,93.1983108521,92.25440979,92.6361541748,92.9463882446,92.8833389282,92.9920425415,91.6836090088,91.9410705566,92.4565887451,92.6217193604,92.7878112793,92.2956542969,92.1107940674,92.0503616333,91.7292785645,92.727722168
