keras_MAE3_None_relu1,keras_MAE3_None_relu2,keras_MAE3_None_relu3,keras_MAE3_None_relu4,keras_MAE3_None_relu5,keras_MAE3_None_relu6,keras_MAE3_None_relu7,keras_MAE3_None_relu8,keras_MAE3_None_relu9,keras_MAE3_None_relu10,keras_MAE3_None_relu11,keras_MAE3_None_relu12,keras_MAE3_None_relu13,keras_MAE3_None_relu14,keras_MAE3_None_relu15,keras_MAE3_None_relu16,keras_MAE3_None_relu17,keras_MAE3_None_relu18,keras_MAE3_None_relu19,keras_MAE3_None_relu21,keras_MAE3_None_relu22,keras_MAE3_None_relu23,keras_MAE3_None_relu24,keras_MAE3_None_relu25,keras_MAE3_None_relu26,keras_MAE3_None_relu27,keras_MAE3_None_relu28,keras_MAE3_None_relu29,keras_MAE3_None_relu30,keras_MAE3_None_relu31,keras_MAE3_None_relu32,keras_MAE3_None_relu33,keras_MAE3_None_relu34,keras_MAE3_None_relu35,keras_MAE3_None_relu36,keras_MAE3_None_relu37,keras_MAE3_None_relu38,keras_MAE3_None_relu39,ID,y
88.0713272095,93.5909500122,89.7850494385,92.0092163086,93.6586837769,94.0272598267,92.8551177979,93.1869277954,92.0963134766,90.6177978516,91.4517440796,94.7294769287,92.4137649536,89.8857879639,89.885269165,94.1678619385,92.6018676758,90.6041488647,94.6057281494,93.5361557007,91.5351104736,90.8165969849,90.7119827271,88.7063522339,89.7815628052,89.4393463135,92.0472259521,92.2225341797,89.4068908691,92.0302505493,92.9546966553,91.0408477783,89.6412582397,91.3712615967,89.9485855103,92.0643005371,93.9911956787,97.8150100708,75,104.85
116.459289551,108.99282074,112.227455139,118.043037415,108.819076538,113.412231445,110.230834961,114.991043091,112.494392395,113.142822266,113.646736145,109.518417358,108.499885559,116.881530762,108.293075562,109.006385803,113.965301514,110.366569519,114.790992737,110.679954529,108.620391846,106.453872681,111.561073303,111.091094971,112.257324219,112.533050537,116.208297729,114.565834045,109.62412262,111.093284607,111.853179932,109.117500305,108.958320618,111.876121521,109.860961914,111.089881897,113.275245667,116.673904419,79,114.78
88.0470275879,92.5573120117,95.103477478,90.107460022,91.6674957275,93.8541259766,93.2058639526,92.7284088135,95.3818130493,88.7501296997,93.848449707,89.4571838379,93.1126403809,90.3307037354,91.3888320923,93.9151306152,91.3809814453,89.9361572266,94.2779922485,90.9319763184,93.2637329102,93.4275512695,91.8416137695,89.5164260864,93.7204055786,90.6513748169,87.4883804321,90.0102386475,93.534072876,91.9201812744,96.6162796021,94.6622238159,89.7478179932,92.158996582,90.4597167969,90.1656036377,91.2362060547,92.0772857666,80,91.56
98.2250289917,99.6351470947,104.119155884,102.367233276,100.290641785,102.249572754,94.5431747437,97.3438949585,100.127120972,99.4161453247,99.5197677612,104.321105957,102.733535767,101.870162964,107.346488953,102.93788147,102.395904541,98.3201446533,102.108848572,102.129127502,99.1075515747,101.940391541,105.991386414,92.6812210083,101.510375977,100.436172485,101.907455444,101.072486877,102.081840515,102.063995361,103.983551025,105.018768311,99.672454834,98.0220489502,102.205215454,101.814414978,110.395133972,100.463760376,81,98.16
114.413772583,109.224212646,110.25012207,110.639503479,110.199249268,112.170013428,107.117073059,108.651298523,112.235473633,110.274490356,111.533607483,109.270606995,114.128227234,111.922286987,108.945510864,111.788337708,114.980674744,109.199394226,106.513069153,110.792045593,112.953132629,112.922981262,111.527420044,108.700790405,112.771347046,112.142814636,112.076156616,106.3019104,111.632469177,109.201065063,110.02355957,107.746101379,106.371650696,111.429092407,106.133270264,113.262168884,113.067123413,113.999160767,86,117.31
73.2695770264,79.4680938721,76.8056945801,75.3440475464,76.8052139282,81.3932342529,76.4067459106,76.9882278442,76.4898223877,72.6935195923,78.4355392456,78.0012588501,79.7992858887,76.6393585205,78.549911499,77.1971359253,77.5131149292,78.8019104004,74.3622512817,76.1919021606,77.6691055298,77.6771697998,76.5771636963,76.0804214478,75.1979370117,76.1867904663,74.3073043823,75.6948394775,77.5007781982,75.3242034912,77.7276992798,76.8308944702,77.0925216675,77.3156204224,77.0263748169,74.7233200073,76.6687088013,78.1252746582,90,79.0
106.990699768,108.678596497,113.460716248,114.821159363,113.051010132,111.812698364,106.777336121,109.278236389,110.149261475,109.403060913,112.968383789,111.913986206,111.39414978,108.273712158,108.640792847,109.170066833,112.386123657,108.474617004,107.843460083,114.311889648,110.444862366,113.149559021,113.510498047,104.002975464,111.410591125,111.351264954,116.340621948,112.106414795,110.174545288,111.648292542,111.496452332,112.532051086,113.163475037,113.421165466,109.245681763,108.573043823,117.599609375,112.878181458,92,110.76
107.265960693,101.616882324,101.999481201,105.400489807,102.32157135,104.811721802,104.178337097,99.9908752441,99.4611206055,101.035827637,97.4297866821,100.890991211,102.222557068,99.9862060547,96.562713623,99.4715499878,96.8906173706,104.239601135,103.573829651,97.5120391846,101.416389465,98.0878143311,101.164985657,96.8715515137,100.917053223,101.94821167,101.97845459,103.913513184,98.5667419434,101.169311523,103.377365112,100.377059937,99.5857467651,98.4969024658,99.3639755249,103.154548645,100.723480225,105.354385376,100,101.44
94.2853469849,95.2479476929,93.5688552856,91.8008728027,92.8949356079,95.7881088257,100.160217285,96.0227203369,95.5283126831,92.6253890991,96.2818374634,95.809928894,96.6454772949,98.0433425903,91.6352615356,94.9953308105,103.613311768,92.6181259155,101.753334045,95.880065918,95.4300918579,92.5856781006,105.179229736,94.8295288086,101.398628235,98.8936233521,95.2318954468,96.1578521729,94.9655990601,93.1720581055,99.27684021,94.4323730469,94.1751785278,95.7366104126,94.2915649414,94.5938873291,95.595451355,95.0530471802,102,91.98
91.0866775513,96.2635498047,96.9129486084,93.7069396973,89.0536422729,93.8956222534,92.4458084106,92.7141799927,95.7310714722,91.9296417236,91.4396972656,94.9776229858,99.2884902954,96.793510437,93.533531189,93.5718688965,93.9557495117,94.4249954224,92.5360183716,92.3651199341,96.7806777954,94.1255950928,93.0744628906,94.9647293091,89.4927902222,94.7479248047,93.7659606934,92.420211792,91.8969421387,90.8704223633,89.7421951294,92.2608184814,93.8370361328,93.2889099121,91.9990539551,91.9933700562,95.7685470581,96.1825790405,106,98.08
109.667060852,107.896965027,113.988487244,117.210998535,109.311500549,113.572349548,104.905410767,109.097251892,115.444145203,108.672195435,113.537506104,109.90057373,116.014808655,117.474647522,112.855232239,108.731811523,114.648521423,115.450820923,117.316703796,110.285064697,107.429229736,110.578201294,112.364341736,104.66330719,108.06137085,113.817512512,112.590713501,112.934745789,109.311958313,111.229652405,111.868659973,111.19278717,110.800186157,111.23639679,109.759910583,106.008049011,113.583580017,116.494628906,107,139.2
86.3387374878,92.7018127441,88.8249130249,90.0493087769,92.8754730225,89.7692184448,90.5250701904,91.8723373413,90.2885818481,88.8277130127,92.2085418701,89.9398651123,94.5347976685,89.0451660156,90.1093063354,90.078125,91.3685150146,90.3665084839,91.1530303955,90.0219192505,91.516204834,90.087638855,91.6182785034,89.2769775391,89.5188522339,91.3104324341,87.9308166504,88.5640411377,94.5404510498,90.3340148926,94.9512329102,89.0009841919,93.5280761719,91.8296737671,87.9521102905,89.7266235352,93.341835022,92.0000152588,108,85.44
111.007736206,116.152816772,113.574073792,114.870491028,112.3723526,112.527687073,109.512657166,106.035835266,115.039176941,114.086479187,115.083473206,114.61844635,113.514350891,113.636047363,113.073120117,111.215644836,108.885948181,111.427360535,111.535713196,116.07157135,114.696533203,114.082305908,112.931335449,110.810630798,113.258872986,112.813980103,105.317092896,118.449111938,114.605583191,111.469848633,113.646949768,114.70728302,113.56917572,112.122810364,109.066650391,110.397453308,114.487129211,113.341567993,109,110.52
89.4792709351,92.0439453125,92.9258804321,90.525718689,91.3102645874,92.7343215942,94.1572570801,91.8889007568,93.681854248,91.4492645264,86.9196395874,88.6736907959,88.3751678467,92.242980957,91.7331390381,89.0395965576,92.2625732422,92.0955276489,91.397064209,90.0633239746,92.3828582764,92.7397537231,90.4157562256,90.9953994751,90.265296936,92.5491104126,89.8575515747,90.6679611206,90.3253326416,90.7247085571,91.4866485596,90.7638549805,90.313621521,89.8407058716,89.7503814697,90.1559829712,93.1979827881,90.8078689575,112,91.44
85.8013000488,93.1505432129,90.648475647,90.0389099121,91.7266769409,90.5112075806,91.8608703613,93.704246521,90.5310516357,89.9453735352,92.8881530762,90.330039978,95.1398773193,89.9257965088,91.4938735962,90.7494125366,91.9128723145,90.7489013672,92.5644302368,90.2043380737,91.0947036743,90.5147171021,92.0504608154,91.1497421265,89.6712722778,90.7915420532,89.9394454956,90.5542449951,94.9733963013,93.115814209,96.2520217896,89.3031997681,92.9459686279,92.1268081665,88.4421768188,91.9865570068,94.1033630371,93.2179794312,116,91.52
94.1888198853,97.6585159302,90.7021179199,97.7844924927,93.1151275635,97.7932739258,93.9625320435,96.0715637207,95.9115905762,93.3804855347,96.3004989624,96.4818344116,98.6341552734,95.5059738159,94.1169433594,98.1553192139,93.8462753296,91.438835144,92.895072937,96.1728286743,91.7778549194,95.2997512817,93.2806549072,94.4990615845,98.1009902954,94.2937164307,105.249732971,90.5246582031,89.0276412964,98.9373168945,98.62865448,94.5825881958,91.1641998291,93.6587905884,98.2238540649,96.0080337524,96.4766921997,101.900169373,118,91.59
106.849685669,105.947090149,108.728088379,110.445617676,108.491775513,110.220664978,110.231620789,107.206375122,111.07824707,109.067581177,113.048965454,105.340438843,112.379768372,105.212028503,105.347579956,104.342178345,114.069122314,112.588577271,109.314979553,108.57208252,108.455589294,104.030601501,109.212364197,108.245315552,110.31414032,110.158576965,109.800422668,105.581680298,108.91934967,108.392082214,109.467147827,105.770446777,109.945152283,109.613937378,109.51449585,104.984352112,115.692893982,112.223457336,119,108.0
