x_mselgY6_,x_mselgY4_,x_mse_expY3_,gblinear4_,xMSE45_4_,lasso_0.01_,xMSE45_2_,x_mse_expY5_,xMSE210_,xMSE420_7_,keras_MSE3_lg_relu,xMSE45_7_,x_mse_sqrY3_,gblinear6_,x_mse_sqrY5_,lasso_0.05_,x_mse_expY4_,x_mselgY5_,lasso_0.3_,I,xMSE45_10_,gblinear5_,gblinear3_,keras_MSE3_None_relu,lasso_0.5_,x_mse_expY6_,lasso_0.1_,xMSE25_,keras_MSE3_sqr_relu,keras_MAE3_None_relu,xMSE22_,keras_MAE3_lg_relu,xMSE420_10_,x_mselgY3_,xMSE420_2_,xMSE420_4_,x_mse_sqrY4_,x_mse_sqrY6_,ridge_20.0_,ridge_30.0_,ridge_40.0_,ID
118.929100418,119.371723175,112.974960899,115.592061043,116.269592285,118.036929461,115.574996694,114.703673744,117.066309166,116.811034266,120.856062036,116.44763031,119.318524742,115.490621376,120.096640396,116.426628664,113.940909577,119.398995018,114.267255328,22.0,116.660038884,115.593460655,115.538348198,118.841885215,113.470117145,115.294283676,115.689253381,117.130225372,117.8601277,116.353201414,116.869482613,117.262140174,116.92102623,118.554428482,116.032664108,116.656758245,119.416849899,119.163047218,117.940448362,117.909757133,117.87802866,22
99.2077297211,99.0001743317,93.5378627777,103.780263329,94.8906046549,97.8186074867,94.0864311218,98.1057886124,97.6978851318,95.8136587779,101.07818985,95.9000062307,98.870524025,103.756808472,100.48220005,93.5773534834,95.1988218308,99.3141370773,93.6412753283,23.0,96.7380626679,103.69295311,103.693543625,100.446173819,94.2436030453,101.326473999,93.2378702895,95.3926834107,102.161435378,96.4443939611,94.3898275375,97.7898095784,96.4797373454,97.8905204773,93.662759908,94.4166758219,99.4690824509,99.854148674,99.0508674576,98.4008444332,97.9512917518,23
94.7186605454,95.4193025589,94.2559299469,99.4234453201,93.4355714162,96.4346566099,93.9946910858,96.0711275101,94.5971883774,93.0306131999,94.633563393,93.0533536275,95.6736385345,98.762537384,95.7734809876,97.3861345732,94.6932216644,95.0798269272,98.0353643447,26.0,92.6908795675,98.8138771057,99.058767891,93.5714334187,98.8504183952,97.7857625961,97.977734757,94.5890567779,94.1708568774,91.5963399787,94.8757131577,92.7126290171,92.8530985514,95.3195259094,94.0032733917,93.5339261373,95.5827476501,95.0384881973,96.2224936595,96.2889191587,96.3507333618,26
93.9618877411,94.2459854126,93.2965515137,100.079065132,92.8854752859,94.884197068,93.0627231598,95.1016975403,94.6044834137,92.7221141815,94.5741516916,92.9634148916,94.7321550369,100.214327431,94.89650383,93.3798388185,93.9142139435,94.1820732117,93.224240603,28.0,92.8889470418,100.053598404,100.129103661,93.4480512519,94.1254930664,96.3342840195,93.3247004331,94.5526760101,95.0772630792,92.6918407239,94.2656558991,93.3700509322,92.6650001526,94.0825191498,93.0040075938,92.7895064036,94.8987257004,94.5348072052,96.439469913,95.7858050474,95.3739637782,28
97.315603447,96.8852352142,93.2799583435,103.781967163,94.8294506073,97.8165716804,94.0555184682,94.3647317886,97.6978851318,95.6813846588,101.078180213,95.8611780802,96.748636055,103.758562851,97.8757352829,93.5756556517,93.6124761582,97.2626882553,93.6395475337,29.0,96.6936758677,103.694683075,103.695277596,100.446179842,94.2418984935,95.5352235794,93.2361778914,95.3926834107,102.161460475,96.4444066098,94.3898275375,97.7898282503,96.2533782959,96.2548196793,93.6151012421,94.337928009,97.2279947281,97.7015481949,99.0491142694,98.3990664072,97.9494984136,29
96.4279930115,96.1147016525,93.2478738785,103.783058166,94.7885375977,97.8151499512,94.0514400482,93.8809745789,97.7654155731,95.6277289073,101.076859725,95.6742954254,95.9255393982,103.759682274,96.7058872223,93.574427988,93.4303543091,96.310390091,93.6383045678,33.0,96.4360454559,103.695788574,103.696382523,100.44549942,94.2406609135,94.8769578934,93.2349497812,95.3962896347,102.160200822,96.4445477536,94.3898275375,97.7898794475,96.2483591715,95.6724313736,93.6172894796,94.3163824717,96.282088089,96.5696037292,99.0478674291,98.3977976186,97.9482145969,33
93.9899774551,94.5806646347,93.8633331299,96.6939102173,93.3384789785,95.6238185868,93.706176122,93.7485427856,94.1663492203,92.9023203532,96.6097683153,92.9290641785,94.6630363464,96.5210653305,94.4570686341,95.5454334108,93.6405208588,94.2914686203,94.6828281304,35.0,92.6859029134,96.3965833664,96.5471630096,95.3773544713,95.153127777,94.3121988297,95.3978346986,94.255834198,96.1388134203,93.8737343236,94.7260385513,94.433979436,92.5859288533,94.6247787475,93.7371119181,93.3110376994,94.4895278931,94.0459291458,96.2324527231,96.0242327571,95.8876632674,35
95.9827301025,95.5960359573,93.2097883224,100.531528282,94.9048014323,96.9393003314,94.075699997,93.2270606995,97.6223945618,95.8809921265,98.6035873011,96.0450244904,95.3341659546,100.771376228,96.112279129,93.5740809686,93.2089508057,95.7670373917,93.6370640417,41.0,96.8980684916,100.764468193,100.625406265,98.6523449546,94.2374378314,93.5400922775,93.2348413281,95.4176393509,98.2907530132,95.673798009,94.4023874283,96.3605017411,96.5127417247,95.1332929611,93.6631375631,94.432584254,95.6816244125,95.9929857254,97.5149002681,97.1207141399,96.8393408625,41
92.6750528335,93.0970502853,93.5455711365,96.4377685547,92.8725985209,94.2919170194,93.2569478353,93.3524736404,90.8732303619,92.4493502299,92.4015934593,92.456185023,93.557244873,96.577645874,93.2115737915,94.2135678303,93.4018915176,92.8706823349,93.9880339055,42.0,92.0262265523,96.545450592,96.5073646545,93.7246802481,94.4059953746,93.3709499359,94.2007820349,92.4919246674,93.0209748118,91.0673791986,94.0620193481,91.7521225779,92.1293066661,93.250869751,93.1838923136,92.8100129445,93.3330263138,92.7957885742,94.5432378425,94.5068646382,94.4882106142,42
116.317937088,116.363913155,113.445593452,118.36989212,116.628987503,117.974456347,115.981508255,116.258114815,117.798108864,117.065413157,121.335268723,117.540336863,116.556388664,118.388464546,117.0082304,116.74120276,115.086426735,116.452415466,116.161320107,43.0,117.939138285,118.425392532,118.388591957,119.295455531,115.185014884,117.248163224,116.406628967,117.206410408,118.507489054,116.471855164,116.331204033,117.511880373,117.259328079,116.09084816,115.606659317,116.460627747,116.815301704,116.753795242,118.277416533,118.170888938,118.096919978,43
103.730197906,103.689513016,103.564777374,104.933123398,103.585855484,104.150898118,103.520530573,103.19753437,103.278479385,104.160066732,105.150639584,103.83452123,103.597224999,105.192361069,103.954656982,104.366517418,103.29081974,103.833182907,105.500818588,45.0,104.118865204,105.110584831,105.0607687,104.469419781,104.679998831,103.330273819,104.892164116,103.015738678,104.693225058,102.189014636,102.350322533,103.827433737,104.457129415,103.609217644,103.755576706,103.756727091,103.690780258,103.773553276,104.35628027,104.477031198,104.552372848,45
103.082252312,103.288141441,103.570464706,104.014209557,102.392202759,101.943541313,102.983539327,102.843898773,104.078086281,102.438187154,103.552932137,102.428644307,103.286246872,103.403171158,103.1653759,104.35276563,103.126952553,103.192524338,106.743847486,46.0,102.636514409,103.759856987,103.513134384,102.521685751,106.534558987,102.798753357,105.352686402,103.93307457,104.495645824,102.717929238,104.23233242,103.565751126,102.7898393,103.420065307,102.903092066,102.432322693,103.125827599,102.955246162,101.821652902,102.034444235,102.241055758,46
93.7416362762,93.9897153854,94.2072252274,94.2218914032,93.7071999868,94.573239739,94.0982461294,93.6369693756,94.2551807403,93.4867015839,93.6660768609,93.3855623881,94.2618516922,94.121395874,93.9916191101,95.2225099911,93.8681678772,93.8387626648,95.7952519437,51.0,93.1586062113,94.1459554672,94.1680885315,94.2186996058,95.6101750054,93.580301857,95.4817193836,94.2472141266,93.9302089089,92.8419410304,94.9094629287,93.2870611893,93.3901330312,94.1692928314,94.204781723,93.8046848297,94.1081775665,93.7860713959,94.3387145453,94.4233081499,94.4932158083,51
81.0642134667,82.0607158661,92.3544422149,87.6493824959,82.6365239461,80.9561469792,83.3586671193,90.3474643707,78.8540473938,82.0329884847,77.7240122745,81.877624766,83.7339145661,87.4454241753,82.7300962448,83.4358533751,91.440867424,81.7134334564,89.564706824,53.0,81.8621302287,87.6620311737,87.6243556976,78.712144149,90.6618419985,89.0990495682,85.9595981804,79.1825446129,78.0700065211,77.103306419,80.7973189354,77.2775555661,81.6056849162,82.6365369797,82.6268732707,82.3600578308,83.1772768021,82.0272601128,83.4500987703,82.7827255585,82.440898542,53
111.807668114,112.121847725,111.007877731,113.689628792,112.577524312,115.916463082,112.561835607,111.933717537,113.589647865,112.939039103,113.26760282,112.578943634,112.399067879,113.641878319,112.426384354,113.717452934,111.406777382,112.060560608,111.172244389,55.0,112.852751287,113.620528984,113.693456459,114.462920741,110.262625373,112.530943108,112.628701459,113.291962624,114.567859047,112.364151402,112.886021233,113.706672468,112.995185598,112.084524727,112.871543884,112.879064941,112.379189873,112.038233948,115.133115636,115.169731437,115.154943299,55
93.2853660584,93.6257926941,94.6182617188,93.3505001068,93.8830137889,93.4013592143,93.7803212484,94.2032049179,93.734866333,94.1501513163,95.6474731847,93.5102174123,94.0242801666,93.3116233826,93.7986679077,93.6793551811,94.3624475479,93.4460882187,95.8380069323,56.0,93.2266937256,93.3091968536,93.3426589966,94.8322304173,96.9235651388,94.0458763123,94.2244946997,94.6051071167,94.9112046894,93.4903616654,95.0881210327,93.9070203681,93.8623405457,93.7549282074,93.8425337474,94.235880661,93.929860115,93.5076360702,93.3970041263,93.5124552672,93.6321149847,56
104.085210419,103.98957119,104.734060288,103.143946075,104.285288111,103.329542309,104.677405167,105.407470131,103.967109108,104.218773524,104.58566485,104.111646016,103.92009716,103.612823486,104.317857552,105.208350604,105.353634453,104.053367806,105.389952518,57.0,103.979338837,103.444674873,103.335853958,105.230406912,105.096402982,104.719877052,106.364008358,103.829967117,105.258625432,103.080106635,103.993933678,104.72822631,104.064426422,103.965332985,104.629854711,104.338957977,104.032104301,104.001370811,104.063933491,104.132965279,104.22163028,57
93.8845268249,94.282651329,94.1087471008,94.2273014069,93.8311971029,94.8604269027,94.2585601807,93.4685958862,94.0516208649,93.4726362864,95.4830998872,93.366051356,94.4869287491,94.2178260803,94.1205783844,97.3355490142,93.7377342224,94.1136569977,98.3378446146,58.0,93.2615549723,94.1888313293,94.2187252045,93.6038852491,99.0053151976,93.4013458252,97.7250454795,94.3269926071,94.587106002,93.5507180063,94.916901207,94.001844105,93.2385349274,94.456083107,94.2445674896,93.7265878042,94.265990448,93.9274204254,94.5277634593,94.6477028826,94.7778185037,58
103.870011139,103.813227654,103.431473732,101.598920441,103.183205541,104.16689185,103.216424052,102.630237198,105.176878548,103.09095281,106.183812593,103.109363174,103.723213005,101.566995048,104.022735977,105.827463578,102.9058815,103.851758385,104.886468991,59.0,103.498761622,101.541959572,101.488224983,104.116056342,104.669619802,102.605015183,106.120385428,104.561976242,105.724263844,102.953936727,104.205902862,104.523378473,103.312816238,103.792411423,103.137536112,103.015405273,103.782845688,103.913005829,103.708452232,104.092048466,104.394299879,59
111.737465858,111.918099213,111.811833,112.458450508,111.767885717,113.16161202,111.935963821,113.36848011,111.85162468,111.763360341,113.267662048,111.540027491,112.11393547,112.624804497,112.327906227,113.62574617,112.881252289,111.822167778,113.600853509,63.0,111.604724375,112.580513191,112.550171089,113.873323943,113.251461109,114.10716629,113.992362465,111.859102249,113.238657299,111.861045034,112.090195847,113.007053777,111.525711441,111.778063774,112.216444524,111.925904719,112.061242104,111.96461525,113.049086184,113.168069069,113.24296078,63
94.1095508575,94.2280534744,93.8895399094,94.392583847,93.527388382,95.4752152643,93.9362106323,93.389163971,94.2637014389,93.087586085,93.7258493524,93.2484889984,94.3032049179,94.4948238373,94.1391588211,96.2808149554,93.5318597794,94.1421239853,96.456667483,64.0,93.0255976359,94.4977121353,94.4364391327,94.3798498856,96.5487305677,93.4304235458,96.6946888911,94.2972816467,94.4557922765,93.5380538137,95.0466335297,93.9326691878,92.9808050792,94.3000717163,93.9383509318,93.506464386,94.1887783051,93.9639799118,95.3964376863,95.4722359577,95.5510275502,64
106.062421417,105.723146057,104.498764229,102.936800766,105.901424789,105.364447362,105.031076431,104.309508514,107.365379334,106.316041183,106.285166891,107.022173182,105.572756195,103.272114372,106.382537842,106.385386849,104.210539818,105.990770149,105.239768518,65.0,107.205830256,103.125557709,103.0946455,107.006360506,104.651321201,104.896044731,106.197398107,106.205721283,107.190779837,105.922090229,105.575012016,107.142596998,106.768551,105.371899986,104.995292155,105.565926743,105.825610542,106.158174705,105.026887248,105.140923457,105.234795531,65
92.9599687576,93.5406679153,94.0031352997,92.6669143677,93.0727816264,94.6628426759,93.974569575,93.3874408722,92.8349327087,92.2965370178,92.0277394747,92.2774402618,93.9245409012,92.55773983,93.3055957794,97.790237193,93.5980154037,93.2302724838,99.4425210862,69.0,91.6050767263,92.605579567,92.6599905014,91.1104768452,99.8417609963,93.395029068,98.5505445558,93.6362230301,90.6188386616,91.1641771417,94.6148674011,91.048966458,92.0715918223,93.9046707153,93.9424650828,93.1239092509,93.5623046875,92.8847421646,93.6343340036,94.0058211042,94.3063319788,69
94.9132167816,95.0760643005,93.9857521057,98.2733610153,95.021898524,97.1252014982,94.8187291463,93.7090543747,96.9168825149,95.3337214152,96.4931989971,95.2641474406,95.0516115189,98.094811058,95.0879411697,97.7429422175,93.7175121307,94.9936807632,99.2284223318,71.0,95.6894797007,98.1553432465,98.2186655045,96.9211494044,99.3162153644,94.0664772034,98.5854519388,96.1063020706,97.3843544408,93.5226004751,96.0357154846,95.1315403988,95.5422255198,94.968507576,94.9794780731,95.0504285177,95.0219221115,94.8559501648,97.1358561076,97.2242968166,97.3030983869,71
103.895137024,104.183890343,104.618432808,100.767864037,103.338581339,103.139411267,103.722149658,103.747637749,103.364253807,103.050263087,104.314292908,102.926764043,104.166809463,101.113786888,104.037013435,106.651053083,104.114457703,104.053064537,108.274198061,72.0,102.714540609,101.035669518,100.887648583,103.11110105,108.283764098,103.489486122,108.184167093,103.893304634,103.488009603,102.352627001,104.681071282,103.793253246,102.812889608,104.337209129,103.834895325,103.386897405,104.091703224,103.837185478,102.9254277,103.292910185,103.606586915,72
93.4953111648,93.879611969,93.8334814072,92.3557575226,93.5024367015,94.2179249882,94.0756329854,93.3142591476,93.5430124283,92.9109078725,93.5936877602,92.975058492,94.2328243256,92.2754802704,93.8769817352,95.0944319154,93.4828603744,93.7085588455,95.6474347682,73.0,92.6136852264,92.2899618149,92.2990083694,93.6715662103,95.6723260107,93.3143259048,95.7998314732,94.1583408356,93.5367658515,92.2554584302,94.7935085296,92.5754121479,92.8136979421,94.1356489181,94.1013587952,93.4984054565,94.0276380539,93.5489404678,93.3109711847,93.4840845657,93.6212849149,73
103.981658745,103.888105011,103.495391273,101.804711723,103.184695053,103.982282964,103.253435135,102.694798279,105.348287201,103.100577799,106.409739645,103.118661118,103.773499298,101.762635803,104.037819862,105.916392201,102.971130371,103.911313438,105.121485603,76.0,103.550613785,101.717432976,101.678730202,104.258932816,104.854080033,102.660870361,106.316796677,104.50789032,105.727258582,102.86009136,104.145184899,104.361057281,103.320517349,103.851740265,103.194782766,102.995783997,103.845321274,103.91611557,103.566513987,103.935154968,104.231962191,76
103.147506523,103.33768177,103.664218521,104.953300858,103.120437241,108.145533404,103.170291392,103.246463585,102.98345356,102.98817482,107.139903821,102.99452006,103.40851345,105.520804787,103.275377846,106.693182147,103.340253067,103.254784775,105.2340958,77.0,102.985005951,105.374695206,105.205295372,107.105384425,105.157949431,103.466021919,106.109712386,103.627800178,108.475825862,105.585177171,104.20365181,107.43990607,102.940349197,103.580649185,103.291967901,102.950185903,103.298309898,103.083008957,108.03378891,107.751551303,107.55174954,77
114.158944511,114.555198288,112.420362854,114.695653153,114.43372612,114.683135297,114.786049652,112.956152344,113.571101189,114.689681117,117.360891844,114.093690491,114.859868813,114.955007553,114.559074592,115.349030178,113.064261055,114.437111092,112.688595079,78.0,113.795376841,114.890006065,114.804541206,116.131348459,111.922969899,112.873210716,114.37618924,113.330767632,115.240417681,115.338581888,114.125503921,116.303653717,114.553153865,114.652337837,115.369873174,114.994855245,114.674876213,114.170344925,114.872063485,114.7683082,114.731677827,78
93.6403152466,93.973343277,93.8364128113,94.1337282181,93.8801099142,94.722523942,94.1632161458,93.3831766128,94.1296915054,93.6339941661,94.771660855,93.4985964457,94.2832157135,94.1146959305,93.9911848069,95.2709870228,93.5026720047,93.8261707306,95.5374043048,82.0,93.2170564016,94.1024126053,94.1284198761,95.073758577,95.5592728226,93.4814971924,95.7426192683,94.318980217,94.788086339,93.323856153,94.716324234,93.6693006817,93.5436121623,94.178486824,94.2369337718,93.8807865143,94.1195087433,93.7123140335,94.7266708308,94.7970509428,94.8551801271,82
106.051321793,105.705909348,104.498764229,102.941900635,105.898650996,105.358335851,105.008399963,104.309508514,107.266162109,106.305730565,106.285175123,107.070460765,105.562556458,103.277357292,106.35585041,106.380285022,104.210539818,105.971469498,105.234574242,83.0,107.266956075,103.130736733,103.099829483,107.0063591,104.646199817,104.898340225,106.192311397,106.130998802,107.190777427,105.92209043,105.485022163,107.142599006,106.744563929,105.361001396,104.96484197,105.54118042,105.805431747,106.137237167,105.021619443,105.135581302,105.229407521,83
93.8373271942,94.1197416306,94.306508255,94.9549972534,93.7200731913,94.9688536379,93.981428655,93.8069898605,93.6973573685,93.7974213918,94.0146590785,93.7378122965,94.3549219131,94.9598892212,94.1795940399,96.4666837983,93.9184257507,93.9302146912,97.3761486975,84.0,93.9489256541,94.8474258423,94.9039718628,94.4101917869,97.4641593315,93.7739925384,96.9366737894,93.984986496,95.3168328938,93.5258076316,94.8894609451,94.5496324238,93.8925023397,94.1580629349,94.0411128998,93.7665126801,94.2268121719,93.9689977646,94.4470309654,94.8752059216,95.2289594316,84
103.222617722,103.391090011,103.642448998,103.589809418,102.554981486,103.995940201,102.980866623,102.862848664,103.366022491,102.67677803,103.95475227,102.459692129,103.396738624,103.581602478,103.321303368,104.663850125,103.158528137,103.290045357,105.734157021,85.0,102.475602977,103.553263092,103.589551544,103.729367708,105.393413495,102.867393684,104.963476111,103.647260666,105.084925802,101.332189058,104.13749752,103.046539307,102.590040843,103.513129234,102.988520686,102.706699753,103.271537018,103.158195114,103.421195102,103.491439229,103.570364522,85
