ID,y,x_mse_sqrY3_0,x_mse_sqrY3_1,x_mse_sqrY3_2,x_mse_sqrY3_3,x_mse_sqrY3_4,x_mse_sqrY4_0,x_mse_sqrY4_1,x_mse_sqrY4_2,x_mse_sqrY4_3,x_mse_sqrY4_4,x_mse_sqrY5_0,x_mse_sqrY5_1,x_mse_sqrY5_2,x_mse_sqrY5_3,x_mse_sqrY5_4,x_mse_sqrY6_0,x_mse_sqrY6_1,x_mse_sqrY6_2,x_mse_sqrY6_3,x_mse_sqrY6_4
2979,16711416158.1,93.8234558105,94.136756897,94.2687835693,94.4465789795,94.6744689941,94.0739593506,94.7275161743,95.3673782349,93.5852584839,94.1481170654,93.9175109863,93.5607376099,94.2495422363,93.8642349243,95.3713607788,95.1460571289,95.0816345215,94.1294784546,95.5345458984,94.6293563843
6302,23870474458.7,103.316696167,103.642448425,103.544891357,103.303359985,103.197036743,103.452041626,102.99798584,103.182136536,102.761924744,103.698028564,103.277618408,102.886222839,103.243598938,102.865142822,103.046867371,102.860145569,103.130279541,102.7914505,103.592506409,102.985771179
3035,18740430598.2,109.47858429,108.392219543,107.305130005,108.58530426,107.341880798,107.068443298,106.99760437,108.697792053,108.858840942,107.665840149,107.100219727,106.353004456,106.754814148,106.280845642,109.143821716,105.872817993,106.572067261,106.777870178,106.303642273,107.200363159
8226,7697580368.71,101.766265869,101.653160095,102.087600708,101.695014954,101.787322998,101.882751465,102.055343628,102.07334137,101.621551514,101.778739929,101.637550354,102.366569519,101.650138855,102.480499268,101.10761261,101.352333069,102.035629272,101.165962219,102.079078674,101.796226501
5893,1.09287061237e+11,111.49256134,111.512763977,111.481300354,111.345207214,111.446731567,111.311882019,111.399559021,111.652008057,111.816947937,110.913734436,110.591545105,110.971977234,111.463645935,110.867980957,111.161209106,110.639213562,110.39743042,111.284896851,110.775878906,110.770980835
6299,51817468108.2,93.8173370361,93.3674926758,93.2867431641,93.5380096436,93.410949707,93.4203567505,93.3063659668,93.3384475708,93.5681533813,93.5890579224,93.5320129395,93.6820983887,93.4223632812,93.6176223755,93.172744751,93.4906463623,92.8867874146,93.165184021,93.5495223999,93.7135543823
4438,2424162844.87,94.1956329346,94.0509262085,93.7596511841,94.0582504272,94.0080718994,93.3958892822,93.6936340332,93.9372024536,93.5369415283,93.2963790894,93.3651885986,94.179473877,93.8845214844,94.242767334,93.8474502563,94.4563827515,94.3345031738,93.7126693726,94.3964614868,94.1793441772
4846,28425458352.8,93.6439437866,93.6521911621,94.0464096069,93.1454315186,93.460144043,94.7594146729,93.8605880737,93.0978469849,93.9709243774,93.1725616455,93.0755844116,93.7253036499,93.0657043457,92.7886123657,93.112663269,93.6048202515,92.7785644531,93.2196655273,93.2621917725,93.3720245361
7582,18490013398.8,109.498344421,109.554634094,109.476531982,109.932159424,109.38445282,109.476913452,109.837104797,109.779884338,109.783378601,109.283874512,109.673294067,109.109176636,109.47315979,109.149261475,108.8565979,108.606872559,109.36882782,108.69631958,109.333129883,109.231178284
7947,11450566397.0,101.228782654,101.504524231,100.9453125,101.368881226,101.321357727,101.546424866,100.984695435,101.065826416,101.062431335,101.232757568,100.70111084,101.089584351,100.700172424,100.795127869,100.574630737,100.841644287,100.149269104,101.022041321,100.663040161,100.892539978
2471,2406381645.07,94.1581115723,93.7934341431,94.0599746704,94.1910247803,94.1212463379,93.760887146,93.575088501,94.0522384644,93.5523605347,93.9578323364,93.5490570068,94.4883270264,93.6561813354,93.890586853,93.7698669434,93.7532043457,93.5052490234,93.6938934326,93.3493881226,93.2999954224
1481,36175035922.4,111.311820984,111.551498413,111.397666931,111.445358276,111.389892578,111.536651611,111.494255066,111.641830444,111.44216156,111.34539032,111.022636414,111.888595581,111.511131287,111.434387207,111.793792725,111.523979187,111.527610779,111.083557129,110.516700745,111.357124329
6720,2709699147.0,93.4538345337,92.847694397,93.2685470581,92.8297348022,93.1756591797,93.1787643433,93.2793579102,94.3005828857,93.0281677246,93.6338272095,92.6665267944,93.5386886597,92.8527450562,92.4990463257,94.0634460449,92.6680755615,93.2161254883,93.9330062866,92.404083252,92.3196716309
1304,25258268083.5,111.507041931,111.898139954,111.518707275,111.293754578,111.878372192,111.575958252,111.372825623,111.209533691,111.343696594,111.400886536,111.588951111,111.932746887,111.948143005,111.159072876,111.482009888,111.962005615,111.370124817,111.436637878,111.718101501,111.506759644
1618,5023783012.41,94.8960571289,95.1721801758,94.9177246094,94.7019348145,95.027557373,94.4827651978,95.2685699463,94.8093261719,95.015663147,94.927444458,94.6962356567,94.7863769531,95.3927307129,94.6600494385,95.0720748901,94.8655548096,94.9734420776,94.515838623,94.9245223999,94.7354049683
5412,5681802681.56,94.0190048218,93.7422180176,93.9342651367,94.3458786011,94.0067367554,93.6931762695,95.2273712158,94.3781509399,94.0964508057,94.1829147339,93.3519744873,94.9204940796,94.5333862305,92.9188690186,96.2607116699,94.9598388672,95.1433792114,93.2833023071,94.8572311401,93.4780807495
8018,2310787068.9,91.2309417725,91.389175415,91.3839111328,90.9661865234,91.0524902344,91.0571517944,91.2498321533,91.0185852051,91.7729797363,91.4418411255,90.9876174927,90.7560119629,90.5949325562,90.7506942749,90.1085205078,90.8589782715,90.3273162842,90.7934646606,90.5615310669,91.0146942139
4166,5187247295.85,94.7304153442,94.8496704102,94.3098983765,94.3691635132,94.5287857056,94.5736999512,93.8055343628,94.390625,93.97315979,94.6229019165,94.4035186768,93.6920318604,94.1877822876,94.2561950684,94.3816146851,94.2728042603,94.3166275024,94.1352920532,93.5432281494,94.2828216553
4544,47490850669.4,112.352363586,112.006874084,112.216667175,112.053672791,112.415435791,112.284080505,111.83972168,111.8489151,111.937469482,112.083641052,111.575050354,111.979568481,111.682235718,112.514549255,112.108413696,111.541664124,111.522087097,111.602088928,111.126861572,111.291397095
8337,553346538.79,77.0414276123,76.9592666626,77.3963394165,76.7827377319,77.13646698,76.7969818115,76.7920684814,76.6599960327,77.2517776489,77.3931503296,77.1719818115,77.2436828613,76.9223556519,76.9007644653,76.5849685669,77.006362915,76.6969223022,76.7877883911,76.7977523804,76.7338790894
762,5648366743.35,93.1551132202,93.1419830322,92.91355896,92.8963470459,93.3654785156,93.2237701416,92.7579498291,93.1005706787,92.7037887573,93.3506469727,92.8554458618,92.888923645,93.0128479004,93.5100784302,93.2511978149,92.1303482056,92.1660842896,92.3475265503,92.5423278809,92.914604187
4923,3985848792.14,96.0054244995,95.4215316772,95.4499282837,95.0978012085,95.784034729,95.533706665,95.2889404297,95.5665588379,95.4195022583,95.6244659424,96.0859375,95.3799667358,94.4329681396,95.451789856,95.6813583374,95.9527282715,94.8714447021,95.9676437378,95.3423461914,95.4650192261
3383,21263406226.1,104.759338379,104.518104553,104.578384399,104.512390137,104.290161133,104.626899719,104.555549622,104.587280273,104.965530396,104.450592041,104.337791443,103.820075989,104.375183105,104.737083435,104.203033447,104.495895386,103.869132996,104.395721436,104.115341187,104.194252014
2016,18531525859.5,104.200271606,103.89176178,104.189422607,104.098876953,103.827400208,103.635726929,103.500320435,104.036300659,104.048942566,104.040031433,104.182807922,104.320510864,103.998039246,103.825149536,103.7710495,104.083114624,104.181465149,104.12323761,104.249687195,103.785560608
6705,24297797482.2,104.930130005,104.975952148,105.486915588,104.316574097,104.802856445,104.121429443,104.97644043,104.120048523,104.053283691,103.912101746,104.662704468,104.01260376,104.307189941,104.482696533,103.314819336,103.639823914,104.507850647,104.274734497,104.745201111,104.472343445
6280,3445840840.9,93.8342590332,93.6409301758,94.3716659546,93.5458145142,93.8090820312,93.650642395,93.6731414795,95.2961044312,93.0422821045,94.7688827515,93.8437042236,95.251739502,93.3947525024,93.0643539429,95.6220932007,93.1594161987,94.0453414917,95.3468475342,93.8641052246,94.213973999
1163,7842289760.5,93.9475326538,93.9617156982,93.5191955566,93.9232788086,94.2217712402,93.37474823,93.9650039673,93.2062225342,93.5308532715,93.9186019897,93.5414581299,93.2440109253,94.3650741577,92.7567062378,94.4255599976,92.5948791504,92.8437576294,93.984588623,93.1280899048,94.4587173462
4725,4318685478.34,94.876159668,94.8776473999,94.820602417,95.3080596924,94.7063369751,95.1217956543,94.7802429199,94.9317703247,93.7365493774,95.603553772,94.8027114868,94.7386016846,94.0686264038,94.3969039917,94.8383407593,93.724395752,93.9014358521,94.7746353149,94.9746856689,94.3541564941
3160,31901333185.2,111.899734497,112.180038452,111.84740448,111.925743103,112.142951965,111.810493469,111.663269043,111.595825195,111.447631836,111.251945496,111.139831543,110.818740845,111.043716431,111.056182861,110.878684998,110.699966431,111.200386047,110.753013611,110.995201111,111.091621399
3451,24759856359.7,111.914039612,111.917472839,111.636184692,111.584114075,111.690444946,111.376106262,111.879295349,111.497459412,112.012527466,111.640640259,111.686187744,111.652084351,111.188240051,111.623390198,112.001625061,111.398895264,111.308403015,111.230621338,111.196601868,111.164764404
3918,7897223429.71,94.147064209,93.9164047241,94.5852203369,93.6911468506,93.8150482178,94.1669616699,93.5681533813,93.893951416,93.9383087158,93.2821044922,93.1640548706,92.9983291626,93.3527984619,93.705619812,93.9734573364,92.5046615601,93.1590881348,92.8657226562,93.144859314,93.2430343628
2722,8477007031.02,105.699905396,105.987930298,105.161605835,105.014076233,105.396217346,105.942886353,105.793014526,106.293884277,106.366241455,105.922355652,106.557434082,105.872596741,107.42124176,106.48613739,106.610168457,106.535324097,106.416099548,104.960121155,105.132537842,105.418457031
5216,16524227212.9,93.9845504761,93.2583236694,93.573890686,93.1372756958,93.4199447632,93.4893722534,93.2906723022,93.3144378662,93.382194519,93.4404144287,93.466468811,93.3699798584,92.7532119751,93.5924682617,93.7723770142,92.9536972046,93.8678131104,92.240776062,93.1425552368,93.3116531372
6656,30733480048.7,110.646072388,109.429237366,110.469108582,110.90234375,111.243087769,108.690513611,110.279441833,110.903587341,108.622810364,109.705337524,109.68056488,111.190490723,108.68914032,109.736099243,108.901931763,109.312469482,108.943954468,108.621543884,108.832954407,108.716384888
1623,32787065198.1,103.441429138,103.234375,102.893325806,103.132423401,103.261917114,102.926856995,103.393753052,102.953582764,103.026306152,102.944740295,103.153541565,103.338020325,102.876068115,102.85710907,102.881217957,103.003517151,102.842506409,102.996864319,102.558235168,102.976264954
1881,8092403193.87,94.9275360107,94.7288894653,95.1963500977,94.7362213135,94.7651290894,94.3091583252,94.5859298706,94.3930130005,95.569229126,94.7034072876,94.2492828369,94.408782959,94.8193740845,94.8628005981,95.370765686,94.5790481567,94.528503418,94.2856750488,95.0142440796,94.3778381348
3588,419415625.183,78.047706604,78.7374954224,78.6707229614,78.6551742554,78.3928451538,78.568977356,78.9145584106,77.6980819702,78.165397644,77.6969070435,76.9951095581,75.9649734497,78.3247528076,78.6111984253,78.2283630371,77.7987213135,77.0982437134,77.4328536987,77.819519043,76.7641067505
4972,2859004820.26,94.083114624,94.1005401611,94.4238510132,94.0029525757,94.0228652954,93.4650115967,93.9409561157,93.5369949341,93.5579910278,93.335899353,92.7094268799,92.2308273315,94.0876846313,93.0537414551,92.750328064,92.259552002,92.2399139404,92.4528045654,93.3639907837,92.5173187256
544,9505517081.51,103.306053162,102.744812012,103.0520401,103.336936951,103.462226868,102.813827515,102.888931274,102.862876892,102.723739624,102.789321899,102.475036621,102.355072021,102.085014343,102.585144043,102.782241821,102.519393921,102.692832947,101.990112305,102.602394104,102.192520142
3215,3466699055.86,94.2848968506,93.9282913208,94.4741210938,94.2430267334,94.1309967041,94.3566970825,93.9184036255,94.0088272095,94.0406951904,93.956703186,94.1484298706,94.1426010132,93.9998626709,94.1034317017,93.7583770752,94.1815109253,93.6318359375,93.7935791016,93.5669174194,93.7421035767
878,3655521443.53,94.08959198,94.4356765747,94.3069229126,94.3711700439,94.3524551392,94.1811752319,94.0322799683,94.0752716064,94.2238235474,94.5760192871,94.494720459,94.3283157349,94.3251113892,94.0869445801,94.5586395264,94.3862686157,95.0026092529,92.8945846558,94.0180740356,93.8204193115
8093,36972247437.5,108.847343445,109.532958984,108.721954346,109.336143494,109.312149048,108.768630981,108.691307068,109.114234924,108.491851807,108.711395264,108.762107849,108.647964478,108.655975342,109.452865601,108.877471924,108.036781311,108.817153931,108.773048401,108.488273621,108.73526001
6375,4221696424.5,93.7829971313,94.114402771,94.1433258057,94.434753418,94.1450653076,94.4293212891,93.9105300903,94.179397583,94.0572357178,93.3503112793,93.6452865601,94.2810440063,93.4817733765,93.7546463013,93.7477722168,93.5998153687,94.422996521,94.6357192993,93.5918426514,94.073638916
2411,44511688502.7,111.521461487,111.559959412,111.4454422,112.138870239,111.942611694,111.874595642,111.477111816,111.314781189,111.983909607,112.358535767,111.916320801,111.432571411,111.697090149,111.846031189,112.35786438,111.159156799,111.167526245,111.45879364,112.255058289,111.700119019
5483,79097905418.2,110.642601013,111.085830688,110.668182373,110.839744568,110.602798462,110.671272278,111.073303223,111.003646851,111.170700073,110.434967041,110.795753479,111.096221924,110.911766052,111.15410614,110.700408936,110.34703064,110.901077271,110.82068634,110.538696289,111.043754578
4590,18140735141.6,101.766174316,101.427848816,100.042922974,101.09790802,100.921508789,101.213050842,101.24181366,101.846862793,100.897621155,99.9461212158,101.762359619,100.699325562,101.660217285,100.726371765,100.894477844,100.896392822,101.27734375,101.233772278,101.222045898,101.716346741
5505,19359086218.6,104.117675781,104.176773071,104.226966858,104.003929138,103.678756714,103.813392639,103.814926147,104.089942932,103.459686279,104.214927673,104.127212524,103.917236328,103.197677612,103.62953186,103.697303772,104.009727478,103.630661011,103.68522644,104.510536194,103.009658813
508,11191299918.6,104.307830811,104.012504578,104.116333008,104.004959106,103.996482849,104.155143738,103.967483521,104.45854187,104.366256714,103.65852356,104.074897766,103.299072266,103.78099823,104.18737793,103.366470337,103.506835938,103.977455139,103.188644409,103.234954834,103.998695374
7816,1.77056123927e+11,110.399330139,110.335395813,110.125564575,110.001045227,110.068725586,110.524765015,110.079574585,110.037315369,109.954437256,110.414207458,110.121520996,109.60093689,109.735786438,109.651901245,109.752166748,109.556030273,109.656013489,109.407089233,109.173698425,109.273902893
5428,7364056413.67,94.0277862549,93.7901992798,93.3564147949,94.2950057983,93.8413009644,94.1392745972,93.1609649658,93.6758422852,93.8528289795,94.4514694214,93.7806472778,93.5613632202,93.6261291504,92.6654281616,94.8573608398,92.6532592773,93.8434448242,93.6499252319,93.97240448,94.0573425293
6684,3981071705.53,93.6168289185,93.878364563,93.2453536987,93.2160720825,93.0879516602,93.1848220825,93.2891235352,92.9447937012,93.1699295044,92.8729095459,92.688659668,93.2733917236,93.1851959229,93.6532669067,93.4832687378,92.9063339233,93.1880264282,93.2944107056,92.8141174316,93.8218460083
503,3466699055.86,93.5771942139,93.6177368164,93.6057739258,93.6430206299,93.5653457642,93.9513778687,93.1883239746,93.339881897,93.7532577515,93.3659973145,93.1445083618,93.1522369385,92.8118362427,93.2532577515,93.1171188354,93.1232833862,93.1715316772,93.474395752,92.9496688843,92.9438781738
7277,59753455162.9,110.908729553,112.122657776,111.384300232,111.525291443,112.108459473,110.549491882,111.670043945,111.475746155,111.25125885,111.469421387,110.90738678,110.402442932,111.771972656,110.949394226,110.477806091,111.006416321,110.920280457,111.303833008,111.462654114,111.281677246
2359,32787065198.1,111.032806396,111.339530945,111.078933716,111.234054565,111.054450989,110.685943604,110.74331665,111.572212219,110.423202515,110.656265259,111.082252502,110.742454529,110.935188293,110.846054077,110.541564941,110.916564941,111.837860107,109.498962402,110.370452881,110.822418213
1642,9450829184.52,104.64125824,104.325965881,104.874336243,105.129997253,104.130111694,104.047935486,104.861167908,103.557998657,104.126861572,104.170578003,104.636795044,104.679466248,104.345275879,104.482582092,104.827384949,104.339347839,104.361480713,103.888824463,104.342971802,103.52961731
1471,44319586525.1,111.890914917,111.954544067,112.171821594,112.347473145,111.642433167,112.273170471,113.004364014,111.62437439,111.983177185,111.962127686,112.431854248,112.206481934,111.000465393,112.32232666,112.424713135,110.772140503,111.430236816,111.636825562,111.895797729,111.891403198
4327,27622583257.7,94.9553985596,94.6586380005,95.8354949951,95.9002380371,95.0189666748,94.7053909302,94.7878952026,95.455947876,96.4178237915,95.5659408569,95.9931869507,95.9756393433,95.995880127,96.7608261108,95.9551620483,94.7140197754,96.1986541748,95.1634140015,96.0731658936,94.5891189575
3713,30632425301.2,112.092948914,112.024742126,112.33807373,112.051994324,112.712806702,111.924636841,112.325439453,112.283233643,111.458610535,111.927680969,112.05934906,112.19304657,112.650283813,112.192810059,111.622703552,111.460342407,112.269615173,111.48361969,111.632095337,111.749794006
4743,2564709662.62,94.6261138916,94.5119094849,94.312828064,94.1080169678,94.4632034302,93.9732894897,94.0222167969,94.12084198,93.8899383545,94.1450653076,93.3988800049,94.2229385376,93.8336715698,93.2872619629,94.2361984253,94.2299957275,94.5760574341,94.0363693237,93.9422302246,94.5234451294
5343,4661284086.26,94.4228897095,94.1233596802,93.9701843262,93.8831710815,93.9201049805,94.5223846436,93.3821411133,94.4108810425,93.8672409058,93.514175415,94.5908966064,93.4958953857,93.7722625732,93.8984375,93.5159988403,93.2858276367,93.9886550903,93.795539856,93.6907958984,93.7482528687
4581,2634643394.59,94.7115707397,95.0539474487,94.7725601196,94.583946228,94.4648361206,94.9658050537,94.7696762085,95.4017791748,95.2392120361,95.0482711792,95.2757568359,95.1031036377,94.8349227905,95.5504302979,94.8885498047,94.6414031982,94.8175354004,94.5733108521,94.568359375,94.4054107666
3363,67616203857.5,103.692337036,103.719528198,103.443878174,103.639007568,103.673690796,103.798469543,103.34614563,102.938659668,103.606567383,103.235847473,104.0260849,103.74029541,103.32321167,104.500457764,103.322433472,103.657920837,102.690101624,103.262130737,103.08454895,102.079429626
2549,7924828043.14,94.3725204468,94.2067184448,94.1381835938,93.9031524658,93.4485473633,94.0372772217,94.468132019,93.8147354126,94.3954772949,93.9103622437,94.0660400391,94.064666748,94.21534729,93.9637680054,93.9060516357,94.1873779297,94.282585144,94.4071350098,94.1170120239,94.1895980835
8060,442392986.148,77.15965271,77.0899658203,76.5532684326,76.8135452271,76.9515686035,76.7596130371,76.5524673462,76.5440597534,76.790145874,76.8717803955,77.0925827026,76.8597717285,76.768699646,77.3271865845,76.3899612427,76.767250061,76.7433166504,76.6508789062,76.9726028442,76.6124572754
603,3216366763.84,92.4913406372,92.58568573,92.7300109863,92.8336868286,92.7800140381,91.9835586548,92.0805358887,92.3057250977,92.0871429443,92.4154891968,91.7845306396,91.7241134644,91.9561920166,91.7366409302,92.3276824951,91.1790466309,91.330696106,91.360496521,92.0257492065,91.2972869873
4339,4126789387.14,94.7352752686,94.3104019165,94.9725341797,95.2107925415,96.4064331055,95.1307067871,95.1116943359,95.4724197388,94.6942520142,94.7740631104,97.6378479004,94.8608856201,94.2772293091,94.6382446289,95.1352462769,95.1299972534,95.5595321655,95.1830062866,94.4210128784,95.1721572876
2042,3005169405.42,96.3625793457,95.1026153564,96.0564727783,96.1375656128,95.6573486328,95.1163635254,96.3670578003,94.8294067383,96.71484375,96.1678466797,97.3810348511,97.1119537354,95.7704696655,95.2108688354,96.8309707642,94.7840499878,97.791229248,94.9157714844,96.9110565186,97.6432342529
2477,73998446655.1,116.351669312,115.708778381,116.06716156,115.880897522,116.075958252,116.062660217,116.234428406,116.209281921,116.354011536,116.515304565,115.984382629,116.55381012,116.392631531,117.115097046,116.708587646,115.829040527,116.559844971,116.65372467,115.901557922,116.253616333
884,9086853540.56,105.677062988,105.570030212,105.60068512,105.726966858,105.694335938,105.234161377,105.480316162,105.767173767,105.811653137,105.70186615,105.698455811,105.682922363,105.960044861,104.690612793,105.629928589,105.618972778,105.31855011,105.395179749,106.057647705,105.534286499
478,76466939810.7,93.4405593872,93.7880401611,93.3671722412,93.9111175537,93.8574523926,93.8567810059,93.7124099731,93.6627883911,93.341796875,93.6919708252,93.1995162964,93.0535964966,93.1163482666,91.9730072021,93.2720794678,92.7201309204,92.7351760864,92.5856170654,92.9836502075,92.275894165
2634,4216649788.37,95.3211669922,95.3292312622,95.1384658813,94.5924606323,94.8832397461,94.9804153442,94.1423416138,95.1603088379,94.6647644043,94.512336731,94.369720459,95.2360839844,94.7875976562,94.8422012329,94.3274841309,94.5601654053,94.6593475342,94.4264678955,95.0550460815,94.8569107056
994,5168836753.17,94.9649124146,94.5213470459,94.1513748169,94.5812530518,94.5360565186,95.1122131348,94.6092987061,94.651008606,94.3715744019,94.5668411255,94.5427856445,94.3502655029,94.7610855103,94.5498733521,94.7300949097,94.1768035889,94.373336792,94.6196517944,94.6120300293,95.077583313
2937,4067901485.38,93.7626419067,94.1371841431,94.3521957397,94.3863601685,94.2910461426,94.7875976562,94.3845825195,94.5975799561,93.7264862061,94.2098693848,94.291229248,94.1072235107,94.4120483398,94.4647216797,93.8250961304,94.1043167114,93.8167495728,94.3703536987,94.1482315063,93.3483581543
7651,8971995101.89,92.7482147217,92.9997253418,92.8696594238,92.7630233765,93.0096282959,92.3766784668,93.1474533081,92.6526489258,92.5304336548,93.0076599121,91.9828491211,92.9724197388,93.1104736328,92.6090545654,92.6095275879,92.0387420654,92.5696487427,91.8836669922,93.9250030518,92.4759674072
3086,3347377709.78,93.8325805664,93.7936325073,93.9595336914,93.8770217896,93.8862228394,93.9409942627,93.5492401123,93.7761077881,93.7663345337,93.5150985718,93.3888320923,93.2830963135,92.9784317017,93.6391601562,93.7252120972,93.3096847534,93.5656280518,93.3950958252,93.5832061768,93.4997940063
3509,53227528779.8,110.939430237,110.874832153,110.889709473,111.266304016,111.29107666,110.895095825,110.937217712,110.9897995,110.814689636,110.839942932,110.93812561,111.027816772,111.062088013,110.475158691,110.970230103,110.340484619,110.644424438,110.850631714,110.643585205,110.364067078
6821,26605414164.2,109.606750488,109.698524475,109.66204834,109.642677307,109.522193909,109.621887207,109.70375824,109.608001709,109.506607056,109.820716858,109.448272705,109.955497742,109.601455688,109.831748962,109.604812622,109.254623413,109.902244568,109.014343262,109.520980835,109.720596313
252,17958390227.9,108.437362671,108.617668152,107.209663391,107.850273132,107.818397522,107.341369629,107.252243042,107.15713501,108.681724548,106.200386047,107.125152588,108.593254089,108.076835632,108.396217346,107.231567383,106.496627808,107.012870789,108.103462219,107.382316589,107.645751953
2584,3.78063291194e+11,111.487266541,111.573539734,111.610794067,111.499427795,111.293632507,111.384117126,111.657264709,111.454238892,111.096969604,111.535102844,111.318443298,110.885871887,111.189582825,110.908714294,111.197128296,111.112892151,110.577445984,110.607772827,110.180114746,111.31842041
6415,2415256639.17,94.8175506592,94.8681335449,94.9407501221,94.5616836548,94.5826034546,94.787651062,94.6957931519,94.4254302979,94.0779876709,94.4647216797,94.4966888428,94.6332931519,93.9602508545,94.9445800781,94.9722518921,94.0125274658,94.1156387329,94.2648620605,94.5090560913,94.6997070312
2548,40332845880.3,111.427986145,111.636909485,111.926452637,111.942489624,111.877983093,111.795806885,111.964630127,111.543296814,111.81174469,112.152549744,111.074615479,111.351608276,111.946105957,111.300971985,110.771202087,111.296646118,111.034553528,110.663284302,111.031959534,110.607551575
5250,513940326.581,78.3626022339,78.4880523682,78.7032089233,78.9761276245,78.6406936646,78.0906143188,77.8626480103,78.5986557007,78.4809570312,78.4298629761,78.5506744385,78.3174972534,77.9636611938,78.8999710083,78.3911209106,78.2528381348,78.0242843628,78.0995483398,77.9970474243,78.2228317261
1547,23896969812.7,105.810218811,105.290206909,105.425254822,106.063858032,105.623794556,106.142112732,106.047866821,105.954940796,105.474906921,105.719772339,105.652046204,106.231437683,106.101028442,106.265022278,106.034103394,105.635009766,105.902290344,104.839920044,105.554237366,105.537246704
1830,2518046637.79,94.0222549438,94.6115646362,94.4671859741,94.0846710205,95.0451889038,94.434715271,94.2354888916,93.7040710449,94.4064331055,94.4225692749,94.14868927,93.6956634521,93.7814483643,93.7327651978,94.0562362671,93.266998291,93.3922958374,93.2995300293,93.5442810059,93.4287948608
7864,1.1429540146e+11,91.4153060913,91.4360809326,91.4387969971,91.4689483643,91.7905044556,90.9635467529,91.1131591797,91.060295105,90.933555603,91.1600875854,90.7888183594,90.6807479858,90.6168823242,90.8274002075,90.8143692017,90.6862182617,90.6629486084,90.5226745605,90.841293335,90.8101730347
6804,75342502040.1,111.935775757,110.943283081,110.205825806,111.085906982,110.580856323,111.032585144,109.611679077,111.029930115,109.688171387,111.004264832,110.416648865,110.102050781,111.013832092,110.39225769,110.457382202,110.865951538,110.342681885,110.44078064,110.765014648,110.39099884
