predPer0,predPer1,predPer2,predPer3,predPer4,predPer5,predPer6,predPer7,predPer8,predPer9,ID,y
102.589660645,100.668861389,102.631942749,101.166618347,101.135772705,100.047325134,102.636047363,100.221000671,101.933944702,102.670074463,7176,116.79
102.542221069,101.08429718,102.702514648,102.914680481,101.847969055,103.018333435,103.143669128,102.161941528,102.777877808,100.69631958,795,97.36
100.105186462,100.673164368,102.670410156,102.965164185,102.700080872,103.032752991,102.610572815,102.405387878,102.182884216,101.845230103,5681,96.91
90.4382629395,91.5532608032,91.2951965332,91.8418273926,90.1345748901,91.5180892944,91.4136962891,90.406539917,91.2247772217,92.0554580688,1356,87.07
91.2090072632,92.057144165,91.0629043579,91.5250167847,91.0528564453,91.4789276123,91.419342041,90.5951690674,91.3474655151,90.9671859741,6718,94.62
104.836853027,91.6625442505,91.6633758545,102.553192139,95.211807251,104.017486572,106.473976135,99.0566558838,109.158828735,107.458610535,3423,105.17
91.5612258911,91.4988937378,91.0642700195,91.1248245239,91.0524978638,91.3691711426,91.3878173828,91.1483840942,91.1482696533,91.4188461304,7970,89.96
99.5697097778,99.6433105469,102.590194702,102.446662903,102.373840332,101.416870117,102.690216064,102.265144348,101.325447083,102.598709106,7780,100.49
91.5616836548,91.1059570312,91.0620193481,91.2657699585,91.2765197754,91.5193939209,91.3871078491,91.1871032715,91.0232772827,92.1425704956,2293,96.41
91.4476470947,91.5532226562,90.4490737915,91.4962768555,89.7479171753,90.6003875732,91.3910064697,91.0872497559,91.0740356445,90.9331207275,8152,86.04
100.319740295,102.06778717,101.790023804,103.246444702,102.164703369,100.464538574,102.713226318,102.26739502,102.308067322,102.653999329,1723,126.52
110.32749939,109.78478241,109.980178833,110.160598755,109.765899658,110.44783783,110.217735291,109.966346741,110.947135925,110.352767944,5133,106.95
100.065673828,101.402603149,102.591789246,102.512519836,102.921081543,100.068656921,102.998527527,102.408500671,102.214004517,102.153144836,5802,103.58
91.2091903687,91.8025054932,91.0857772827,91.2653884888,91.1686553955,91.3768463135,91.3866882324,90.3573608398,91.1515274048,92.1452560425,7029,88.38
110.535064697,110.32559967,109.980155945,110.162445068,110.086868286,110.372848511,110.118980408,109.919502258,109.837471008,110.692512512,133,108.42
110.536964417,110.325706482,109.979202271,110.175727844,110.768318176,110.242050171,109.963035583,109.917961121,109.847679138,109.954444885,741,108.27
91.5833282471,91.9304733276,91.0843734741,91.0964355469,90.6329040527,90.6412658691,91.4111328125,90.3509140015,91.0226821899,91.4162139893,116,91.52
110.100288391,109.784858704,110.018043518,109.830039978,110.655883789,110.448486328,110.217025757,109.966690063,109.838127136,110.164215088,6563,106.41
91.2070007324,91.1050109863,91.0609970093,91.4870910645,91.0573196411,90.6229782104,91.3961105347,91.1871032715,91.148727417,92.1440734863,4515,95.97
110.375289917,110.442268372,110.044456482,109.829536438,110.226654053,110.242080688,110.217521667,110.031860352,110.151779175,110.69291687,3333,105.49
102.557792664,102.504188538,102.623977661,102.561882019,102.680656433,100.711380005,102.928642273,102.539085388,102.468551636,102.569381714,7845,100.68
91.2088088989,91.9119186401,90.4395065308,91.0914154053,91.2674636841,92.6070709229,91.3938903809,90.4137649536,91.2585296631,91.4186706543,3627,89.77
91.46043396,91.1053771973,91.4203796387,91.2388153076,91.0526580811,91.9188613892,91.3963394165,91.1872024536,90.9858169556,91.261428833,5900,87.86
100.301208496,102.61214447,102.488357544,102.552444458,102.318534851,103.060401917,103.007270813,101.842926025,101.901596069,103.187950134,2743,103.31
91.2006835938,91.1093215942,91.347328186,91.1291732788,91.2772674561,92.5545959473,91.3978347778,91.0875854492,91.0235290527,90.9509963989,294,89.23
102.336616516,100.456130981,102.596725464,102.092758179,99.0739212036,100.013717651,103.045837402,101.173187256,102.183433533,102.446517944,7814,95.74
110.534996033,110.837158203,110.016021729,109.98526001,109.765647888,110.14466095,110.28288269,110.837646484,110.145324707,110.353637695,3566,109.61
110.79573822,110.834396362,110.568267822,110.161651611,110.769172668,105.599861145,110.11920929,110.831054688,109.814712524,110.1640625,4977,107.29
91.2090377808,91.9975128174,91.0856323242,91.0960617065,91.2755355835,90.6310272217,91.4190292358,91.1484375,91.023147583,92.1086654663,381,91.5
102.694618225,99.8140258789,102.78150177,103.206687927,102.880973816,100.026130676,102.652770996,102.582061768,102.069717407,100.64805603,139,104.78
110.765449524,110.457321167,110.096839905,109.985626221,110.228172302,110.452346802,110.119094849,109.966537476,109.832824707,109.954467773,1221,109.04
91.2043609619,91.6925735474,91.3503112793,91.5168380737,91.2813949585,90.6271972656,91.1446151733,91.2145385742,91.1486129761,91.4114837646,7525,89.05
110.804344177,109.783432007,110.095100403,109.984184265,110.227325439,110.473876953,110.119491577,110.827575684,109.845970154,110.163970947,6498,113.24
110.740982056,109.784660339,109.979515076,110.174629211,110.730270386,110.454589844,110.118469238,109.903411865,110.149276733,110.296264648,3758,128.02
91.4602508545,91.5562973022,91.0846099854,91.3011779785,89.2833862305,90.3756561279,91.4183349609,90.3475952148,90.9855575562,90.9179153442,2706,93.55
100.958763123,102.528457642,99.4607315063,103.060913086,99.5008544922,101.418495178,102.554710388,100.916542053,102.307609558,102.786987305,6378,104.36
110.100341797,109.78440094,109.980178833,109.912490845,109.766227722,110.474250793,110.278579712,110.032371521,110.14994812,110.345153809,3844,111.01
110.69165802,109.784858704,110.09664917,110.159759521,110.720855713,110.146575928,110.186828613,109.966499329,110.947402954,110.164321899,2276,104.92
110.012619019,110.325042725,109.980239868,110.174255371,109.766044617,110.474983215,110.186134338,109.966583252,110.945396423,110.295707703,3766,119.78
91.4597930908,91.4993362427,91.2964553833,91.189201355,91.2930908203,89.7936553955,91.1449127197,91.2139434814,92.1160049438,91.5580825806,274,98.68
110.012695312,110.468215942,110.576530457,110.173973083,110.087142944,110.470237732,110.119178772,109.899002075,109.814964294,109.95425415,6785,108.83
77.3224639893,76.5499725342,76.8432922363,76.0807189941,76.6937255859,76.8948364258,76.6618728638,77.1533203125,76.9881362915,76.7688598633,1635,78.4
91.2008666992,91.4929351807,91.0802459717,91.1101837158,89.9948043823,91.5055389404,91.3869857788,91.0867767334,91.1224060059,91.2689819336,7427,105.73
91.2093429565,92.1145935059,91.0857391357,91.5218200684,91.0524978638,92.6998443604,91.3116378784,91.1481323242,90.9850006104,92.0842971802,5381,112.95
90.5509338379,91.1044845581,90.5952682495,91.0131912231,91.280166626,91.3760452271,91.3865127563,91.1478042603,91.1477050781,90.9149017334,3608,93.94
91.5615234375,92.0852203369,91.3583831787,91.5242233276,91.0525283813,91.479347229,91.4189834595,90.8920974731,91.2213287354,91.2725296021,1069,92.83
91.2122421265,90.9563827515,91.5847473145,91.3285675049,91.057975769,91.5241317749,91.3113327026,91.1500549316,91.148727417,91.4169311523,4706,87.8
91.2038726807,91.4730606079,91.4205322266,91.2655715942,90.3103256226,91.479019165,91.4176712036,91.1874237061,91.0858459473,91.2671356201,8212,90.11
76.7303848267,76.8938522339,76.6331176758,76.0782318115,76.6889724731,76.8946228027,76.6276779175,76.6642684937,77.1360626221,76.7744827271,8060,74.75
102.956474304,102.307594299,102.663116455,102.582923889,102.799957275,102.036277771,103.402572632,104.521743774,102.328910828,102.614707947,5630,100.05
110.099632263,109.784706116,110.013801575,109.985656738,110.227470398,110.146942139,110.11856842,109.903343201,110.943473816,109.953887939,4036,123.47
110.375106812,110.325363159,110.017372131,110.162322998,110.086936951,110.455505371,110.283676147,109.902839661,110.150436401,110.354385376,223,109.43
99.8878173828,100.789718628,102.090400696,102.478569031,102.677688599,102.753334045,103.11856842,102.389854431,102.508232117,102.363891602,3363,117.29
102.758453369,100.669883728,102.602668762,102.830154419,102.910774231,100.050689697,103.13973999,102.413635254,101.44443512,102.818649292,7431,100.33
110.100166321,110.325584412,110.044487,110.173950195,110.743545532,110.472175598,110.186912537,109.902748108,109.833175659,110.691833496,7912,103.86
110.528862,110.466018677,110.575004578,110.160232544,110.08719635,110.242202759,110.119224548,109.918487549,110.151123047,109.954017639,6780,118.27
110.376571655,109.784622192,110.096389771,110.175224304,110.08745575,110.472732544,109.963539124,110.840156555,109.814682007,110.350837708,4853,111.57
110.100364685,110.465072632,110.018218994,110.162124634,110.768592834,110.474456787,109.964149475,110.841659546,109.838020325,110.164108276,1294,112.5
90.5573425293,91.1067276001,91.1210327148,91.5233078003,91.2813644409,90.6505737305,91.4034805298,91.1494979858,91.230178833,92.1688690186,3570,90.68
110.695007324,110.423240662,110.01802063,109.830078125,109.765693665,110.455360413,109.963653564,110.840927124,109.838142395,110.691429138,3349,110.64
91.5608062744,91.5559616089,91.0601882935,91.2190704346,91.2738418579,91.50025177,91.152305603,90.3584899902,90.9855651855,91.2685623169,5064,85.13
99.8777542114,100.938568115,102.80783844,103.295829773,101.48299408,101.43031311,103.190734863,102.545333862,102.730674744,100.696136475,3927,102.78
110.813667297,109.784721375,110.095870972,110.158363342,110.227867126,110.242141724,110.21762085,109.90309906,110.94581604,110.16394043,2221,106.82
110.352310181,110.439483643,110.577293396,110.175865173,109.766021729,110.146636963,110.217750549,109.900756836,110.146476746,110.291389465,6412,107.44
90.8215637207,91.541847229,90.6026687622,91.096282959,91.2798080444,91.3766403198,91.3945007324,91.148399353,91.1071243286,90.9212341309,2511,152.32
91.2022018433,91.5532226562,91.0856628418,91.2652282715,91.2782440186,91.3762435913,91.3958435059,91.0865402222,91.1487960815,91.2669525146,268,87.09
91.4295196533,95.4221801758,91.4222259521,91.5538330078,93.0549468994,92.7153320312,91.4139404297,91.2598876953,90.9872894287,91.5456848145,39,106.1
110.534561157,109.784889221,110.044685364,110.172431946,110.228179932,110.454086304,110.217269897,109.919723511,109.786071777,110.164787292,7412,108.15
91.2092971802,91.8583831787,91.355682373,91.1943969727,93.0263137817,91.4791793823,91.4191818237,90.8044586182,90.9857788086,92.1669464111,4826,96.36
91.4601593018,91.7406845093,91.0556030273,91.2654418945,90.2076187134,90.6106109619,91.3107452393,90.3567733765,91.0231246948,90.9418029785,4678,92.76
100.490745544,102.422286987,100.163925171,102.419975281,102.460144043,100.029602051,102.386108398,100.964736938,101.616584778,102.683883667,8005,103.08
91.5668640137,91.5001525879,94.5778579712,91.0963821411,110.141235352,103.697875977,88.8199615479,97.4776916504,91.1394805908,110.354415894,3023,94.6
102.693412781,102.410446167,102.632385254,102.970161438,102.358001709,101.419967651,103.152305603,103.214179993,102.716667175,102.834625244,2700,103.82
100.213516235,102.424957275,100.189376831,102.774780273,102.241668701,100.324661255,103.091712952,102.07182312,101.631217957,102.042121887,429,98.28
92.3375701904,91.9463729858,91.1072235107,91.0951766968,91.2763671875,91.5462112427,91.3109664917,93.4520339966,91.1932144165,91.7395553589,4388,91.03
102.83014679,101.905845642,102.676879883,102.965866089,109.616378784,102.796859741,103.046386719,107.377464294,102.996124268,109.949333191,2014,104.37
91.2134094238,91.7001953125,91.0855789185,91.1388320923,91.2814025879,92.4213027954,91.3876800537,91.1873016357,91.1484680176,91.4159317017,4743,88.53
91.1929855347,91.1049194336,94.061882019,91.162147522,91.0560913086,92.7301864624,91.3942565918,91.0875396729,92.5191497803,91.2731018066,3812,92.32
110.012619019,110.838645935,110.096809387,110.162078857,110.227630615,110.475028992,109.963630676,109.966583252,110.151008606,110.29561615,7490,118.44
102.311981201,101.779495239,100.22428894,103.437705994,99.7009963989,102.771362305,102.698348999,101.626396179,101.724449158,100.630439758,6021,97.42
110.00920105,110.835533142,110.574821472,110.176094055,110.086494446,110.2420578,109.963920593,109.919799805,109.838096619,109.954315186,5979,139.16
91.4602661133,89.8165054321,91.4202880859,91.0862426758,91.2626190186,91.3763961792,91.3867645264,91.2140731812,91.1485290527,91.4149780273,8395,88.24
99.9385681152,102.436973572,100.185340881,102.8491745,102.372077942,102.746826172,102.445137024,102.307617188,101.67010498,101.13067627,3498,110.94
76.8142852783,76.9362869263,76.4898452759,76.0813369751,76.6343688965,76.9013748169,76.8524169922,77.0906219482,76.8824005127,76.8152999878,3575,77.45
76.7306365967,76.4850158691,76.4903411865,77.1122589111,76.6062545776,76.8944168091,76.625328064,77.1512145996,76.8733825684,76.3165588379,2089,76.22
91.2037887573,91.2167663574,91.4208068848,91.0953063965,91.282585144,91.377243042,91.1581344604,91.1899490356,90.987701416,91.2729568481,1368,90.73
110.100013733,110.827545166,110.094711304,109.983940125,110.768630981,110.146621704,110.282897949,110.838302612,110.948028564,110.351203918,3569,125.72
91.4605789185,91.5562820435,91.4210739136,91.2655029297,93.0914001465,91.4791183472,91.1467971802,91.2149658203,91.0279159546,91.2682952881,2057,85.48
76.8106231689,76.9344329834,76.6355056763,76.1132965088,77.0093383789,75.8588638306,76.7135391235,76.6766204834,76.4087905884,76.7163085938,3787,78.47
91.4584732056,91.1156158447,91.3566360474,91.526802063,92.2860336304,91.4788818359,91.3117675781,91.087562561,91.1485748291,90.932975769,3541,97.32
91.2047348022,91.4992294312,91.0633239746,91.2658081055,91.2804031372,91.479057312,91.1454315186,91.1871643066,91.1474914551,91.2564468384,2897,112.88
110.638626099,110.325279236,109.98008728,110.160362244,109.763450623,110.455215454,110.16633606,109.918533325,109.838264465,110.333755493,8313,104.42
110.378433228,110.838340759,110.044548035,110.160652161,109.765830994,110.146598816,110.186561584,109.901634216,109.815032959,110.162918091,127,119.44
91.2062835693,91.4991378784,91.4204177856,91.1401672363,91.0980987549,91.4298400879,91.3096618652,91.0870819092,91.2288742065,92.1006469727,2245,93.39
91.5608215332,91.6159515381,90.4864959717,91.2644195557,89.9507827759,90.6362380981,91.385597229,90.3549118042,91.1832046509,90.9152984619,3076,96.17
91.5613632202,91.879699707,91.3585968018,91.2655105591,91.0612106323,91.5166854858,91.1463394165,91.1874237061,91.0232391357,91.2727279663,5702,88.03
110.100097656,110.438011169,110.044555664,110.162254333,109.765930176,110.473419189,110.119567871,109.966468811,110.147644043,110.351554871,486,108.43
110.100151062,110.422401428,110.096748352,110.160324097,109.765403748,110.469917297,110.278663635,110.032295227,110.151473999,110.163764954,3160,110.33
90.4834747314,91.5331115723,91.0612487793,91.126701355,91.2813491821,91.4950561523,91.3884124756,91.2147521973,91.0232162476,92.1619338989,4291,88.83
91.5623550415,91.4993743896,91.4206237793,91.26537323,92.9021759033,91.5198516846,91.3873901367,91.1467514038,92.5184936523,92.2631912231,3930,87.72
110.012680054,110.3256073,110.044563293,109.829925537,110.08732605,110.119239807,110.118988037,110.03237915,110.150787354,109.954223633,7847,125.45
91.2089691162,92.0606536865,91.3604812622,98.3020935059,91.2860946655,91.4799880981,91.2141113281,98.2744522095,92.538848877,91.4408874512,5326,90.35
110.100387573,110.83757019,110.577156067,110.153121948,110.727127075,110.242149353,110.119018555,110.03263855,109.815307617,110.163368225,3375,107.69
91.4616546631,92.0003204346,90.7838516235,91.1356430054,93.2212753296,91.4790496826,91.3951568604,91.0875778198,92.4321212769,92.1523590088,857,93.14
110.012710571,109.784660339,110.574424744,110.174598694,109.765907288,110.474006653,110.283950806,110.032546997,110.9426651,110.692146301,2229,113.88
99.97315979,102.661964417,102.560317993,102.552772522,102.788368225,102.805297852,102.713882446,102.074699402,102.411437988,102.808479309,1164,108.92
91.4553909302,91.4984359741,91.0547332764,91.4797668457,92.8124160767,91.4783172607,91.3111801147,90.3528747559,90.9835968018,91.4176177979,3996,88.12
91.19972229,92.0512390137,91.0628356934,91.3562774658,93.1838531494,90.7351989746,91.3110275269,90.7911758423,91.1486968994,91.2704925537,1956,107.13
91.1791610718,91.1048355103,91.0946044922,91.0958633423,91.2749862671,91.4170684814,91.3100509644,91.0871734619,91.1483230591,91.2530593872,6856,88.08
91.5611953735,91.4994888306,91.0849456787,91.350982666,91.2738876343,91.3786392212,91.3880310059,91.1871795654,90.9859771729,90.9649124146,7393,93.83
91.5769348145,92.099067688,91.4204406738,94.0757293701,93.045135498,90.8581924438,91.4104690552,91.2289199829,91.022605896,91.2644042969,2869,87.0
91.2096710205,91.8926544189,91.751991272,91.3447952271,92.9965209961,91.4804077148,91.3971176147,91.1478271484,91.1487731934,91.4186172485,764,87.51
91.206741333,91.5563735962,91.0641708374,91.3381118774,91.2813491821,91.4790878296,91.4204101562,91.2148132324,92.485534668,91.271446228,7073,92.19
91.2085342407,92.0827484131,90.4558792114,91.2657470703,91.0673904419,90.7601623535,91.4193344116,100.833862305,92.5081176758,92.1306228638,7513,87.52
90.7261199951,91.4313659668,91.3376159668,91.1350402832,91.3858642578,91.4944152832,91.3928451538,90.3560333252,90.9845809937,90.9182128906,1533,93.43
110.758209229,110.453147888,109.980201721,110.176094055,109.765945435,110.242088318,110.282318115,109.902503967,109.847839355,109.954460144,5056,104.51
100.301254272,102.618034363,102.992599487,103.073471069,101.420417786,100.399093628,103.101173401,104.374565125,102.348678589,100.687034607,1055,99.55
110.100151062,110.325683594,110.018035889,110.162193298,109.765914917,110.453948975,110.119392395,109.919654846,109.837760925,110.16443634,7088,113.83
99.8247528076,99.7797546387,102.679824829,102.442344666,99.736366272,102.859977722,101.805923462,101.936096191,101.828659058,100.629051208,4279,100.25
76.62525177,76.4841766357,76.4888687134,76.1116333008,77.0123062134,76.5917129517,76.7154541016,77.1431045532,76.6043624878,76.3143997192,6812,75.85
110.100349426,110.48059082,110.04460907,109.829963684,110.766685486,110.381599426,110.283653259,110.841415405,110.947715759,109.954315186,5180,108.69
91.2033157349,91.4990234375,91.4198455811,91.096534729,91.3025436401,91.3734664917,91.1455612183,91.2143325806,90.9858551025,91.4186019897,5216,104.41
99.7716064453,99.8430175781,100.198005676,103.043922424,100.883827209,100.346122742,103.103637695,101.623710632,101.542404175,103.027427673,7097,98.75
76.5035095215,76.9344711304,76.5408096313,76.7328643799,76.6892471313,76.894744873,76.7147598267,77.1430053711,77.1352767944,76.7165679932,3747,72.5
110.140792847,110.836593628,110.096794128,109.830047607,110.766540527,110.4529953,110.21685791,110.840515137,110.151397705,110.681373596,3915,110.02
91.4598083496,92.0099334717,91.3316192627,91.0957183838,91.4851226807,91.0033187866,91.3871002197,91.1484451294,91.187538147,91.2715682983,8082,91.3
77.3221588135,76.8937911987,76.4886245728,76.1112365723,76.6051330566,76.5906829834,76.7151489258,77.0822677612,76.6042251587,76.7666778564,7934,75.86
101.559677124,100.666252136,99.8819732666,103.686950684,102.101295471,100.497161865,103.090301514,102.567825317,101.968566895,102.980827332,129,97.24
102.416969299,101.101333618,100.264762878,102.995994568,102.432197571,101.415870667,103.438812256,102.690795898,102.507423401,102.989891052,6518,100.22
90.4593200684,91.5553665161,91.0831375122,91.1232299805,91.2803268433,90.6040649414,91.4119033813,91.2140197754,90.9855804443,90.9175415039,3956,90.49
110.380111694,109.784255981,110.576835632,109.985488892,109.766052246,110.474578857,110.11932373,110.032669067,109.815299988,109.954589844,5340,112.12
110.099899292,110.469490051,109.980102539,110.16015625,110.768127441,110.383323669,109.963386536,109.902671814,109.848220825,110.351959229,4922,105.81
101.013717651,102.578933716,102.718757629,103.264076233,102.969955444,105.158493042,102.747253418,102.403572083,102.392539978,102.930671692,4918,97.99
91.5615234375,91.9934387207,91.3578872681,91.095741272,92.6171112061,92.6564712524,91.3120727539,91.1871948242,91.2085647583,92.1360778809,2417,97.7
110.535209656,110.325592041,110.018081665,110.159538269,110.087242126,110.242202759,110.21648407,109.96661377,110.942405701,110.691566467,8342,104.29
91.2074203491,91.1049957275,91.8095932007,92.5493774414,92.4435119629,91.5243682861,91.39818573,91.2227172852,91.148727417,91.2720565796,5641,88.23
91.4520797729,91.10496521,91.0834960938,91.2656402588,92.0335083008,91.4786300659,91.3981246948,90.3534393311,91.1319503784,91.4157714844,8175,88.51
110.812263489,110.484054565,110.096229553,110.156105042,110.228157043,110.242195129,110.217681885,110.841094971,109.837417603,110.16431427,7263,106.97
91.4533081055,91.2097015381,91.0639572144,91.2665634155,89.285736084,90.6945877075,91.4007720947,90.3157424927,91.8249740601,90.4250259399,7990,86.41
110.010124207,102.362266541,102.622161865,103.035491943,102.799438477,105.058280945,102.719589233,102.551528931,102.667831421,110.473014832,6587,110.89
110.100105286,110.835739136,110.044624329,110.162307739,110.227386475,110.145324707,110.280410767,110.84085083,110.947044373,109.954162598,2065,144.36
110.809837341,104.848320007,108.788398743,110.105636597,109.806022644,110.134849548,110.160369873,110.028320312,109.765403748,110.35319519,3777,108.07
99.9477310181,99.6600112915,99.4113006592,102.427963257,102.824996948,102.551811218,103.082458496,99.6545562744,101.441596985,101.888534546,3857,97.64
91.4686965942,91.1052322388,91.0639190674,91.0963516235,91.2814712524,91.4791564941,91.4198455811,91.1481552124,91.2429275513,92.1469802856,6415,88.04
91.4580383301,91.4990615845,91.4196929932,91.1721801758,91.2795715332,91.4753570557,91.4076156616,91.1481628418,90.4113845825,90.9150772095,779,97.76
110.012718201,110.420593262,110.576728821,110.160339355,109.765266418,110.2421875,109.962806702,109.919410706,109.81477356,109.954345703,8171,112.97
99.9465789795,100.114959717,99.3994674683,103.036689758,100.831008911,100.030319214,102.437454224,102.388679504,101.815864563,100.692756653,2797,100.75
110.100311279,109.78427887,110.573478699,110.137947083,110.227020264,103.825836182,110.280761719,110.032165527,110.150817871,110.163955688,6879,109.42
91.2003707886,91.5581207275,90.5101928711,91.4642410278,91.0517501831,91.4379501343,91.385055542,91.1481704712,90.9807815552,91.7421264648,5861,89.37
110.535591125,110.325714111,110.574058533,110.175811768,109.766151428,110.37928772,110.186973572,109.919410706,109.829780579,110.692253113,4546,108.47
91.4602813721,92.1066818237,91.0633468628,91.2654953003,92.934211731,91.377243042,91.4003601074,91.0875396729,91.14894104,91.2726821899,3188,87.3
91.2038726807,91.5107498169,91.0641937256,91.5251541138,94.7242355347,90.8248062134,91.3977203369,98.2752990723,92.5652160645,91.4184265137,5422,100.36
94.5497589111,91.1058120728,91.0858306885,91.5366210938,91.2814254761,91.5185165405,91.4248809814,91.187210083,92.5020141602,91.2722091675,1705,88.88
91.561416626,91.1050491333,90.4674606323,92.7552566528,91.1031036377,91.3762817383,91.3962783813,91.1507644653,91.2662811279,92.1613845825,3596,89.28
102.603752136,100.663627625,102.676109314,102.433006287,102.957931519,102.942466736,102.957542419,101.368164062,102.612815857,100.641548157,5477,101.68
99.727142334,102.494941711,98.9845657349,101.864822388,102.71056366,100.132232666,102.33707428,101.053756714,102.308059692,102.50213623,7258,99.48
91.4529571533,91.104927063,90.4399490356,91.2904052734,91.2787857056,91.3762588501,91.1429977417,90.3428573608,91.14868927,91.3990325928,5261,94.05
76.6249694824,76.5589981079,76.8445510864,76.7325439453,77.0126495361,76.7400588989,76.715385437,77.0833740234,76.8719940186,76.824005127,6237,73.52
91.2094345093,91.4994888306,91.132194519,91.347076416,93.1991653442,91.4799880981,91.1449584961,93.4293823242,90.9851455688,92.1727676392,1052,100.07
110.777641296,109.784751892,110.044593811,110.159439087,110.763031006,110.146224976,110.280227661,110.032531738,110.151603699,110.687484741,8003,109.32
91.1997680664,91.5058441162,91.420211792,91.1066436768,92.3972930908,91.377166748,91.1450576782,91.2231063843,90.9862976074,91.2669372559,3941,89.69
99.6133651733,102.577529907,102.500480652,103.27180481,100.329048157,100.317169189,103.083259583,100.642173767,101.464233398,100.699447632,6918,98.03
99.6434020996,102.240386963,102.128128052,101.787986755,103.897109985,101.416717529,102.694320679,102.339447021,102.338661194,102.001266479,4340,101.3
110.532310486,110.325721741,110.018203735,109.829902649,110.087242126,110.146896362,110.21697998,110.838768005,110.152023315,110.288703918,7996,117.4
101.007354736,102.357521057,99.3785324097,102.174385071,101.836395264,100.037597656,102.308311462,100.669921875,102.208053589,100.622177124,6788,98.91
90.4174804688,91.0299224854,91.3453674316,91.1169433594,90.6276931763,91.3752975464,91.4128799438,91.1466827393,91.9467468262,91.264289856,4295,91.41
91.4470214844,91.1047134399,91.4332809448,91.0991973877,91.0522232056,90.6382904053,91.3086166382,90.6722183228,91.0223770142,91.4184951782,7407,90.21
91.2090072632,91.9862213135,96.6976013184,91.2656860352,91.2814254761,91.4797744751,91.4122009277,91.0874176025,91.148109436,91.271270752,5857,108.24
110.220542908,110.835197449,109.98008728,109.984848022,110.768074036,110.452110291,109.963554382,109.918556213,109.813499451,110.294944763,6710,108.76
91.2063293457,91.8849411011,91.0856323242,91.3358230591,92.2932739258,92.6160812378,91.3864059448,90.3656997681,90.9853439331,90.9178848267,8000,86.77
110.520774841,110.068756104,110.577156067,109.75717926,110.085884094,110.454483032,110.187011719,110.031974792,109.838394165,109.954269409,632,107.45
110.100326538,109.784294128,110.576873779,110.162368774,109.766090393,110.146728516,110.186203003,110.841751099,109.84588623,110.353042603,6122,113.58
110.533927917,109.780082703,110.044342041,109.82938385,110.384460449,110.454353333,110.102813721,109.919311523,109.839637756,110.164245605,7803,104.89
91.2091598511,91.1051864624,91.3232650757,91.2655258179,91.281288147,91.5234527588,91.4188308716,91.2144241333,91.0234222412,92.059425354,2601,94.39
101.146080017,100.680519104,101.198791504,102.752456665,102.350440979,101.416824341,107.995903015,100.817810059,102.035087585,100.63898468,8022,103.06
99.5857009888,99.6917266846,99.7451248169,102.954978943,102.087226868,103.244567871,102.191932678,102.381439209,102.223068237,102.54183197,5743,99.49
91.456703186,90.2204284668,91.4200973511,91.2652740479,91.2811203003,91.4787521362,91.1446456909,91.2122421265,91.022819519,91.4178619385,1909,88.34
91.4592590332,91.5682754517,91.4191436768,91.2656478882,90.0283813477,90.1797943115,91.1449508667,91.1494750977,91.0226135254,91.2695465088,2770,94.57
