ID,gblinear3_0,gblinear3_1,gblinear3_2,gblinear3_3,gblinear3_4,gblinear3_5,gblinear3_6,gblinear3_7,gblinear3_8,gblinear3_9,gblinear4_0,gblinear4_1,gblinear4_2,gblinear4_3,gblinear4_4,gblinear4_5,gblinear4_6,gblinear4_7,gblinear4_8,gblinear4_9,gblinear5_0,gblinear5_1,gblinear5_2,gblinear5_3,gblinear5_4,gblinear5_5,gblinear5_6,gblinear5_7,gblinear5_8,gblinear5_9,gblinear6_0,gblinear6_1,gblinear6_2,gblinear6_3,gblinear6_4,gblinear6_5,gblinear6_6,gblinear6_7,gblinear6_8,gblinear6_9
8305,90.7399368286,91.0481491089,93.8185348511,91.3140182495,91.3151397705,90.3473510742,88.8245925903,90.8171691895,89.1803588867,91.7781829834,91.5150604248,90.2160720825,92.1571578979,91.0178070068,91.296257019,90.2781219482,91.909576416,91.7195281982,91.5061340332,90.3784866333,90.1619644165,89.9450454712,90.4054107666,91.7678985596,89.0942153931,90.1543579102,89.3992614746,90.5955429077,91.3616104126,89.2516021729,90.7631759644,90.479850769,90.525062561,90.271736145,89.2048416138,91.6876449585,92.3277282715,89.9331588745,91.7242431641,92.0973892212
1175,111.260467529,110.505256653,110.644386292,113.385864258,110.56363678,113.648330688,111.419425964,110.195037842,110.253440857,110.696220398,110.95287323,110.256156921,109.336463928,110.753196716,109.558639526,111.040245056,112.227081299,111.167175293,113.355194092,109.784339905,110.086242676,108.98449707,110.212554932,110.715499878,110.302314758,110.443359375,111.002990723,109.285827637,112.686233521,110.476676941,111.216766357,110.567649841,108.991950989,108.588546753,111.938659668,110.527275085,111.983680725,110.215492249,110.791862488,108.472839355
8221,109.373558044,110.00050354,108.761276245,109.481864929,110.302841187,109.963188171,109.62474823,109.209823608,110.127235413,108.790786743,108.938858032,108.83808136,109.7473526,109.154472351,109.982009888,109.755958557,109.397445679,109.773010254,109.252639771,110.102203369,109.732566833,109.084022522,108.625328064,110.35597229,109.44593811,109.746231079,108.248802185,109.476531982,109.967803955,108.53364563,110.848068237,109.407058716,110.143241882,109.369056702,110.545967102,111.533866882,110.299736023,110.024131775,110.911369324,110.403999329
5859,95.7720870972,96.7883377075,98.8341217041,98.5839385986,94.7591781616,98.5097045898,92.2295532227,97.8281021118,92.9611587524,96.6168823242,95.952293396,96.8357849121,96.075958252,100.295555115,98.3615646362,93.8104171753,97.391456604,97.0709991455,95.826423645,98.1351623535,95.0825500488,99.2033691406,95.4847488403,96.8449935913,95.0863113403,97.2661514282,96.0400924683,97.4311294556,98.9178695679,96.8977737427,96.3229293823,96.454750061,96.5447158813,98.6678924561,94.3180847168,96.3009567261,94.5422592163,99.9050979614,96.8462753296,96.3644943237
7558,96.0055618286,96.4732208252,96.8405303955,96.1082229614,95.4118652344,96.100227356,97.4122009277,96.7886657715,97.7954177856,97.2506561279,97.1033935547,96.1026687622,95.7251739502,97.0512161255,96.1600036621,95.8818588257,95.4400253296,95.8140792847,94.7623748779,95.8118286133,95.5358276367,96.3141860962,97.3992767334,96.3412322998,95.8209609985,98.0685501099,95.9784164429,96.5377197266,95.7604217529,96.3140945435,96.4782028198,97.7860336304,95.7044677734,96.8165588379,96.4706726074,97.1883392334,96.1869659424,97.7288665771,96.948638916,97.4505844116
4139,92.653465271,92.6727294922,92.8785629272,92.6498794556,92.8170318604,92.9187469482,92.51121521,93.0032043457,93.5340652466,92.3852462769,92.5015182495,93.1028289795,93.7964096069,93.0385971069,92.8242492676,91.2078323364,92.634185791,93.0478591919,91.7907180786,91.2383956909,92.4959182739,92.1167831421,91.5290145874,92.4730453491,92.4973907471,91.1605224609,91.722366333,91.6110687256,92.1820602417,91.9408493042,91.8184661865,92.4611129761,91.9019165039,93.0363311768,93.6743621826,91.7202072144,92.2198257446,91.0059585571,92.5441894531,92.8601150513
4571,96.2877578735,96.03150177,96.0322341919,95.2208251953,95.5000610352,96.6739807129,95.1931762695,96.2449569702,95.7236709595,96.3633651733,97.0686798096,97.0108795166,95.1517791748,93.1996383667,95.4872055054,96.6258392334,95.659614563,97.2832107544,97.0,97.0631637573,97.7471466064,96.4003295898,95.9095458984,96.2084121704,95.4126968384,95.2234039307,96.5140457153,94.2581329346,94.2162628174,95.7686691284,96.2749786377,95.8513870239,95.7269973755,95.8442382812,95.6661605835,97.3404388428,96.5189590454,96.3393936157,96.9789733887,95.8641815186
6387,103.609535217,103.369468689,102.091636658,103.425552368,101.417274475,103.686157227,104.082519531,102.626296997,104.029029846,101.769607544,102.908905029,102.426803589,101.586128235,101.575706482,103.398101807,103.760620117,103.542671204,102.259872437,103.091819763,103.592201233,103.473182678,104.297119141,103.905387878,104.629615784,103.767486572,102.360931396,104.064468384,103.05267334,103.148910522,104.13785553,102.637939453,103.328330994,103.618713379,102.477890015,102.472740173,103.480392456,103.143913269,101.641998291,102.241668701,103.119621277
2993,93.704826355,91.5203704834,93.3002319336,93.3214797974,92.8781585693,93.2294082642,91.6893005371,93.7302322388,89.8865814209,92.6281967163,94.0736236572,92.4286346436,91.4630203247,92.9852600098,92.2109146118,94.9516677856,92.6259613037,91.8864212036,92.5296859741,91.9946594238,91.6496124268,93.0319290161,92.4867858887,91.485244751,91.3033676147,92.8079452515,90.4778442383,90.2092208862,94.2408065796,92.6821365356,91.2388534546,92.224609375,91.1930847168,91.2836227417,94.0245819092,91.4352416992,94.0607299805,93.2402801514,91.9879379272,90.8645095825
5385,93.8644485474,92.4250183105,97.1305084229,98.4781494141,97.9294509888,94.4005279541,98.3474884033,96.8946533203,98.9696884155,97.0635375977,94.9112701416,96.9459228516,97.0662002563,96.4162979126,96.5555877686,98.1367645264,93.8801803589,96.9548950195,96.3511810303,98.4163970947,98.1891174316,92.5774002075,96.4196243286,97.3247756958,95.9685974121,95.7000274658,91.9647827148,91.9994506836,95.7693634033,98.4122467041,96.2399902344,99.3507003784,91.9069366455,98.7806091309,89.5734329224,96.5674133301,99.7512435913,97.7302093506,95.1539611816,99.1020584106
4225,92.177406311,91.72215271,93.1568374634,93.5449371338,92.4560165405,92.3655853271,93.973487854,91.66456604,92.9663162231,93.0247192383,91.7693786621,92.4840011597,92.6172866821,92.4219589233,93.8295211792,93.2542648315,92.5417022705,92.7970123291,93.1392059326,92.2020645142,92.8691101074,92.0373001099,92.302734375,92.6071548462,92.0412139893,92.829826355,92.7938613892,92.564491272,90.8424377441,91.8508377075,92.1849975586,93.0215377808,93.6875,91.5305175781,92.9530639648,93.3762207031,92.053565979,92.8754425049,92.4971542358,92.9054489136
3315,92.5230407715,92.2198791504,92.6345825195,92.6242218018,92.215057373,91.6312866211,93.0105285645,93.2221679688,95.0702285767,92.7569274902,91.4540023804,92.5614471436,93.3836593628,91.7847061157,93.1630554199,93.960647583,92.9428634644,92.6657562256,91.7946166992,93.2382278442,92.4779663086,92.751083374,92.2977371216,92.5668716431,94.5093841553,92.4270172119,92.8173141479,93.9401931763,93.2449035645,92.4944152832,93.7055435181,91.2395401001,92.9398117065,93.1158905029,93.4717254639,92.2385940552,93.4035644531,94.5010681152,93.5061187744,94.1031265259
1223,113.05103302,113.12298584,114.255500793,113.805114746,114.576179504,113.2241745,114.966491699,111.968696594,113.634727478,115.024635315,113.680213928,113.6043396,113.987495422,113.824043274,113.471115112,113.774200439,113.194465637,113.909614563,112.563941956,114.940086365,113.445030212,113.767189026,114.218391418,113.372329712,113.451858521,113.152145386,113.919517517,113.156478882,112.351913452,113.885261536,113.570701599,114.266433716,112.659049988,113.799407959,113.608078003,113.151451111,113.891677856,112.254112244,114.994682312,113.243103027
455,150.205612183,141.519500732,99.2664489746,99.2385482788,141.756347656,143.879699707,143.622467041,139.688690186,138.680084229,140.445144653,99.3319778442,100.266647339,139.952072144,145.033233643,142.239364624,140.937301636,104.589324951,102.83972168,143.78767395,143.429351807,145.318756104,144.694320679,142.342834473,145.128311157,145.123245239,99.3678512573,142.501251221,143.32800293,141.02645874,142.001586914,141.142486572,142.080947876,101.139511108,144.185073853,141.3331604,144.115432739,138.412033081,140.047119141,140.214477539,146.859115601
1899,94.7903213501,93.9802017212,91.3275527954,93.0696411133,92.1655807495,95.028968811,92.2210388184,94.1123733521,94.2774581909,95.8914337158,93.4082107544,96.2314529419,95.5375976562,94.915977478,94.0067443848,92.7263946533,94.9252166748,94.0211639404,94.7867584229,93.1313476562,94.0630874634,93.7449798584,93.3294448853,93.4042205811,93.7957305908,93.6428070068,94.0354003906,96.4724960327,93.3563690186,95.2459640503,94.2998809814,94.4116744995,95.8056182861,94.4016113281,95.4528884888,93.8968887329,94.8373260498,94.9763946533,93.5854110718,94.3967285156
2555,103.107292175,102.436637878,102.451751709,100.741279602,101.948158264,102.831375122,103.599586487,101.928367615,102.328712463,100.973899841,101.745277405,101.842658997,101.983970642,103.59979248,101.178817749,102.998458862,101.921539307,102.404975891,102.573287964,102.735580444,101.951408386,103.571846008,102.556533813,101.601905823,102.080734253,103.587760925,102.325309753,101.873374939,102.620010376,102.1014328,102.355728149,102.974403381,102.73790741,103.180831909,102.634002686,102.701057434,100.959197998,102.576019287,102.656730652,102.460197449
2740,91.5456924438,94.0468215942,92.8651123047,93.5481338501,92.2835693359,93.3985900879,91.6056137085,92.5586624146,92.9792404175,92.8874511719,92.5121536255,92.3132553101,92.0455322266,92.4889678955,94.186378479,92.6965866089,92.6909637451,93.3596878052,92.9500198364,92.631072998,93.7445678711,92.8257751465,92.6064758301,93.069442749,93.1018447876,92.7406616211,92.4771347046,95.3335723877,93.4888763428,92.5974121094,91.6686325073,92.5135726929,92.1307525635,92.7935562134,92.3984985352,92.3744277954,91.7786865234,93.0352478027,91.6338653564,92.5646820068
7048,90.8446502686,90.2493133545,91.3129882812,91.0320510864,91.528213501,90.7091445923,91.623916626,90.9582290649,90.8079681396,90.8251113892,91.6471939087,91.7525863647,91.3614425659,91.8810195923,92.018913269,91.7925186157,90.8785171509,92.251991272,90.6035461426,90.6912384033,92.376663208,92.5037689209,92.0499343872,90.4598236084,91.0995483398,90.676399231,90.2043075562,91.1148376465,91.7904510498,91.8535995483,90.722114563,90.3163528442,90.8950424194,92.7130508423,91.4892272949,91.5672073364,90.9429931641,92.6425018311,92.3309707642,91.7107162476
6034,93.658531189,95.5915222168,93.9113845825,93.973274231,94.7786254883,94.5788192749,95.2206420898,94.6494674683,95.5101623535,94.8078994751,94.0198822021,93.6619491577,94.7200088501,95.8421401978,94.9189834595,94.5759506226,93.4436950684,94.2554702759,95.1006011963,94.7512435913,94.6816635132,95.2590484619,94.9440994263,94.8418045044,95.0135726929,94.6377792358,94.508354187,95.5313949585,95.2816543579,95.5674591064,94.4503555298,94.5492553711,93.9359817505,94.9035720825,94.790222168,93.911895752,93.9926757812,95.1394424438,95.012046814,95.8190917969
7743,90.2225494385,90.0634384155,90.7052612305,90.2848968506,90.1297454834,90.6261138916,91.0242919922,89.637260437,90.9277572632,91.2309570312,91.3604125977,90.5371704102,91.3484649658,90.4108428955,90.8720932007,90.7564849854,89.3407363892,90.6354522705,90.0445785522,90.6730651855,91.5029907227,88.8072052002,90.594909668,89.8704681396,90.5385818481,91.0637207031,91.6494750977,90.9198608398,90.4752883911,90.4389190674,91.2626800537,91.3761520386,91.7303390503,91.1906967163,90.382194519,90.8514785767,91.4745635986,91.3718490601,89.6407623291,90.1205215454
4162,90.468788147,92.2939910889,92.7639083862,94.1104278564,93.0541305542,93.3576278687,90.7358474731,91.5329208374,90.1078796387,91.8459091187,90.1315612793,92.3918151855,91.4822463989,90.5855865479,90.7554626465,92.3608398438,89.1216583252,85.9999694824,91.4038925171,90.1043777466,90.8089294434,91.9543457031,90.2003326416,90.0879592896,91.4177703857,93.1224136353,90.9060745239,88.9133148193,92.1935501099,88.5870819092,91.0424194336,93.422668457,91.3793487549,91.9931488037,92.5567626953,91.4906692505,90.6557846069,91.574256897,91.9758987427,93.0501251221
5669,103.452781677,101.434715271,102.881385803,102.607345581,103.298278809,102.046394348,103.312835693,102.5989151,102.459640503,101.417907715,103.022003174,104.01159668,102.801834106,104.491668701,102.897949219,101.410102844,103.152793884,102.515464783,104.442893982,104.163909912,103.728897095,103.70967865,102.482299805,103.491844177,102.719650269,103.670837402,101.445648193,102.11832428,103.547386169,100.585945129,103.975914001,102.332923889,103.269180298,101.98374176,103.647407532,103.934532166,102.748649597,101.890357971,104.031341553,102.587280273
7751,90.3829574585,89.080078125,89.7279586792,88.9651870728,90.7368240356,89.9324874878,90.4482192993,90.3171157837,89.0689315796,91.1426010132,89.9158401489,91.4047546387,91.3707427979,88.5575561523,88.1269378662,88.2979278564,90.6265487671,90.0627975464,89.6688308716,89.7014083862,89.1738739014,88.0823364258,87.6633453369,90.7207794189,89.2282028198,91.1867370605,87.3210525513,92.0848770142,90.7964248657,89.5569763184,90.7766723633,90.076133728,92.2088699341,90.8205871582,88.5669937134,89.2014846802,92.8105926514,87.3550872803,89.4150238037,92.2184753418
8109,100.737861633,103.788421631,100.319313049,102.449981689,101.80393219,101.047721863,100.060272217,101.17539978,102.099517822,101.580253601,102.208610535,103.28112793,102.209663391,102.101867676,101.679344177,102.1328125,102.250839233,101.634254456,100.468383789,101.215270996,101.850143433,102.464614868,100.246528625,104.391769409,100.923324585,100.531761169,104.565086365,102.948028564,104.506492615,102.051452637,102.893875122,104.995162964,100.992835999,100.187149048,101.850914001,103.574752808,102.705635071,101.067260742,102.07585907,102.166847229
3796,92.6544189453,97.8226699829,97.3022384644,96.3933410645,94.839515686,96.8510437012,97.3294296265,98.9231338501,97.04296875,96.6288909912,95.2902679443,97.9848327637,96.2734375,96.5482025146,95.5919723511,95.8114395142,96.3711929321,96.232963562,97.1515808105,95.9013900757,97.7009124756,98.0314865112,95.6013031006,95.2530822754,95.1711959839,97.0746459961,98.1017303467,96.3746643066,95.1531906128,97.1468811035,96.3178787231,96.2468338013,93.6896591187,96.2396469116,96.2479400635,96.6248931885,98.3407287598,97.3351745605,97.3460617065,96.0326309204
3318,116.168983459,120.705726624,119.138496399,119.530441284,117.023704529,116.240638733,120.254211426,119.345352173,121.502685547,115.431762695,118.953849792,118.939201355,115.794593811,120.649169922,120.126815796,118.857078552,115.660835266,120.538200378,119.978919983,119.504684448,118.83820343,120.522750854,120.809951782,119.211746216,119.116493225,119.340873718,118.69733429,118.745193481,115.787696838,119.583755493,120.453720093,119.269760132,120.525001526,115.762702942,119.438751221,116.173591614,120.338539124,120.825996399,120.231674194,121.144073486
5802,102.138565063,101.850105286,103.275016785,102.325798035,102.535392761,101.861663818,100.760818481,102.366950989,102.592498779,102.283973694,100.493843079,102.500160217,103.068237305,101.200141907,102.279968262,102.009712219,103.376091003,101.05909729,101.411346436,101.850509644,102.718444824,101.711257935,103.470314026,101.167434692,102.691596985,101.690292358,103.99105835,102.834564209,99.9623184204,103.656532288,102.327911377,100.203346252,101.131141663,102.690368652,103.181930542,103.127105713,99.5428390503,102.667221069,103.352531433,101.769851685
8253,109.720352173,108.390846252,106.610481262,107.813575745,108.800888062,108.995185852,109.924308777,107.624588013,108.439102173,107.824317932,107.516601562,108.555953979,108.83065033,107.056083679,108.261276245,108.946372986,109.150657654,109.94467926,106.283958435,107.286483765,109.109306335,109.059364319,107.215530396,109.012199402,108.005722046,108.19984436,108.851524353,109.284332275,109.291595459,107.26210022,108.678466797,107.866447449,109.3697052,109.182891846,108.397163391,108.266517639,109.702636719,107.354507446,107.863105774,106.527557373
2238,107.543502808,108.005386353,107.843208313,106.815605164,107.674079895,107.595405579,106.18069458,106.222999573,107.938598633,108.663917542,107.931404114,108.909965515,108.155311584,107.198455811,107.790016174,108.360855103,107.457687378,108.458648682,109.369728088,108.53427124,109.43107605,107.275093079,106.543502808,109.650672913,107.320274353,107.339202881,110.022224426,108.12853241,109.228996277,106.917694092,106.430160522,107.204307556,107.259773254,109.353942871,108.874839783,108.376922607,108.455574036,108.931007385,107.851287842,107.516723633
4079,94.2969207764,91.8723068237,92.6733016968,93.4808120728,92.1840820312,94.0830993652,93.4902267456,93.6989593506,94.4542312622,92.8605651855,93.9894714355,92.0105056763,93.3450546265,91.9085388184,91.408996582,93.6954727173,92.5551071167,93.1336288452,93.5543136597,91.9592514038,91.850769043,92.1199264526,91.7280349731,93.482093811,93.7404098511,93.2367324829,92.7542266846,93.4495239258,92.2839050293,93.4256134033,91.5451889038,93.2426605225,93.1732330322,93.4504470825,94.1151275635,93.4054107666,93.7895431519,92.3968276978,93.4862060547,92.0580596924
2328,93.1287307739,93.7692108154,90.0445251465,91.6052093506,90.5324478149,91.9927825928,91.768409729,91.1950302124,92.6907730103,94.2794113159,91.5379104614,93.0211410522,91.2485046387,93.2776489258,92.4970245361,92.0180206299,92.6403961182,93.6770019531,91.6720199585,92.6967926025,93.0942077637,93.5552597046,92.529624939,90.669960022,92.5212020874,92.522026062,92.1209487915,91.6996231079,91.9461898804,91.7893295288,93.5807189941,92.3117370605,92.6119689941,91.2776260376,91.7512741089,92.6380462646,92.5888824463,93.4211730957,92.1146392822,92.6075515747
2372,94.3090438843,93.6862030029,92.9534225464,93.432510376,93.7622146606,93.2066726685,94.0371856689,94.1435699463,93.4203186035,94.9686813354,94.7479324341,93.5781555176,93.8770675659,94.2350921631,94.0850982666,93.2109909058,93.938873291,93.771156311,93.2877731323,93.8448944092,93.2181396484,94.264465332,94.4569702148,94.7281265259,93.7135543823,93.3567276001,95.0967330933,93.1337966919,93.2481307983,93.9641876221,94.3829193115,94.3657913208,93.8207855225,93.0479278564,94.7646789551,93.6664199829,93.8967132568,93.6696929932,94.158996582,94.8588790894
1875,123.303581238,117.147941589,121.577713013,123.520126343,121.784469604,118.624687195,121.409202576,117.885597229,119.2371521,119.249298096,120.934913635,117.504005432,118.278244019,122.433555603,120.295562744,122.570594788,124.279403687,123.059486389,119.514518738,119.192871094,119.471450806,122.569084167,120.923622131,118.343811035,121.371292114,120.447937012,119.796928406,118.157096863,122.230606079,118.498664856,122.20362854,120.961753845,123.116874695,121.288101196,120.353218079,120.215255737,123.269020081,122.704399109,123.772171021,119.531921387
5490,94.2595901489,95.8125305176,97.4491348267,95.3371963501,95.7114639282,96.2121200562,96.063911438,95.1091079712,95.5397949219,94.9761734009,94.9604721069,94.2183151245,95.0109634399,96.0669326782,96.6390762329,94.3233642578,93.921333313,95.5038909912,96.1417160034,95.8045959473,95.2233505249,95.0797576904,95.5005111694,96.3411483765,95.1101074219,95.703956604,95.9972305298,95.6357421875,97.9996414185,95.7955169678,95.2441482544,94.9374465942,96.1816177368,95.654548645,93.8067932129,96.1607818604,95.0980834961,95.7672576904,96.8245773315,96.2560882568
1994,107.595832825,106.34262085,105.872154236,107.458366394,106.872650146,106.844467163,107.481819153,107.221626282,106.399711609,107.118492126,107.467651367,107.821876526,106.664260864,106.548355103,106.993797302,106.277809143,107.704277039,107.446311951,109.119865417,107.207435608,107.430595398,107.293769836,106.988868713,107.703231812,105.92780304,106.716323853,108.09262085,106.803077698,107.3177948,107.696357727,106.282516479,107.659660339,106.942596436,106.554794312,107.904594421,108.265350342,105.279777527,107.39540863,106.892883301,106.620407104
8269,111.834503174,112.386543274,113.306427002,112.749671936,112.283050537,112.188514709,111.867088318,111.922729492,112.162117004,111.69985199,114.630889893,112.277656555,113.550224304,113.595329285,110.075996399,112.604095459,112.243263245,113.862930298,111.773521423,111.186355591,112.001701355,112.104125977,111.905174255,113.54133606,111.148399353,114.427864075,112.59500885,113.49823761,112.915977478,112.191436768,113.509437561,112.675132751,111.778717041,111.0570755,109.274833679,111.373832703,112.215644836,112.684188843,110.37084198,113.062652588
7775,91.7387924194,89.6406707764,90.5025024414,91.95287323,90.6903457642,91.0420227051,92.502784729,91.6850738525,90.8125,91.2701644897,90.748298645,91.545791626,91.6894760132,90.4125595093,91.6150131226,92.2815475464,90.842010498,90.8945083618,90.7424926758,91.8456192017,93.1784973145,91.1745605469,91.941192627,91.6418914795,90.1650161743,91.1935806274,90.6641921997,90.7879943848,91.5474014282,92.1434707642,91.5928421021,90.9899368286,91.1219329834,92.7634124756,90.9229049683,93.2549514771,93.3489303589,90.6935577393,91.7397842407,92.3272323608
4213,92.2824172974,92.7913208008,94.2923278809,94.0833435059,94.7090530396,93.7426376343,93.2747879028,93.0695266724,94.4271392822,92.9311904907,93.1733627319,93.3414764404,95.0151672363,92.171043396,92.6349411011,94.1943893433,94.5078811646,93.2907714844,93.0949172974,92.8386993408,94.3694992065,92.314414978,93.4990997314,94.3835067749,94.635055542,93.0973129272,93.5623168945,93.2576141357,93.2770996094,93.4100189209,93.2764282227,92.5516281128,92.942024231,92.4424819946,93.0629196167,92.3767852783,92.7769317627,92.0505447388,92.6089019775,93.657585144
