ID,y,xMSE22_0,xMSE22_1,xMSE22_2,xMSE22_3,xMSE22_4,xMSE22_5,xMSE22_6,xMSE22_7,xMSE22_8,xMSE22_9,xMSE25_0,xMSE25_1,xMSE25_2,xMSE25_3,xMSE25_4,xMSE25_5,xMSE25_6,xMSE25_7,xMSE25_8,xMSE25_9,xMSE210_0,xMSE210_1,xMSE210_2,xMSE210_3,xMSE210_4,xMSE210_5,xMSE210_6,xMSE210_7,xMSE210_8,xMSE210_9
6334.0,101.52,103.82963562,102.977127075,103.222007751,103.374778748,103.196510315,103.116966248,103.454704285,103.372253418,103.01474762,103.313560486,101.916511536,102.138511658,102.081459045,102.297142029,101.543830872,102.185798645,101.922088623,102.08405304,102.106811523,102.502815247,100.604423523,100.917892456,101.470909119,101.73387146,100.238945007,101.626754761,101.229896545,101.089256287,100.844528198,101.713638306
5577.0,107.97,113.042175293,112.439155579,112.162765503,111.929855347,111.975212097,111.898414612,112.879058838,111.679473877,113.001625061,112.658485413,112.553726196,111.406959534,112.037086487,112.052139282,112.815536499,112.861907959,112.266143799,112.17074585,113.002624512,112.567001343,112.502357483,111.572929382,110.378890991,112.686683655,111.934425354,111.849777222,114.831726074,111.087051392,112.476646423,111.540794373
5713.0,120.8,104.938812256,105.208511353,105.200210571,106.007766724,106.191459656,105.837272644,105.16191864,105.265327454,105.364265442,105.759056091,105.941452026,105.872917175,103.785903931,105.461380005,104.88848877,104.969520569,106.010643005,103.980911255,104.563156128,104.756813049,104.922744751,105.655082703,106.01234436,106.169395447,104.970664978,104.96622467,105.653007507,105.50541687,104.896194458,105.621200562
1594.0,105.66,111.890724182,112.297897339,112.152908325,111.993133545,112.068359375,112.306221008,113.037109375,111.945213318,112.32749939,111.855041504,111.270462036,111.426498413,111.328811646,111.470199585,110.182044983,111.752723694,110.99433136,110.950088501,111.250793457,111.5598526,109.380523682,109.90537262,109.377418518,110.010002136,110.380111694,109.648231506,110.719749451,109.706336975,109.079078674,110.937896729
1517.0,89.91,95.0769271851,94.3055648804,94.3856811523,94.4461288452,94.4180145264,94.4994812012,94.6208496094,94.8428878784,94.6859893799,94.8424758911,94.2099761963,94.4682617188,94.5109634399,94.1276779175,93.9869537354,94.7790527344,94.1446304321,94.47996521,94.1329421997,93.9464263916,94.855178833,94.9682769775,95.060836792,94.095199585,93.4830703735,94.1329269409,94.1463088989,94.4591293335,93.3927307129,95.4207000732
6214.0,92.18,93.7243347168,94.7897796631,93.8661346436,94.643119812,94.6538314819,93.1599807739,94.5912322998,93.7528152466,95.2495422363,94.4625015259,93.6449890137,93.2463531494,93.516708374,94.3058853149,94.1876754761,94.1091766357,96.3091506958,94.598449707,94.4099807739,94.030921936,93.3922119141,92.5035858154,92.9115982056,94.5210800171,94.2562484741,94.1229782104,93.9021606445,94.5872344971,94.0559997559,92.4012908936
8157.0,91.38,93.4561004639,92.0771331787,92.7358627319,93.3992843628,92.8448181152,93.1539535522,92.3156967163,92.7462463379,93.1688842773,92.8794403076,92.5500183105,92.3559112549,91.6426544189,92.6705322266,92.6055374146,92.837387085,91.6195526123,91.4960250854,92.8295059204,91.9479141235,92.1793670654,91.5514907837,92.3769836426,91.8981170654,92.1408538818,92.9309921265,93.0502319336,93.4528503418,92.705909729,91.4088821411
4543.0,91.83,95.0930252075,94.5751037598,95.0238800049,94.5465545654,94.6465454102,94.6879730225,94.6890182495,94.6499023438,94.4625549316,94.7802047729,93.7578277588,93.7990951538,94.4954910278,93.6284408569,93.9598617554,94.1417388916,94.0523376465,93.6359100342,93.6624298096,93.6902313232,92.8892745972,92.823928833,93.6897888184,93.8452529907,93.5417022705,94.1002426147,93.4331588745,93.3467712402,93.4228515625,93.0766830444
3721.0,93.78,94.4263381958,94.3033370972,93.7883071899,93.9569702148,94.7901382446,93.9362335205,93.9589767456,94.5994796753,94.5223922729,94.6593475342,94.1222305298,93.547454834,93.5038528442,93.2552947998,93.4955749512,92.8390045166,94.0816574097,93.9973602295,93.6402053833,92.5454788208,93.5785064697,95.5470581055,94.7308425903,92.6539764404,95.6002197266,95.7366867065,92.8721313477,94.3699798584,93.6990890503,92.201423645
531.0,95.04,93.3962173462,93.7888793945,93.3707504272,93.6383666992,94.6327056885,93.951675415,93.6003799438,93.9663391113,93.7691268921,93.9540100098,94.3799743652,92.5217971802,93.5243301392,93.7999801636,91.7272567749,94.3016357422,93.4965744019,94.016998291,93.7229156494,92.6564941406,93.3216781616,95.1048278809,95.3608016968,94.9283447266,92.690032959,94.931892395,96.2266387939,94.5784072876,95.4282531738,95.3855133057
1845.0,91.78,94.444480896,94.2897872925,94.811630249,94.7080993652,94.8115081787,94.6242752075,95.042350769,94.6776580811,94.4689483643,93.7553863525,93.9836196899,93.3245620728,93.5366973877,93.9811553955,94.0413284302,93.9744186401,94.1622314453,94.3271408081,93.4931869507,94.018737793,94.1838150024,92.6112136841,92.9212188721,93.546585083,92.8649291992,93.692024231,92.7874526978,93.7848739624,93.4115142822,93.5602035522
7277.0,116.13,110.846389771,111.38948822,111.537620544,111.704452515,110.57396698,111.226226807,111.306495667,112.054000854,111.362579346,111.221580505,110.440582275,110.855567932,112.968261719,111.403678894,110.579391479,111.216094971,111.230575562,110.642990112,110.520599365,112.148719788,114.185325623,111.767242432,112.229377747,111.299247742,111.726089478,110.555267334,111.768211365,112.109542847,109.988800049,113.909263611
6307.0,83.25,93.5086212158,92.6817932129,93.3991088867,93.3335342407,93.211517334,93.6083908081,93.535697937,93.3726043701,93.5334625244,93.1942901611,93.2303466797,93.036026001,93.2266769409,92.9133300781,93.7397232056,93.6231765747,92.6842575073,92.6661300659,93.44506073,93.4276733398,93.174911499,92.2201538086,93.3972015381,93.4694595337,94.3112258911,93.0330734253,93.162399292,93.6172027588,93.1063308716,93.1122665405
197.0,73.7,79.5655822754,79.5048370361,79.2910003662,79.4960174561,79.2423553467,79.0799331665,79.1627883911,79.2670669556,79.6611633301,78.7769546509,78.4177322388,77.9755325317,78.008644104,78.1350021362,78.266418457,78.275718689,78.2912139893,78.9863815308,77.9906234741,78.6459655762,78.5947494507,77.8054962158,78.2603759766,77.5728149414,76.6879730225,78.3997650146,78.1299514771,77.9248580933,76.5546264648,77.3897094727
4244.0,106.37,103.699043274,103.745239258,103.579353333,103.762321472,103.559684753,103.72253418,103.786071777,104.12991333,103.805526733,103.936279297,103.575889587,103.520057678,103.416374207,103.151367188,102.416366577,103.120437622,103.482414246,102.991531372,103.422615051,103.412147522,102.572525024,103.324432373,103.463798523,102.951644897,103.91002655,102.785003662,103.375846863,102.646881104,103.311546326,103.401702881
7724.0,88.86,92.629234314,92.8564376831,92.8241653442,93.0134124756,93.0252151489,92.3774414062,92.7427368164,92.8137969971,92.8159484863,92.687828064,91.2262649536,92.206199646,91.3597717285,91.5944366455,91.9542388916,91.9015426636,91.586517334,91.204498291,91.0926361084,91.6281356812,91.774810791,91.0482788086,92.0492858887,92.4423904419,90.8489990234,91.5047683716,92.0016860962,91.4140853882,90.8761062622,92.0604019165
2324.0,89.7,93.9294891357,93.8791046143,94.1369476318,94.3051757812,94.2326507568,93.8991699219,94.0556335449,94.1945495605,93.7627334595,93.7943725586,93.0621109009,92.2677688599,93.3753738403,93.2042007446,93.2163162231,93.0795516968,93.3666687012,93.2638168335,93.1261291504,93.4498291016,92.3727111816,92.4376144409,92.4660720825,92.3516235352,92.7462539673,91.1617660522,91.642791748,92.1214599609,93.2240371704,93.3264694214
4081.0,96.41,94.5046157837,94.8212585449,95.063949585,94.9008026123,94.9094696045,94.8857345581,95.0508651733,94.5134887695,94.6151428223,94.7050857544,95.3969726562,95.4567337036,94.560798645,94.8747024536,95.0683746338,94.4463424683,95.4552459717,94.8146820068,94.8506622314,94.7973251343,96.231552124,96.0156707764,96.1329574585,96.1328964233,96.2304763794,95.7515258789,95.915802002,94.8704071045,95.6332473755,96.578956604
7333.0,107.63,103.537254333,103.714752197,103.118354797,103.90536499,103.852653503,103.065696716,103.350532532,103.288597107,103.349182129,104.195495605,102.421653748,103.020095825,102.211624146,102.081253052,101.931419373,101.902542114,102.410667419,101.707290649,102.421478271,101.850708008,101.762077332,100.989143372,102.066635132,102.547325134,102.064208984,100.966705322,101.827133179,102.149459839,101.411697388,101.908752441
6384.0,91.79,94.4962234497,94.7969436646,94.634727478,94.6238632202,94.5293960571,94.1952438354,94.554725647,94.2797241211,94.7097930908,94.1388092041,93.9825668335,94.0611877441,94.3370132446,94.3419799805,93.7906417847,94.71144104,93.7843322754,94.78515625,93.7518539429,93.6304626465,93.2236709595,93.4829406738,93.4535446167,93.2677764893,94.0012207031,92.7017288208,93.534072876,93.7406539917,93.1099014282,92.4532318115
7892.0,106.02,110.399894714,110.586380005,111.701049805,110.507263184,110.745040894,110.829750061,110.636116028,110.684906006,111.051940918,110.056304932,110.996650696,109.219146729,110.30090332,110.821022034,110.427345276,110.754486084,110.68737793,109.701187134,110.090927124,110.64982605,109.512619019,109.524681091,109.67489624,109.341819763,111.149864197,109.578727722,109.903083801,110.60684967,110.050888062,110.293266296
4230.0,88.06,94.3818664551,94.9102096558,94.6265945435,94.8948059082,94.6520690918,94.3772735596,94.5356521606,94.7240142822,94.5609436035,94.9204711914,95.5364151001,94.7837371826,94.4708023071,93.6806106567,93.9486694336,94.7867736816,93.2251281738,93.2673416138,93.8946990967,94.3476333618,93.0431365967,92.7147598267,95.6407241821,92.1698532104,95.3164978027,95.2634735107,94.5944061279,95.3930664062,94.534034729,94.3355407715
8206.0,106.05,110.79335022,110.74331665,110.791557312,110.394493103,111.517295837,110.50504303,110.610641479,111.098457336,111.286155701,111.447738647,111.499725342,109.68132782,110.771781921,111.170516968,110.069511414,110.965553284,109.886283875,110.173614502,109.989471436,111.528930664,109.987243652,110.311073303,110.548027039,110.030265808,110.371803284,110.581497192,110.837677002,110.190406799,110.372497559,110.610527039
7781.0,111.34,112.615150452,112.285842896,112.647247314,112.355300903,112.565765381,113.290023804,112.794578552,113.846099854,111.9012146,112.632240295,112.431106567,112.775550842,111.967605591,111.998771667,112.594291687,111.935890198,111.975616455,112.525032043,111.30947113,112.496841431,110.952194214,111.69834137,113.040397644,112.95929718,112.676490784,112.396728516,114.053092957,112.086036682,112.152641296,111.969802856
7975.0,110.71,109.68547821,110.303718567,110.167526245,110.437606812,110.114234924,109.85584259,110.691772461,110.760726929,110.255012512,110.191772461,110.01071167,110.154472351,109.276306152,110.535484314,110.422653198,110.240562439,109.83934021,109.923248291,109.828453064,110.206573486,110.79334259,109.900718689,110.910049438,109.56678009,110.007575989,110.85785675,111.303421021,109.839828491,110.247344971,109.795013428
2202.0,93.95,93.6628494263,95.0967483521,94.6478042603,94.430267334,93.9057388306,94.0958328247,94.7070083618,94.396194458,94.6376113892,95.1996231079,92.7441482544,93.7381744385,92.9318313599,92.8255462646,92.9460678101,92.6299133301,93.554397583,92.7809524536,93.3807983398,94.2203292847,91.87915802,91.4774703979,91.62525177,91.738067627,91.2911529541,93.1148986816,92.0120010376,92.4504013062,91.5538635254,91.1676712036
8058.0,89.46,92.3227386475,91.6030426025,91.8338394165,92.0790328979,92.0473403931,92.3241119385,92.2264938354,92.5551757812,92.49269104,92.6956710815,90.6981048584,91.120010376,91.4498519897,91.0560455322,91.7916870117,90.996131897,91.265586853,91.4527816772,91.3947982788,91.2385559082,89.9275665283,90.0091323853,91.7076339722,90.2207946777,91.3294906616,90.4231185913,91.917427063,89.9501037598,89.5590209961,90.185798645
4768.0,90.58,94.9303131104,95.312828064,94.8325424194,94.8998718262,94.2581710815,95.2450027466,95.4622344971,95.4085922241,95.7800750732,94.9816894531,92.8761749268,94.6103744507,95.8261795044,94.455368042,95.1137542725,94.8388748169,95.7118988037,95.4384765625,95.9199447632,95.1711654663,95.0208358765,94.737739563,95.7430038452,95.8888168335,94.5621871948,93.3947906494,96.0847396851,94.1842880249,95.5479278564,94.5096817017
2131.0,97.22,104.533187866,104.571380615,104.552955627,103.879943848,104.926635742,105.311294556,105.31967926,105.05254364,105.082115173,105.618240356,104.602600098,103.428344727,103.788345337,106.200828552,105.151161194,105.231079102,104.958610535,104.838386536,105.174110413,104.841506958,103.472572327,103.18926239,104.847267151,106.586082458,103.830024719,106.439628601,105.143287659,103.265174866,106.728050232,106.067733765
2554.0,100.1,94.3107757568,94.5730819702,95.3643264771,94.6109619141,94.975730896,94.5811843872,94.7244873047,94.1745300293,94.5339126587,95.1672210693,95.8438034058,94.7091903687,95.3961257935,94.7366943359,94.5747528076,94.9484176636,95.6006164551,94.1044311523,95.4056167603,94.2979736328,97.2423400879,95.6576461792,95.2716369629,97.3743209839,96.2121276855,96.6357727051,95.9506454468,96.0052108765,96.0210723877,95.8753814697
6476.0,107.46,111.058601379,111.053924561,111.314338684,110.653274536,111.20173645,110.830940247,110.495437622,110.986488342,111.25667572,110.534332275,110.121261597,110.357635498,109.264923096,109.204727173,109.679374695,109.44757843,109.092483521,109.221855164,109.028450012,109.545761108,108.053909302,108.887023926,108.328674316,108.092689514,108.874954224,109.01927948,109.581283569,108.828651428,108.083702087,108.610458374
1225.0,102.49,105.119407654,105.560073853,105.467132568,104.889045715,104.795097351,105.20362854,104.710655212,104.773933411,104.84803009,104.96321106,104.66381073,104.313575745,104.959564209,104.130882263,104.224182129,105.390411377,104.597145081,104.347541809,105.499946594,104.503982544,104.193344116,104.27747345,103.012237549,103.974006653,103.708641052,104.514900208,104.984527588,105.237724304,104.353981018,103.69569397
4327.0,109.02,95.674697876,94.8761520386,95.5270004272,96.773475647,96.1543884277,95.5411529541,97.1134719849,94.1337051392,96.3597869873,95.9000244141,95.3509750366,95.0869445801,97.2784805298,95.6440353394,95.778717041,96.3658599854,97.751373291,96.5423660278,94.6473770142,95.4094924927,94.4516448975,96.6037521362,96.0995178223,95.4811096191,94.2667236328,97.9640274048,95.6685714722,95.4814376831,95.5535125732,92.949508667
2780.0,97.26,95.3214492798,95.3290328979,94.9371261597,94.9295349121,95.1989822388,94.5342941284,95.1647949219,95.0115814209,94.8337554932,94.7476043701,95.1140365601,94.6385498047,96.5216598511,94.8170471191,96.0240020752,95.582321167,95.0667495728,95.1485748291,94.7165527344,96.0863647461,97.39087677,96.4933395386,94.2023925781,97.8540725708,96.3678970337,94.9757537842,93.5569152832,92.8427658081,97.024559021,96.3168640137
1624.0,93.8,94.717338562,95.4609222412,95.0764694214,95.180809021,94.8309402466,94.9610214233,95.1012496948,95.3712387085,94.7875213623,94.7861099243,94.7919540405,95.1464996338,95.3840255737,94.4226837158,94.3108978271,94.9665527344,94.3972930908,95.3192367554,95.1303710938,94.0839920044,94.8212890625,96.5911026001,95.6210021973,95.7233810425,95.8278198242,95.3992385864,95.424659729,95.5609436035,96.3670272827,95.4532012939
2706.0,93.55,94.7642211914,94.4323348999,94.2967987061,94.6521911621,94.5482635498,94.345451355,94.0211868286,94.0968322754,94.314491272,94.3478317261,93.3897705078,92.6858825684,92.6328048706,92.968536377,94.140586853,94.1321640015,93.6676864624,93.2647399902,93.8843612671,94.1262893677,92.7668609619,93.3361740112,92.1617279053,92.3907546997,91.4787979126,91.4876480103,92.4096069336,93.7527618408,91.5469970703,93.4725341797
2619.0,107.47,111.324424744,111.015197754,110.170524597,111.270179749,110.843955994,111.274162292,111.472946167,110.124679565,111.506835938,112.090309143,110.940704346,109.694374084,110.497329712,110.108139038,110.237121582,109.942306519,110.059814453,111.173370361,110.467063904,110.610908508,110.780586243,109.250762939,110.263275146,110.083198547,108.930595398,109.53087616,110.483894348,110.625434875,108.675323486,108.769989014
4525.0,107.9,111.868904114,112.067741394,111.870765686,111.827301025,111.690666199,111.926376343,111.666687012,111.963523865,111.66242981,111.900794983,111.624458313,110.756561279,111.377983093,111.592887878,111.129981995,111.138824463,111.562522888,111.770629883,110.766189575,111.695533752,110.95740509,112.070129395,110.309455872,111.21673584,111.339378357,110.929618835,111.12260437,110.552253723,111.22769928,111.652732849
1032.0,90.46,95.0579299927,94.7014160156,94.6195831299,94.6657791138,94.7439498901,94.6072845459,94.5614776611,94.6955184937,94.6532516479,95.1476745605,93.7724304199,95.0478591919,93.9787902832,93.517906189,94.6442871094,95.6576766968,94.1651916504,94.3087844849,93.6827774048,93.8784179688,95.0522079468,94.0819320679,94.7503662109,94.348236084,94.2446060181,95.7522201538,95.380241394,95.1747512817,94.4236450195,94.1529541016
7103.0,87.4,91.9973373413,92.0082321167,92.1497573853,92.0630264282,92.1360778809,92.3646087646,91.7316818237,91.8829956055,92.4856109619,92.3393936157,90.6876831055,91.178237915,90.8871383667,91.078338623,91.1049041748,91.6803665161,91.8955078125,91.0585708618,92.3522491455,91.0916442871,90.4954528809,90.9708862305,90.8710174561,90.8055419922,90.76953125,90.3725662231,89.7406158447,90.8999557495,91.0474700928,90.2458114624
7734.0,88.58,92.2364501953,91.9430541992,92.3902893066,91.8264541626,92.2216339111,92.3433380127,91.8480529785,92.113319397,92.3208312988,92.478767395,91.2714996338,91.7439117432,91.1418228149,91.0976486206,91.090423584,91.4769821167,90.7383575439,90.9477157593,91.0766601562,91.1319580078,90.5771408081,90.774230957,91.0006790161,91.5253067017,90.5849227905,90.8112792969,90.623085022,90.6822662354,90.4891433716,91.0768127441
853.0,110.1,112.178253174,112.30859375,112.18019104,112.478240967,112.217460632,112.18434906,112.556625366,112.477432251,111.833557129,111.795852661,111.436386108,111.03768158,111.244865417,111.217285156,111.393028259,111.332489014,111.838317871,111.335708618,111.228897095,111.593673706,110.817352295,110.217094421,111.605796814,111.36100769,110.375968933,110.57358551,111.473320007,110.736976624,111.253768921,111.293411255
3178.0,93.62,94.3580474854,94.4826889038,94.4038848877,94.6586685181,94.3424224854,94.6531143188,94.6576919556,94.6489028931,94.6489715576,94.898979187,93.5927581787,93.5595245361,93.8717269897,94.4070053101,93.3206100464,92.2128829956,94.3022460938,93.7797470093,93.8787002563,93.3168029785,92.4823913574,92.2688827515,92.3808441162,94.1377105713,91.7898406982,92.6700210571,93.1392822266,92.726852417,92.99659729,92.5640411377
5213.0,103.23,104.163589478,104.403991699,104.273933411,104.784423828,104.365234375,103.522956848,104.266853333,104.113121033,104.881752014,104.353904724,103.812088013,103.792724609,102.849342346,103.392654419,103.147514343,103.924194336,102.43497467,102.69556427,103.251296997,102.592536926,102.985160828,102.258163452,102.018257141,103.213996887,101.223777771,102.692893982,102.041641235,101.81312561,101.900260925,101.521476746
553.0,99.05,95.3515090942,94.9680633545,95.4888000488,94.7511291504,95.2794036865,94.6938018799,95.2708892822,95.2283172607,94.9078292847,94.955657959,95.3919296265,95.1170120239,95.1345367432,94.3649902344,94.9858474731,94.537940979,95.5647506714,95.4272460938,95.035484314,94.9310150146,96.176574707,96.0993423462,95.0899200439,94.7844772339,95.1752624512,94.4375762939,95.1695632935,95.0807266235,95.2140197754,94.9517059326
5967.0,91.19,94.2099151611,94.3333358765,93.9978408813,94.4420318604,94.083404541,94.0905685425,94.3009719849,94.299369812,94.1672668457,93.8358230591,92.452796936,93.9226150513,92.8455123901,92.4443130493,92.7351150513,93.490776062,93.0971298218,92.8455200195,93.3198928833,93.6214599609,92.7256393433,92.4197845459,92.2914886475,92.9688110352,92.4886703491,92.3601150513,92.6162338257,92.550201416,92.74659729,92.1549453735
3027.0,116.57,112.072746277,112.335754395,111.923423767,112.097244263,112.725593567,111.853660583,112.084953308,112.154960632,112.803413391,112.085662842,110.814872742,110.025848389,111.249938965,110.577575684,110.69393158,110.9923172,110.631752014,110.817436218,110.600799561,110.507331848,109.896781921,109.164604187,110.591781616,110.228889465,110.000953674,110.715072632,109.971092224,110.335609436,108.970100403,109.654670715
6520.0,107.05,111.861701965,111.415428162,111.846534729,112.174308777,111.845611572,111.731040955,111.972358704,111.370697021,111.904121399,111.013450623,111.905090332,110.743682861,111.65587616,111.411460876,110.699256897,111.231712341,110.344551086,110.74810791,112.086181641,110.766220093,111.2498703,109.719032288,110.867683411,111.17729187,110.603141785,109.990753174,109.409919739,110.710945129,111.099159241,110.447319031
2674.0,92.09,94.7696990967,94.4729614258,94.5050735474,94.2406082153,94.3320236206,94.850944519,94.35496521,94.2971801758,94.1830062866,94.348815918,93.2298431396,92.8947753906,94.514755249,93.9914550781,93.9141159058,94.3435211182,92.9824905396,92.4446411133,93.2651672363,92.3809738159,93.6557540894,93.8665466309,92.3544998169,91.8021850586,91.6007385254,92.1217651367,91.9694824219,92.1310272217,92.3573684692,92.0227813721
1881.0,98.17,95.3797302246,94.8935928345,94.7742767334,94.8324279785,95.5165100098,95.2967758179,95.2634811401,94.9357299805,94.5189666748,94.3419570923,94.2392349243,95.8830337524,96.1009979248,94.3949737549,95.0040512085,94.8988113403,95.7361831665,94.5983657837,94.4316711426,94.3368225098,94.8791275024,94.7165298462,95.2886276245,94.4248580933,95.2805175781,95.2248153687,94.9531860352,93.973487854,95.4622573853,95.6949310303
125.0,93.81,93.7682800293,94.2163391113,94.0396881104,93.8211135864,94.4159164429,93.9730072021,94.2584762573,94.3637390137,94.1279830933,93.899055481,95.7719116211,95.168006897,95.3428573608,95.7197418213,96.0437927246,94.820602417,94.9393692017,95.4698181152,95.2883834839,95.5587081909,98.7493591309,97.732093811,98.4501495361,97.5998840332,98.0374298096,99.0727844238,97.3852539062,96.9535522461,97.8252182007,93.7551498413
5895.0,109.9,111.51171875,111.437797546,111.656356812,111.321487427,111.743629456,111.553871155,111.052574158,111.591918945,111.543273926,111.626098633,110.052192688,110.404960632,110.52646637,110.422645569,110.393386841,110.619140625,110.713729858,110.549957275,110.352684021,110.844520569,110.128448486,110.076377869,110.009101868,109.277618408,110.285400391,109.249763489,109.681503296,109.613594055,110.000450134,109.624481201
836.0,154.87,112.084396362,112.579399109,112.085090637,112.256484985,112.08682251,111.860115051,111.906677246,112.363227844,111.669746399,111.779884338,111.862045288,112.737762451,111.951789856,113.387992859,113.845581055,113.74987793,112.276611328,112.65776062,114.003135681,114.018623352,113.984130859,115.710983276,113.077400208,113.046318054,113.515617371,113.507087708,113.38143158,113.756248474,112.880088806,115.531692505
124.0,116.59,113.227081299,112.80078125,113.248222351,112.669708252,115.270477295,114.659973145,114.236175537,113.333580017,112.188369751,112.967056274,114.838600159,111.74546814,114.814949036,114.290077209,114.876937866,113.36504364,115.445045471,114.799285889,113.820152283,114.317558289,113.397872925,114.093994141,115.140357971,114.703277588,114.276550293,115.489936829,113.506546021,114.77205658,115.514770508,115.287223816
7884.0,102.56,102.362579346,102.225959778,102.080543518,101.824302673,102.087936401,102.354568481,101.820327759,102.070510864,101.938064575,102.229927063,101.048606873,101.828605652,101.184165955,102.106834412,101.563766479,101.685195923,101.690429688,101.943481445,102.014839172,102.109420776,101.290771484,102.253356934,101.083061218,102.123703003,102.067024231,101.360412598,102.889579773,101.872993469,101.277679443,102.456916809
5904.0,90.8,93.4254989624,93.4095458984,93.6193008423,93.6566772461,93.1876983643,93.524597168,93.7755279541,93.9196853638,93.6818847656,93.5468826294,92.3494110107,93.0843811035,93.7635726929,93.0998458862,92.3932876587,91.6534194946,91.7023849487,92.9734039307,92.5710067749,93.0135421753,93.05128479,92.4534301758,93.4148254395,91.3701782227,93.248374939,92.3240737915,92.3194503784,92.5298690796,91.1864547729,93.0018768311
