ID,y,depth_3_0,depth_3_1,depth_3_2,depth_3_3,depth_3_4,depth_4_0,depth_4_1,depth_4_2,depth_4_3,depth_4_4,depth_5_0,depth_5_1,depth_5_2,depth_5_3,depth_5_4,depth_6_0,depth_6_1,depth_6_2,depth_6_3,depth_6_4
7899,84.9,91.7356719971,91.8192977905,91.7756500244,91.463508606,91.7885437012,91.077583313,91.9125976562,91.5995254517,91.6738052368,91.5247573853,91.4918746948,92.1536712646,91.9915313721,90.4611129761,90.94115448,92.3941726685,91.9025115967,91.7376937866,92.371383667,92.2750854492
7343,92.59,92.3235244751,92.5150909424,92.1705322266,92.2580795288,92.6394424438,92.2420654297,92.1063079834,91.7957992554,92.2220306396,92.2076187134,92.1575927734,91.8743743896,91.6245346069,91.7111663818,92.2650909424,91.7739715576,91.8197937012,92.1362609863,91.9735107422,91.8520965576
218,92.35,93.2992172241,92.9000854492,93.6625137329,93.5582962036,93.7916183472,93.0960235596,92.4973449707,93.3774719238,92.7153778076,92.9660491943,93.2323913574,92.8424072266,93.1577682495,93.1005249023,92.7535400391,92.9673995972,92.4951477051,92.505065918,93.1550064087,92.5902633667
2195,90.64,94.9936218262,94.5180358887,95.0760726929,94.8755645752,94.3517990112,94.4217071533,94.0045394897,94.5598831177,94.6283111572,93.974609375,94.3855667114,94.2178268433,94.1534957886,94.2022781372,94.2239303589,93.6205978394,94.67212677,93.8958053589,94.1787033081,93.8780059814
3336,100.53,104.790740967,104.458000183,103.795196533,104.153038025,104.52306366,104.736473083,104.941467285,104.323974609,104.006980896,104.712089539,104.508766174,104.664245605,104.893569946,104.931762695,104.780693054,104.787773132,105.386711121,104.633087158,105.062393188,104.079978943
50,108.14,112.491981506,112.63533783,112.416664124,112.868476868,112.512916565,111.732269287,112.090309143,112.420188904,112.294784546,112.124328613,112.418426514,112.064445496,112.473609924,112.232826233,112.662712097,112.414627075,113.327827454,112.410255432,113.746734619,112.834487915
3454,114.52,113.87096405,113.210746765,113.437942505,113.660018921,113.586219788,113.124794006,113.831687927,113.681686401,113.282356262,113.15146637,114.320396423,112.559837341,113.247192383,113.843978882,113.2914505,112.819572449,112.925758362,113.172515869,113.215454102,112.849357605
1833,113.56,119.994171143,120.909965515,120.089797974,120.120033264,120.247421265,121.29473114,121.893455505,119.007553101,121.475845337,121.240127563,121.675689697,122.297599792,121.700256348,121.527999878,122.553123474,120.946960449,124.149559021,123.122390747,122.248542786,122.034416199
1312,89.83,94.8062896729,94.2450332642,94.3271331787,94.1622314453,93.8585891724,94.1815719604,93.9366912842,93.7041168213,93.9708328247,94.0480575562,94.0982208252,92.707824707,93.4772644043,86.3500747681,93.1044158936,93.2266616821,94.7346878052,92.8729248047,93.371307373,94.2621002197
7784,103.5,110.610443115,110.814079285,110.795082092,111.058311462,110.635520935,110.831687927,110.810165405,110.876106262,110.597679138,110.626693726,109.936294556,110.396110535,110.467498779,110.380561829,111.034446716,110.449737549,110.073059082,110.836380005,110.344863892,110.325805664
2260,94.81,94.6350479126,94.3497543335,94.660446167,94.3027267456,94.3876953125,94.2370223999,94.23777771,94.3469009399,94.2487945557,94.5345458984,86.820602417,94.2359466553,94.6273956299,94.4125366211,94.3256149292,93.7225418091,94.0469970703,94.3304214478,94.1390151978,94.2416915894
1215,118.31,94.9055252075,94.7466125488,94.6010894775,95.00756073,94.8297195435,94.3982391357,94.3717575073,94.5235671997,94.746673584,94.6011428833,95.0596084595,94.9127197266,94.6326217651,94.8568267822,94.3895568848,94.9184112549,94.3699569702,94.5028076172,94.5982971191,94.267616272
2557,104.37,111.89679718,111.654655457,111.869148254,112.119293213,111.855957031,111.58392334,111.280006409,111.594947815,111.522361755,111.498130798,110.985572815,111.5440979,111.914993286,111.062789917,111.975708008,111.23690033,111.700057983,110.885871887,111.497337341,111.315803528
6096,95.65,93.5969619751,92.7156600952,92.767036438,93.0076980591,92.9503479004,92.5848388672,92.2261810303,92.8281707764,92.7163085938,91.9226531982,92.110496521,92.5565872192,92.9937515259,91.374382019,91.6212615967,92.3048706055,90.9064865112,91.7478790283,91.0659179688,91.4798278809
6915,100.8,92.6477203369,92.7326812744,92.6849822998,92.4938354492,92.6415252686,92.8014907837,92.5285186768,92.9762039185,92.5497436523,92.5230560303,92.862953186,93.0394210815,92.8209991455,92.586730957,92.6304168701,92.7977523804,92.6657333374,92.5698852539,92.1957015991,93.2997741699
6167,107.75,93.845993042,93.7114639282,93.985534668,94.0688247681,93.8007202148,93.652885437,93.5690002441,93.6012496948,93.5730209351,93.7502288818,93.2672195435,92.896812439,93.2179946899,93.0443954468,92.7816390991,93.0725784302,93.0975265503,92.6102294922,92.9586334229,93.1911315918
1207,93.9,94.7454681396,95.3629150391,95.3559112549,95.1285934448,94.8755111694,95.3197097778,95.8706512451,96.5385131836,95.4593582153,95.5936050415,96.212638855,95.7617034912,95.7248458862,95.943031311,95.4337921143,95.6725311279,96.0431594849,96.3874893188,94.3143615723,95.718208313
1447,105.96,112.298339844,111.960792542,112.048377991,111.609184265,112.293479919,112.040374756,111.742378235,112.59753418,112.298362732,112.2891922,111.963478088,111.85484314,112.842376709,112.348739624,112.459793091,111.823173523,111.275871277,111.681686401,111.73600769,112.221138
1061,109.67,112.325401306,112.171691895,112.167457581,112.297454834,112.522270203,112.786422729,112.404945374,112.667427063,112.632240295,112.119384766,112.281463623,112.217308044,112.669998169,112.650413513,112.322982788,111.73059845,112.414176941,111.93686676,112.00655365,111.148094177
6841,89.28,92.5085601807,91.9356918335,92.0097503662,92.4132232666,92.0534896851,92.2817230225,92.3146209717,92.4661636353,92.3802032471,91.8861923218,92.6819763184,91.8502426147,92.3614959717,92.9549713135,92.5201568604,93.7395935059,92.1422729492,92.5983352661,91.3028945923,93.4850997925
7481,89.79,94.2644424438,94.1837768555,93.9835662842,94.3664321899,94.4780502319,93.498916626,93.5650177002,94.794960022,94.2855300903,94.2903137207,92.699798584,95.5979766846,94.6639862061,92.1624679565,93.8751602173,93.9942932129,92.6719207764,94.5644760132,95.5263214111,95.3914413452
4021,95.21,94.0534973145,94.0030593872,94.1744232178,93.859954834,94.0847625732,94.0315093994,93.8324966431,93.5822372437,93.9904327393,93.4792938232,93.5296325684,93.8296661377,93.8547515869,93.6067428589,93.6875228882,93.4828033447,93.8889923096,93.7909317017,93.6517181396,93.5983810425
7362,110.32,102.072349548,101.615608215,101.739486694,102.196075439,101.675888062,101.425994873,101.939918518,100.960296631,101.715187073,102.404533386,100.851112366,101.734367371,101.578697205,101.750587463,101.096862793,101.394546509,101.896331787,102.258270264,101.936897278,101.830253601
4410,100.67,103.964530945,104.084770203,103.426101685,103.678939819,103.688613892,103.764312744,103.831588745,103.77381897,103.81855011,103.146598816,104.083007812,103.918067932,104.004470825,104.061439514,104.113891602,103.671920776,104.004745483,102.825157166,104.168907166,104.220901489
8342,104.29,110.298027039,110.196220398,110.886558533,110.528335571,110.629753113,110.084182739,110.080085754,110.139068604,110.214599609,110.355110168,110.527862549,111.026893616,110.55859375,102.118186951,111.083572388,111.495857239,109.918418884,110.117042542,110.22328186,110.423057556
6916,96.26,103.18687439,103.510482788,103.009483337,103.632751465,103.54145813,102.569290161,103.259780884,102.632522583,102.129341125,103.071617126,95.6507797241,102.25579071,103.422447205,103.131629944,103.484642029,102.564704895,102.646392822,103.352035522,103.055267334,102.880729675
5351,104.28,104.830657959,104.914833069,105.326789856,105.112380981,105.296768188,105.212303162,104.604896545,105.099159241,104.930267334,104.810310364,105.034088135,105.029792786,104.532875061,95.9772567749,104.907203674,103.710494995,104.705200195,105.780883789,104.830589294,105.077301025
3013,106.33,111.99243927,112.045036316,112.228118896,112.299385071,111.708580017,111.867332458,112.402351379,112.282371521,112.42754364,112.183273315,112.299697876,111.841461182,111.870948792,111.939910889,112.166481018,112.660995483,112.357894897,112.640083313,112.509796143,112.482261658
2550,105.18,111.245735168,110.600128174,110.572029114,110.836013794,111.17035675,110.812255859,110.858337402,110.760826111,110.489479065,111.195915222,110.890266418,110.797782898,110.510848999,110.43196106,110.767463684,110.186950684,110.763977051,110.306510925,110.303466797,110.613510132
6250,108.33,112.864280701,113.161697388,112.863800049,113.197731018,112.714927673,113.624443054,113.773262024,113.731796265,112.835243225,112.677734375,113.303840637,113.768302917,113.455848694,113.255859375,113.075645447,114.008743286,113.166656494,113.511695862,113.333442688,113.450645447
215,96.06,93.9674835205,94.2116088867,93.9352493286,94.4373016357,93.8820648193,94.1151504517,93.7339630127,94.055480957,94.2173461914,93.9238815308,93.4342575073,93.9088439941,93.8574905396,86.4294052124,93.1058273315,93.7429046631,93.5298233032,93.0088500977,93.543182373,93.0992431641
217,92.5,94.0675048828,94.2772827148,94.0067749023,94.4260253906,94.4073104858,94.6423568726,94.4747009277,94.8296051025,94.6118850708,94.4214248657,94.1264343262,95.3609848022,94.8228607178,94.6728973389,94.4605560303,94.9238357544,95.1373825073,95.0752029419,94.9750823975,95.2531814575
2722,98.57,103.983955383,103.926979065,104.362754822,103.326530457,103.62487793,103.51877594,103.714065552,105.004577637,103.806159973,103.16595459,103.082099915,104.202400208,102.759277344,103.863204956,102.382133484,103.486328125,104.633018494,103.551834106,104.051887512,104.595184326
317,105.74,112.493988037,112.804878235,112.840049744,113.606872559,113.153396606,111.930786133,111.703041077,113.052093506,110.272544861,111.926254272,109.948135376,110.746368408,110.99912262,111.090065002,110.60710144,109.712059021,109.208755493,109.39490509,111.33026886,109.695831299
6656,109.99,112.162940979,111.427177429,111.370658875,111.70942688,111.017364502,111.765892029,111.70010376,111.705108643,111.951393127,110.973274231,111.731178284,111.57485199,112.492782593,111.30821228,111.65057373,111.095611572,111.83972168,110.775108337,111.676864624,112.32875824
2353,108.12,111.727340698,111.866836548,111.507553101,111.895431519,112.387077332,111.602478027,111.544151306,111.453086853,111.91570282,111.89213562,111.157196045,111.548416138,112.082313538,111.585083008,111.647399902,110.98474884,111.799751282,110.177955627,110.686729431,111.31047821
6632,113.72,112.194496155,111.949737549,112.121887207,112.203140259,111.941627502,111.570526123,112.219940186,112.204566956,112.285446167,112.359443665,112.206985474,111.892974854,111.678237915,111.673583984,111.744995117,112.102119446,111.786582947,111.502166748,111.729545593,111.717216492
994,94.35,94.140953064,94.1792831421,94.5407485962,94.5545578003,94.2834625244,94.4647445679,94.3802871704,94.4995346069,94.2686386108,94.8103179932,94.697479248,93.9731674194,94.4781494141,94.889793396,94.3466491699,94.9208755493,94.1888885498,94.7335357666,94.1239776611,94.1413955688
7560,90.46,93.4987869263,93.623588562,93.6476898193,93.1787109375,93.1862487793,93.642578125,93.0929107666,93.5431060791,93.4235534668,92.9987411499,93.3726882935,92.7759628296,92.7719573975,92.4618225098,92.9703445435,92.7405319214,92.8232955933,92.8293075562,93.2478103638,92.8329620361
7126,91.52,92.770149231,93.5027542114,93.1025848389,93.2215194702,92.6544723511,92.5105133057,92.8112335205,93.0330047607,92.032119751,92.0288467407,92.2395782471,92.2950057983,92.2051467896,92.1919784546,92.859703064,92.1893768311,92.2204742432,91.4204788208,92.5404815674,92.397857666
6695,91.3,92.4834899902,92.178565979,92.5439987183,92.6210784912,92.4752120972,92.1526260376,92.1509246826,92.1110610962,92.1707458496,92.1314697266,91.9307098389,92.216835022,91.3481369019,85.7758712769,92.3038864136,91.6525115967,91.9093170166,91.3999328613,91.9311904907,91.7029190063
7378,104.69,110.803237915,110.504219055,110.980735779,110.582382202,110.493263245,110.48626709,110.830291748,110.773643494,110.189727783,110.311317444,110.973205566,110.405677795,110.500236511,110.479949951,109.882293701,110.687675476,110.493476868,110.171981812,110.830131531,110.73815155
5228,89.37,95.7743988037,94.8586273193,95.8316802979,95.1704864502,95.8815612793,95.4580230713,95.9627838135,95.2287826538,96.094039917,95.2830963135,96.824508667,95.9702529907,95.7831878662,96.4547958374,96.1631240845,95.4460449219,96.4447479248,97.9556732178,97.0630722046,96.1821899414
426,88.39,93.0784912109,92.8511276245,93.155921936,92.8393554688,92.9881591797,92.9734344482,92.5181274414,93.0801010132,92.962928772,92.8813552856,93.0857543945,92.9618835449,93.2314682007,93.0660095215,92.889251709,92.6481933594,92.87890625,92.3120040894,93.2122573853,92.6875076294
4571,89.51,93.6582489014,93.7400817871,93.6442260742,93.5715103149,93.0663223267,92.9327697754,93.4633560181,93.4505462646,93.4110641479,93.2267684937,93.6340484619,93.9003982544,93.6705703735,93.4013977051,93.4432373047,93.3290176392,93.3165664673,93.2771072388,93.2401046753,92.9662628174
7091,93.17,93.4956130981,93.155128479,93.2065734863,93.3396835327,93.8298492432,93.1695709229,93.472366333,93.6358184814,93.3852310181,93.2889328003,93.6487045288,93.8122253418,93.2956542969,93.8391418457,93.6164245605,92.9052124023,93.6600723267,93.3145828247,93.6059875488,93.3931045532
525,89.81,93.5505752563,93.6144485474,93.3708953857,93.7435073853,92.8856658936,93.4237747192,93.4328079224,93.0043487549,93.1733932495,93.2193145752,93.2717208862,92.6937561035,93.1020355225,92.9600296021,92.5229873657,91.4907684326,92.6024627686,92.9086761475,92.7021408081,92.6547927856
3843,88.08,93.4957962036,93.3864059448,93.6621856689,94.0737075806,93.9010620117,93.7765884399,93.6672515869,94.1798706055,93.633972168,93.6827163696,86.246055603,94.1727523804,93.7313079834,93.9452590942,93.5692138672,94.1212997437,94.0599975586,94.1134033203,93.9672317505,93.9311828613
6190,107.9,112.429176331,112.587844849,112.142204285,112.220428467,112.028884888,112.238937378,112.282958984,112.302268982,112.287902832,111.937835693,111.242927551,112.576446533,110.906539917,112.279762268,112.377929688,112.057296753,111.841094971,112.043983459,112.024559021,112.656593323
1996,106.0,106.178886414,106.498893738,106.58946991,106.329307556,105.82674408,106.672622681,106.12247467,105.655426025,105.492164612,105.746078491,105.57875824,104.783325195,106.030059814,105.34601593,105.302680969,105.220680237,105.284324646,104.429229736,106.05884552,104.923484802
6710,108.76,112.450805664,112.407470703,111.720413208,112.116264343,112.167152405,112.110366821,111.743225098,111.711723328,112.262550354,112.330368042,112.297477722,110.966789246,111.673706055,111.574645996,112.111351013,112.017272949,112.187034607,111.991439819,112.872840881,112.008003235
3078,111.42,113.412910461,113.751625061,113.624565125,113.615829468,113.718200684,113.913467407,113.172088623,113.029510498,112.412155151,112.97518158,113.151016235,113.199531555,112.544067383,112.605911255,113.315467834,112.670181274,112.186904907,113.147285461,112.981819153,112.782691956
6039,112.75,115.010284424,114.765724182,114.693710327,114.597640991,114.199966431,114.688369751,114.956085205,114.891685486,114.867164612,114.406791687,114.408851624,114.252662659,114.329154968,114.058609009,114.246940613,113.797012329,115.00868988,113.978973389,114.826545715,113.720413208
146,109.76,112.770011902,112.794967651,113.212524414,113.009269714,113.247200012,112.648918152,112.890159607,112.699134827,113.075012207,112.692619324,112.745361328,112.719436646,112.905899048,113.117782593,113.13369751,112.560874939,112.775260925,112.80607605,112.606033325,113.114555359
7944,86.38,93.2568969727,93.134223938,93.3952407837,93.2102355957,93.3886947632,93.7153167725,93.2831726074,94.040977478,94.0964355469,92.6654205322,93.930847168,93.6614761353,93.2217407227,94.1929244995,94.0608062744,94.1920471191,94.0234375,93.9959411621,94.0681838989,93.7100448608
4714,88.18,96.6007232666,96.6597976685,96.7225952148,96.2859420776,96.6288452148,96.4957046509,96.9863967896,96.2916488647,97.5747299194,97.1439208984,96.5401153564,96.8054733276,96.8209381104,97.0891418457,96.8031921387,96.9658050537,96.1322555542,97.2559585571,96.8386459351,96.2412109375
4292,113.7,110.799682617,110.901908875,110.761360168,110.629821777,110.782463074,110.95400238,110.866104126,110.562538147,111.047927856,110.657928467,102.583511353,110.886421204,110.495941162,110.875274658,110.691932678,110.534667969,110.474136353,110.533691406,111.124183655,110.999465942
3222,102.5,104.647377014,104.588783264,104.495361328,104.606361389,104.141571045,104.588310242,104.36567688,104.773773193,104.806991577,104.124916077,95.6929473877,104.490493774,105.278335571,95.8219223022,105.510154724,104.776512146,104.939704895,105.013412476,104.967666626,104.701431274
3983,88.28,92.7651596069,92.6217880249,92.929473877,92.8774032593,92.9989089966,92.9128417969,92.2050476074,92.6177902222,92.7702865601,92.632019043,92.3764343262,91.8512496948,92.8441848755,92.5178222656,92.3510437012,92.7699661255,92.3704071045,91.9874954224,92.8195953369,92.1772842407
523,87.58,95.1170043945,94.8574905396,94.9421768188,94.5693893433,94.7713165283,95.4458084106,94.3898773193,94.8593978882,94.1634216309,95.0801925659,94.9879760742,95.2087173462,94.7078323364,95.3000030518,95.4204483032,95.0191879272,94.3287734985,94.8993530273,94.5701141357,95.4121932983
5654,85.18,93.5905685425,93.6644592285,93.6558685303,93.7597961426,93.8530807495,93.8898239136,93.9128723145,93.32472229,93.4210586548,93.7640457153,93.8350906372,93.3325958252,93.985710144,86.296257019,93.7671890259,93.0260314941,93.1579437256,93.3985519409,93.5406799316,93.4321289062
3827,91.46,92.7541046143,93.0318450928,93.3144989014,92.8693389893,92.5800933838,92.7583084106,92.6320419312,93.0868759155,92.4019088745,92.8921966553,92.5996627808,92.939163208,92.4423446655,92.1967544556,92.6295394897,92.6728210449,92.7408447266,92.8083496094,92.6504211426,92.4050140381
4543,91.83,93.9517059326,93.8676834106,93.8584136963,93.9973449707,93.4420700073,93.8410949707,93.6014404297,93.9589996338,93.5821228027,93.7928390503,86.2838287354,93.6600570679,93.4809570312,93.8403930664,93.8415603638,93.5822296143,93.6169052124,93.2564239502,93.8196487427,93.9216156006
7395,86.66,93.0902252197,93.6613540649,93.3240585327,93.2722167969,92.6666870117,93.5856552124,93.0565795898,93.4829406738,92.9505844116,93.1018676758,93.1362686157,93.2415771484,93.5352935791,85.864074707,93.0131454468,93.2652435303,92.8202056885,93.7065429688,92.610710144,93.3262863159
7029,88.38,91.8215484619,91.9563674927,91.9814682007,91.2791290283,91.7554092407,91.6748352051,91.2967224121,92.0393218994,91.7086868286,91.8293838501,91.9775466919,92.8502426147,92.2309494019,92.4562606812,92.4503631592,93.2392807007,93.102722168,91.5008926392,92.7358398438,91.5024719238
4933,110.86,113.338050842,113.700500488,113.318748474,112.315628052,113.437278748,114.077232361,114.406326294,113.256317139,114.37563324,113.742889404,113.257980347,112.76385498,112.616539001,114.325439453,114.124427795,113.713729858,115.606651306,114.119827271,113.737243652,115.055000305
4369,117.49,112.250480652,112.046936035,112.050582886,111.908836365,112.102859497,111.627059937,112.80519104,112.413902283,113.104881287,111.689582825,113.534202576,113.386207581,113.300086975,112.541992188,112.762878418,113.830238342,113.012199402,113.356048584,113.177703857,112.759498596
3899,91.08,91.6542663574,91.6889877319,91.5139160156,91.7406845093,91.8998565674,91.726348877,92.241859436,91.6421279907,91.9683609009,92.1317520142,91.5847244263,92.2040176392,91.2542724609,91.8588027954,91.7997970581,92.1151046753,91.9607467651,91.1976394653,92.0947113037,91.4880218506
1789,99.48,103.81627655,105.162857056,104.957489014,105.628074646,104.604873657,104.753463745,104.695053101,103.330032349,104.229011536,103.171470642,103.396118164,102.735099792,103.271881104,103.445785522,102.498596191,102.292015076,102.060752869,101.400512695,101.847900391,101.576957703
6494,75.71,78.1146469116,77.9449081421,78.1237564087,77.9819107056,77.9753875732,77.9347610474,77.9030838013,78.0000152588,77.8061523438,78.159362793,78.2170333862,78.1751785278,78.1938171387,77.7936630249,77.3192901611,77.8556976318,78.146812439,77.7025680542,77.9943008423,78.0050125122
3490,122.12,112.182914734,112.371070862,112.188766479,112.540130615,112.18787384,111.850242615,111.854484558,111.938735962,111.794883728,112.195732117,112.804405212,111.509605408,112.126174927,112.186187744,111.703666687,111.531364441,112.430793762,111.913520813,112.242660522,111.699409485
2756,105.95,93.8980941772,93.4591369629,93.9857635498,94.0182876587,94.040763855,94.2201690674,94.0076446533,93.7087860107,93.658416748,94.4206771851,93.71484375,93.9230270386,93.5162582397,94.2771987915,93.9429397583,94.0319061279,94.2015838623,94.2551422119,94.2797851562,94.2924728394
6714,108.21,112.839408875,112.251289368,112.589118958,112.743186951,112.948921204,113.14201355,112.927848816,113.145248413,113.127319336,112.521385193,112.281448364,112.985816956,111.829658508,112.380706787,113.449325562,113.00087738,111.694664001,111.669975281,112.225654602,112.689056396
1675,114.91,113.000289917,113.239845276,113.394012451,113.373725891,112.94128418,113.182861328,113.193183899,112.722206116,112.996353149,112.944618225,112.592651367,113.63999176,113.705299377,103.791763306,113.259681702,112.52494812,113.600585938,114.325492859,113.528610229,113.418289185
3230,117.06,111.888504028,111.652061462,111.440101624,112.120346069,111.642738342,111.417274475,111.847518921,111.379386902,111.628997803,111.293693542,111.263664246,111.23865509,111.264038086,111.235870361,110.967590332,110.816757202,110.712486267,111.059860229,110.746124268,111.316009521
2700,103.82,103.610832214,103.931838989,103.704368591,103.836280823,103.750556946,103.582580566,103.935173035,102.935958862,103.633728027,104.092460632,95.2803192139,104.911682129,103.674407959,104.022155762,103.994239807,104.632820129,103.691513062,104.358726501,103.962661743,103.861671448
