ID,y,depth_PCA_3_0,depth_PCA_3_1,depth_PCA_3_2,depth_PCA_3_3,depth_PCA_3_4,depth_PCA_4_0,depth_PCA_4_1,depth_PCA_4_2,depth_PCA_4_3,depth_PCA_4_4,depth_PCA_5_0,depth_PCA_5_1,depth_PCA_5_2,depth_PCA_5_3,depth_PCA_5_4,depth_PCA_6_0
7274.0,88.86,91.334777832,91.9727172852,91.9655303955,91.2773513794,91.5212402344,91.3755950928,91.9973678589,91.604888916,91.7972869873,91.9567108154,91.1025924683,91.2317047119,91.1928634644,91.4647369385,90.337310791,0
5506.0,120.81,125.354682922,124.843528748,124.078536987,124.413925171,125.964302063,126.717224121,120.205200195,126.148414612,127.152778625,126.532585144,130.040267944,127.581863403,127.313674927,119.477577209,128.254714966,0
1452.0,107.75,111.32749176,111.794929504,111.914619446,110.888656616,112.099998474,111.975845337,111.974082947,110.861167908,111.657958984,111.626708984,111.374801636,111.501113892,111.064872742,111.544502258,111.045333862,0
3367.0,107.54,113.111442566,112.436676025,112.041915894,112.641830444,111.3697052,112.32724762,113.044960022,112.513046265,112.903709412,112.896064758,112.036621094,112.206588745,112.869796753,112.616104126,113.745170593,0
127.0,119.44,115.384941101,116.052940369,116.074356079,115.202201843,115.173690796,115.814178467,115.00592804,115.0806427,115.427696228,115.926612854,114.948638916,114.61050415,115.00088501,114.484443665,114.821105957,0
425.0,113.11,111.931213379,111.357650757,111.078804016,111.935966492,111.208862305,110.235931396,110.541809082,110.504966736,110.944984436,111.397003174,110.378417969,110.327270508,111.440994263,109.997444153,110.655090332,0
6250.0,108.33,112.621208191,112.948348999,113.07989502,113.132263184,113.371543884,112.412605286,112.70022583,112.187698364,112.220283508,112.891921997,111.666748047,113.054283142,111.682991028,112.355155945,111.594245911,0
6122.0,113.58,117.790550232,116.360031128,117.649429321,117.149917603,117.229431152,118.583076477,119.545509338,118.66305542,117.881629944,117.028427124,118.193840027,115.891624451,119.534393311,118.864440918,118.668769836,0
3243.0,121.5,115.886932373,115.485450745,115.372947693,114.604278564,114.92326355,116.314979553,116.680450439,114.393257141,116.030250549,116.049781799,116.8384552,117.348892212,116.889945984,115.848808289,115.715087891,0
4363.0,98.92,103.364814758,102.635177612,103.426147461,103.287071228,103.637298584,103.724060059,103.462997437,103.227790833,102.69833374,103.186546326,103.476860046,104.144775391,103.238716125,103.364967346,101.752349854,0
6538.0,90.28,91.182472229,91.4048309326,91.0721435547,90.5113754272,91.5728378296,90.9122161865,89.9501953125,90.1361541748,90.0291900635,90.7717819214,89.807220459,89.9209060669,90.5713424683,89.7525939941,90.2694473267,0
898.0,78.25,78.2948455811,77.9758453369,77.7338638306,78.2734146118,77.9034423828,77.5953292847,77.6471786499,77.9756546021,77.8419876099,77.5983963013,77.3274230957,77.6665496826,77.1313247681,77.3963699341,77.7514724731,0
407.0,94.61,93.0564193726,93.642288208,92.9637298584,93.7425460815,92.7312088013,93.3478317261,93.7435302734,93.6007766724,92.9137420654,93.0249252319,92.7456207275,93.1705322266,92.9099273682,93.1951446533,92.8541717529,0
2845.0,89.55,93.1293563843,92.7541122437,93.2319488525,93.0249633789,92.9738388062,92.9282302856,92.2414245605,92.3995895386,92.6253204346,92.8963699341,92.7009658813,92.463104248,92.4247970581,93.2276382446,92.6111450195,0
7406.0,116.13,113.81993866,114.965515137,115.742134094,114.552375793,114.611053467,115.566261292,116.631607056,116.092178345,114.633300781,115.39528656,115.305244446,115.074768066,115.817657471,114.39315033,114.758483887,0
1786.0,127.91,114.312721252,114.454528809,115.445426941,115.59602356,113.503639221,113.15713501,116.550109863,113.528373718,113.559936523,113.840019226,114.05796051,113.757377625,114.985969543,112.112297058,114.778678894,0
6452.0,98.37,102.230316162,102.760444641,102.893714905,102.823577881,102.324928284,102.289413452,103.050788879,102.992874146,101.524269104,103.048721313,103.591697693,102.569129944,102.291755676,102.001411438,102.181777954,0
5124.0,109.02,112.655471802,113.058647156,112.561126709,112.983795166,112.213165283,112.491645813,112.15410614,112.202789307,112.208084106,111.56136322,111.920646667,112.120635986,112.343910217,112.513206482,111.663604736,0
950.0,91.99,101.872695923,106.824356079,103.929275513,106.766403198,100.384643555,105.765197754,108.261520386,103.856056213,105.670578003,106.371620178,110.172241211,110.034370422,104.591674805,104.147705078,105.778411865,0
5680.0,90.13,97.8087005615,97.0956878662,97.3125610352,96.0830764771,94.7195129395,97.7807235718,97.1990356445,97.1524658203,98.2379226685,97.1471405029,98.3586196899,98.6383590698,97.3249511719,96.6669387817,97.7875747681,0
2287.0,109.68,112.524475098,112.413619995,112.257263184,112.092842102,112.255981445,112.449653625,112.664871216,113.037574768,111.098716736,111.681282043,112.05821228,112.530860901,111.508605957,111.952461243,112.34412384,0
1094.0,114.94,116.630661011,115.441238403,112.581687927,115.968963623,112.684051514,113.662002563,114.77293396,116.098991394,112.882446289,115.912521362,114.187911987,114.01309967,115.626731873,112.097061157,115.898483276,0
1377.0,85.82,95.7740402222,96.9365463257,97.6811828613,96.2847442627,97.0743408203,98.181678772,101.550559998,96.3911361694,98.6056289673,98.1245346069,98.1720809937,97.9802932739,96.9750595093,97.4717559814,99.8330612183,0
2928.0,87.63,95.0302200317,94.1049575806,94.4957504272,94.4191818237,94.6375274658,94.7619781494,94.8615722656,94.7568283081,94.787689209,95.259513855,95.4898147583,96.2495346069,95.4256286621,96.3813400269,94.371963501,0
6422.0,141.09,118.35609436,117.562896729,117.039085388,115.386756897,117.214225769,117.426422119,116.315368652,113.230163574,118.773612976,116.92250061,119.779052734,119.232398987,120.273834229,118.227890015,112.421928406,0
2094.0,97.0,98.8254547119,101.365371704,97.5997467041,94.4563827515,96.7765655518,94.5881729126,98.757850647,95.3630905151,94.9602813721,95.0522003174,99.2017440796,97.2127075195,95.7951431274,100.039543152,97.2333831787,0
1206.0,113.12,111.916755676,111.91456604,112.132827759,112.96257019,113.103294373,115.386924744,112.139030457,112.051795959,112.190696716,112.526405334,111.201171875,112.128334045,113.612586975,112.348571777,112.204124451,0
